title,name,position,industry,usage,paid_status,source,date,total,ease,feature,support,value,recommend,comments,pros,cons,overall,recommendations to other buyers
"Vendini is the Choice When You Need Flexible, Easy-to-Use and Easy-to-Teach Ticketing Software",Lee G.,Event Marketing Manager,"Performing Arts, 11-50 employees",,NO,Source: Capterra,"Mar 03, 2017",4,5,4,4,5,9.0,,Pros: The ease of use and the flexibility.,Cons: It gets hung up sometimes and often it is because we need the latest update on a flash player but didn't even know it changed. I wish we had advisories about that.,"Overall: I've been using Vendini ticketing software for eight years and have trained countless numbers of students at my University Box Office how to use the software in a quick amount of time. As our staffing changes each semester, and our events can change on a dime, the ability to train quickly, make changes instantly, and have flexible software that is easy to use, is imperative. I created some great relationships with the Vendini support team so that when there is an occasional hiccup, I know who to call and receive courteous and helpful service. But perhaps the most important aspect of Vendini is that it gets the job done. Not everything has to be complicated, and Vendini isn't!","Recommendations to other buyers: For a box office that has rotating staff that don't have the time to make operating ticketing software their first priority, this is a great option. I can teach someone to use Vendini at the window in five minutes to get us through a busy show. Then, teaching the more intricate levels of reporting, exchanges etc. is easy to build on. I have a student staff of 30 and often many of them change each semester based on their school schedules. Ease of use and success at accomplishing the task are my main priorities and Vendini accomplishes both. It is also affordable!"
Confident all in one ticketing/marketing solution both you and your venue can grow with,Russell T.,Box Office Manager & Event Coordinator,,,NO,Source: Capterra,"Mar 23, 2015",5,5,4,5,5,9.0,"Comments: We've been using Vendini since June 2011. One of the major reasons we switched ticketing providers was for ease of use. Our box office is staffed by a rotating group of students who need to be trained in a relatively short period of time. Vendini's POS TicketAgent is pretty self explanatory and my students are able to pick it up almost immediately. On the backend, building events the way we need them is a breeze and it almost seems like the reporting capabilities are limitless. It really makes my job easier by improving the flow of information to our marketing team and development office. As far as peripherals are concerned, Vendini is really ""with it"" in terms of functionality and integration. Our box office was able to upgrade to cash draws that electronically integrate with the POS and we added iPads & iPods so that we could offer print-at-home and mobile tickets. The apps developed to work with these devices are really cool and really easy to use. We get compliments from our customers all the time when we scan their ticket on an iPod or sell them tickets an iPad. I feel really confident knowing that they continue to program new tools and update existing ones to help make event ticketing simpler for venues like mine. What's also really helpful is that they have excellent training and continued learning opportunities through a comprehensive online support catalogue (including both written & video tutorials). It's a great resource. In addition, they host an annual Vendini Member Conference where you can network with system experts and other venues using their solution. It's an invaluable experience to learn more about their solution and how to get the most out of it. In terms of customer service, Vendini has been open to our feedback and responsive to all our requests and has always found a solution for any problems that we have experienced.",,,,
Vendini is Magic!,Allison A.,Administrator,"Music, 1-10 employees",Used the software for: 6-12 months,NO,Source: Capterra,"Aug 08, 2018",5,5,5,5,5,10.0,,"Pros: When I came into this job working for a small choral arts group, they had just built their first season with Vendini. I had very little training and had to hit the ground running -- and I was anxious about messing it up. Not only is it incredibly easy to use, but it is really very intuitive and smooth. We have an older patron base who had been used to buying their tickets by mail or personally on the phone; I was concerned that they might not adapt too well. Lo and behold, it is less than a year and online sales account for almost 60% of total sales with almost no complaints. A real tribute!",Cons: This is hard to say. I can't really come up with anything.,"Overall: The most important aspect of working with Vendini has been the support team. To a person, they have been terrifically responsive, patient, and CLEAR in their directions. The patience is amazing!

I don't know where they get their team members, but the selections are superlative. If you are trying to decide between Vendini and another service, go with Vendini.",
Could not manage our theatre without Vendini,Joseph F.,Executive Director,"Non-Profit Organization Management, 1-10 employees",Used the software for: 2+ years,NO,Source: Capterra,"Dec 13, 2017",5,5,5,5,5,10.0,,Pros: It's easy to learn and quick to teach others. Very intuitive. Love the mobile/ipad apps as well as the Facebook integration and the e-blast capabilities. Easy to reach out for help/customer service.,"Cons: Some of the forms need fixed, some info will go back to blank for no reason. The toggling between admin and sales can lock up the app. Getting the right report to print can be a challenge.",Overall: Vendini literally is the backbone of our business. I can not imagine another way to keep track of our sales and our patrons.,
"Easy to use, always up to date, a great service!",Marnie D.,Theatre Assistant,"Higher Education, 201-500 employees",Used the software for: 2+ years,NO,Source: Capterra,"Jul 26, 2018",4,5,4,4,4,10.0,,Pros: The convenience and ease of setting up my events. It is no nonsense and easy to change if I make a mistake or need to make a change.,Cons: If Vendini provided the tickets for our Boca printer. It would just be easier if I did not have to contact a separate company for purchasing my tickets.,"Overall: Easy training of my staff, use of credit card for my patrons, ability to set up season ticket packages and ease of using along with social media.",
"Have installed Vendini in several theatres I've administered, all with excellent results",Jon M.,Executive Director,11-50 employees,Used the software for: 2+ years,NO,Source: Capterra,"Jan 02, 2018",5,5,5,5,5,10.0,,Pros: It's intuitive and walks you through virtually everything which makes it very easy to use. New users can be trained in a matter of minutes.,Cons: There are rare glitches which is to be expected but the Tech Support is excellent and usually has a solution/fix quickly.,"Overall: All kinds of reports, easy look-up of orders and patrons, efficient use of time when creating events as the process walks you through it and after creating a couple of events, the process is very easily repeated to set up other events.",
We have worked with Vendini for about 5 years and are pleased with the product and the support.,Jessie P.,Exec Director,"Performing Arts, 1-10 employees",Used the software for: 2+ years,NO,Source: Capterra,"Oct 26, 2017",5,4,4,5,5,9.0,,"Pros: Having all of our sales and patron data in one place, being able to manage ticket sales, memberships and email communications in one central hub.","Cons: Specific reports we need (for instance, ZIP codes) are difficult to run the way we need to see them. Not being able to import donation data to show up properly into patron record (besides processing the donation through Vendini).",,
Vendini is a simple ticketing solution,Emily S.,Box Office Manager,"Fine Art, 11-50 employees",Used the software for: 1-2 years,NO,Source: Capterra,"Oct 03, 2016",3,4,4,3,4,7.0,,Pros: It's easy to navigate front end. The patrons rarely had trouble purchasing tickets.,Cons: The financial reporting that did not match.,"Overall: I had worked with Vendini for two years prior to switching to another system. Vendini was fairly simple to use for the customers on the front end, but it became overly complex on the back end due to certain errors in reports and inability to override certain capabilities.",Recommendations to other buyers: It is used best when not dealing with complicated fee structures or discounts.
"Vendini has helped excel our ticket sales, online ticket sales are on the rise with Vendini.",Jill L.,Executive Director,,Used the software for: 1-2 years,NO,Source: Capterra,"Feb 15, 2018",5,5,4,5,4,7.0,,"Pros: Ease of use, website interface is seamless with our website. Patrons like having the ability to select their own seat when purchasing through the website. For the business side, the online reports feature is wonderful. Personally my favorite app is Sales Spotlight, it is the absolute greatest thing ever.",Cons: When I type in a patrons name their information doesn't pop up automatically if they have attended before. That extra step of having to search the data base first is cumbersome and has led to many duplicate listings.,,
"I have had the great pleasure of working with Vendini for 5 yrs, I love it!",Shandra L.,Box Office/Front of House Manager,,Used the software for: 2+ years,NO,Source: Capterra,"Oct 06, 2017",5,5,4,5,4,7.0,,"Pros: How user-friendly the software is. The excellent customer service. Any questions, concerns, or

issues, which are usually user-error, the support team is always helpful.","Cons: The inflexibility with surveys, some patron reporting, but I feel in time,

those issues will be resolved.",,
Vendini is great to work with. Easy to use and always willing to help with questions and problems,JOSEPH U.,Ticket Admin.,,Used the software for: 2+ years,NO,Source: Capterra,"Jul 09, 2018",5,5,5,5,4,7.0,,"Pros: It's very easy to work with. If your lost and don't have a clue they are great with all questions, plus the have a support center that has videos and article to help with anything.",Cons: Only con is against myself. I don't take advantage of everything Vendini has to offer. I am a one man operation who works on a volunteer basis.,,
"Vendini is a reliable, user-friendly, electronic ticketing interface",Cathy S.,Program Admin/Box Office Operations Supervisor,,Used the software for: 2+ years,NO,Source: Capterra,"Jun 07, 2017",5,5,5,5,4,7.0,,"Pros: While the software is accessible, it's really the customer support team that is incredible. Over the three years of use, whatever the question or the need to troubleshoot a matter, they are on top of it. Prompt responses are a given. Friendly, capable staffing makes a huge difference for me and all delivered without my need of being an expert. A great product that serves the needs of our theatre patrons online and at the box office, the software provides what is needed for a small venue or larger organization.",,,
Fantastic Customer Service & Easy-to-Use!,Hannah W.,Event & Marketing Manager,"Restaurants, 201-500 employees",Used the software for: 2+ years,NO,Source: Capterra,"Feb 16, 2017",5,5,5,5,5,10.0,,"Pros: Anyone can pick up this software and use it without instruction. It is a ""quick learn"" for my staff and easy-to-use for our guests. If I have any questions, the Vendini staff is quick to respond to my inquiries.",Cons: There is nothing I would change about Vendini.,"Overall: Vendini has been a life-saver for our theatre! They have provided us with excellent customer service for over six years! I would be lost without them. They have helped our theatre grow by allowing us to provide our guests with a professional, easy-to-use, purchasing system. I highly recommend them if you are in the market for a ticket software system!",Recommendations to other buyers: No.
Vendini review,Verified Reviewer,Event & Marketing Manager,"Non-Profit Organization Management, 1-10 employees",Source: Capterra,NO,Source: Capterra,"Dec 14, 2018",4,4,4,5,5,7.0,,"Pros: The customer service support is great. Webinars help keep me up to date on the latest features in a concise way. The software for creating and selling tickets for events is intuitive and easy to follow. This is more than just a ticket selling software, it's all around patron management.",Cons: TicketAgent needs to be updated to match TicketLine and Vendini's website,,
We have been using Vendini for a year and a half now and are very happy.,Sandy S.,Executive Director,,Used the software for: 1-2 years,NO,Source: Capterra,"Jan 16, 2018",5,5,5,5,5,7.0,,"Pros: The features in the software work for us and for our customers. I find it quite easy to set up events and email marketing blasts, and our audience members tell me that the ticket purchase process is also very intuitive.","Cons: It's pretty expensive. We are a very small orchestra and the fees take a bite out of our budget, but the less expensive system we used to use lost us customers through frustration, so we are willing to pay the prices to have a system that works.",,
Vendini Ticket Agent has made selling tickets a breeze.,Noel M.,CEO,,Used the software for: 2+ years,NGC,Source: Capterra,"Mar 07, 2018",5,4,5,5,5,7.0,,"Pros: Ticket Agent accommodates our small venue theater. Follow the steps and you are selling tickets from a multiple of platforms: laptop, iPhone, computer, and iPad to name a few. You can quickly tab into the show, date, and preferred seats your patron desires without issues. The ability to hold seats, set seats aside (not for sale), and provide handicapped seating through the ticket agent only if that is your preference, are just a few of the simple elements that are completed with only a couple keystrokes.",,Overall: Ticket Agent could only be better if we could select exact seats when selling from a cellular phone. This is one of the great attributes available on computer.,
Vendini continues to evolve and grow. The reports are great.,Diane H.,House and Box Office Manager,,Used the software for: 2+ years,NO,Source: Capterra,"Nov 30, 2017",5,5,5,5,5,7.0,,"Pros: Ease of use. Set up is simple. Email marketing is very easy to use, and very useful. Patrons live it too.","Cons: The only thing I can think of is, I would The an easy way to email patrons attending a specific date of a performance. There is a workaround to do this, but I would like a couple clicks way to do this.",,
"Easy to use, great reporting capabilities, excellent customer service",Jennifer L.,ASB Clerk,"Education Management, 51-200 employees",Used the software for: 2+ years,NO,Source: Capterra,"May 25, 2018",4,5,4,5,3,8.0,,Pros: The thing I like most about the software is it's reporting capabilities and that it is a cloud based software.,"Cons: The thing I like least is the cost. I feel that Vendini charges too much for their online fees however, it does seem to be in line with the industry.",,
Vendini,Verified Reviewer,ASB Clerk,"Higher Education, 501-1000 employees",Source: Capterra,NO,Source: Capterra,"Jan 23, 2019",4,5,4,3,4,7.0,,Pros: Ease of Use. Easy to set up an event.,Cons: Not much connection with the support team.,,
No problems! Quick support when needed,Bonnie B.,Production Manager,"Entertainment, 1-10 employees",Used the software for: 2+ years,NO,Source: Capterra,"May 04, 2018",4,4,5,5,5,8.0,,Pros: The software is intuitive...it is easy to follow. You don't need a lot of computer experience to use it.,Cons: I know some companies that have opted out because they didn't feel Vendini gave them enough marketing information,,
Vendini makes running a theatre so much easier with its comprehensive ticket selling services.,Verified Reviewer,Production Manager,"Performing Arts, 11-50 employees",Source: Capterra,NGC,Source: Capterra,"Feb 11, 2018",5,5,5,5,4,10.0,,"Pros: Vendini has, not just ticket selling functions, but marketing, but patron and donor management features too.",Cons: The de-duplication feature could use some improvement as one currently can't remove delicates by address.,,
Vendini has made ticketing super easy for us,Bill L.,Operations Manager,,Used the software for: 2+ years,NO,Source: Capterra,"Oct 17, 2017",5,5,5,5,5,10.0,,Pros: The ticketing software is very easy to use. Vendini has made everything from setting up events to selling tickets a very straight-forward and intuitive process. Training new box office staff takes almost no time at all.,,,
Lack of Flexibility And Improvements Held Back An Otherwise Good Service,Chris C.,General Manager/Owner,"Entertainment, 11-50 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Apr 09, 2018",4,3,3,4,3,3.0,,Pros: Includes most of functions needed in a ticket system at a price comparable with other pro systems. The interface is fairly straightforward.,"Cons: I used Vendini for many years before switching to a competing service. One of the main reasons I switched was that FOR YEARS Vendini refused to implement suggested features, improvements, and upgrades. By contrast, the competing service (still a client) often implements suggested features within days or weeks.",Overall: Worked well enough for years with core functionality. But company failed to improve or implement suggested features.,
Best decision my venue has made!,Shelley C.,Managing Director,"Performing Arts, 1001-5000 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Feb 17, 2017",5,5,5,5,5,10.0,,"Pros: Ease of use/training

Marketing add ons to the ticket system",Cons: It is not as customizable as I would like.,Overall: The Vendini system has been the best investment we could have made in opening our venue. The ease of use and overall features have been a blessing to us as we navigated getting our patrons to use a new ticket system. The staff is always available to help and they are always finding new ways of improving.,
"We do approximately 450 ticketed shows per year, and Vendini makes our job so easy!",Lisa G.,Box Office Manager,,Used the software for: 2+ years,NO,Source: Capterra,"Aug 09, 2017",5,5,5,5,5,10.0,,"Pros: Ease of use! From building events to selling tickets, we find it extremely easy to maneuver. Designing event layouts - Gift Card Availability - Event Reminders","Cons: Sometimes we have delays in reports loading, but this may be due to our amount of data. We would like to see the availability of Gift Card use with package purchases.",,
The BEST reservation/ticketing software !,Michelle D.,,,,NO,Source: Capterra,"Mar 03, 2017",5,5,5,5,5,10.0,"Comments: I looked for ten years (no kidding) for the best software for our reservations and ticketing needs. We tried a few during that time frame that just didn't work well enough to suit our needs. I stumbled upon Vendini at an INTIX conference and instantly fell in love. The software has done exactly what I need AND the developers LISTEN to my needs and have actually improved the software based on our requests. They answer the phone when I have problems and FIX it, right away (there has only been a need for this a few times in over 4 years). The additions and features with all the available reports have made my job so much easier. We are more efficient in our marketing efforts (which has saved us a ton of money) due to the reports that tell us where our customers are coming from. The website that is attached to the software makes it a snap to always have the most up to date information on the web for our customers (which in turn has cut down on the number of phone calls from customers because they can easily find that info about us on our website now)

Try it... (I don't work for Vendini)... The day you sign up will be a very happy day. Your job will become so much easier, efficient and FUN. Plus Vendini has Camp Vendini every year where you can go and learn more about the functions of the software, learn about business in general and have some good old fashioned FUN networking with others from the same industry.

I recommend Vendini 100%",,,,
Ticketing made simple,Jim P.,Director of Operations,"Entertainment, 1-10 employees",Used the software for: 2+ years,NO,Source: Capterra,"Feb 16, 2017",5,5,3,5,5,10.0,,Pros: ease of setting up and selling tickets,Cons: Waiting for easier ability to manage VIP add on Benefits for events,"Overall: Vendini was already in place when I started at the Riviera, and I am glad that it was. I can have events ready to sell in minutes and have full control over my ticketing.",Recommendations to other buyers: Use it!
Using Vendini for on-line tickets has been the best thing we have ever done for our business!,Linda H.,Owner & Proprietor,,Used the software for: 6-12 months,NO,Source: Capterra,"Apr 04, 2018",5,5,5,5,5,10.0,,Pros: This software has simplified my job and given me extra time to devote to other pressing things. It is easy to use and addresses all of my needs. Customer Support is supreme.,"Cons: Well, I have no cons, but it seems I cannot submit this review without writing in this box at least 100 words. There. I'm done.",Overall: Ease. Simplicity. Creativity.,
A great Company that keeps you in control of your ticketing,Jim P.,Director of Operations,"Entertainment, 1-10 employees",Used the software for: 2+ years,NO,Source: Capterra,"Feb 23, 2017",4,5,4,5,5,10.0,,Pros: Ease of use,"Cons: Adding VIP event add ons (meet & great, etc)","Overall: We love Vendini - from the ease of creating events, to the customer transactions it gives us everything we need.","Recommendations to other buyers: Use it, and don't be afraid to call support..."
Easy to use! love it.,De H.,Executive Director,,Used the software for: 2+ years,NO,Source: Capterra,"Oct 23, 2017",5,5,5,5,5,10.0,,"Pros: User friendly. It posts to Facebook automatically. When sending an email you just click the event to share and all the information is generated for you, no retyping it again.","Cons: The member fees....but they are comparable to others, so we really can't complain. Waiting 90 days to receive the last funds from an event.",,
Vendi online ticketing has boosted our ticket sales!,Bill E.,Marketing & Media,,Used the software for: 2+ years,NO,Source: Capterra,"Aug 07, 2017",5,5,5,5,5,10.0,,"Pros: The step by step process for setting up each event is straightforward and super easy to use. For our customers, using Vendi online to purchase and print their tickets is uncomplicated and trouble free. Our presale ticket prices are slightly discounted, so online tickets purchased through Vendini save our guests money as well assist us in projecting our event attendance.",,"Overall: If you run into trouble or are uncertain about how to access features, the customer support team is friendly, knowledgeable, and willing to assist you right away.",
Vendini and Forks & Corks,Kate A.,Executive Director,"Marketing and Advertising, 1-10 employees",Used the software for: 2+ years,NO,Source: Capterra,"Feb 16, 2017",5,5,5,5,5,10.0,,Pros: Everything,Cons: None,Overall: We have used Vendini for the past 2 years to sell tickets to our large scale food & wine festival. Our tickets historically sell out in minutes. Using the Vendini platform for ticketing is very user friendly as easy to use for our patrons to purchase tickets. I especially like the ipod touch scanners for day of admission. We were able to move 1500 patrons through the one entry gate to our event within 15 minutes using Vendini equipment. Will continue to use Vendini year after year!,Recommendations to other buyers: Excellent customer service if you ever need help using Vendini
Best decision we ever made!,Ane M.,Managing Director & CEO,,Used the software for: 1-2 years,NO,Source: Capterra,"Jan 15, 2018",5,5,5,5,5,10.0,,"Pros: Ease of use and customer support. I'm no techie, but I'm able to navigate the software with ease. And if I have a problem or question, Vendini customer support is so quick to answer and always helps me out!",Cons: I'd love to see us be able to capture as donations the money people add to their ticket price when they donate through buying tickets.,,
feature rich and professional,Erik P.,Director of Technology,"Religious Institutions, 11-50 employees",Used the software for: 1-2 years,NO,Source: Capterra,"Dec 04, 2018",5,5,5,5,4,8.0,,"Pros: My role for a while was setting up events for ticketing in Vendini. I was very impressed with all the features. Chances are, whatever you wanted to be able to do with your ticketed events, there was a way to make it happen in Vendini. Discounts, packages, comps, fees - it was all there. Also, the support, which we only needed a little at the very beginning, was very good.","Cons: It was expensive. We decided to pass along some fees to the people buying tickets. There was some complaining at first, but honestly not much. (To save some money, we printed our own complementary tickets and then marked those seats as unavailable in the program.)",,
Vendini box office software,Melissa E.,Ticket Office Manager,,,NO,Source: Capterra,"Oct 29, 2014",4,5,5,5,4,8.0,"Comments: Pros: Easy to set up, clear and concise screens, easy to use and to train new staff, feature rich and affordable. Very good, usually fast, response from customer service.",,,,
What a discovery..and it keeps getting better!!,Janie W.,Box Office/Office Manager,"Education Management, 201-500 employees",Used the software for: 2+ years,NO,Source: Capterra,"Aug 02, 2018",5,5,5,5,5,10.0,,"Pros: Ease of use, so simple to do exchanges.. I love processing orders with this program. Intend to try out some new features.","Cons: Enjoy it all, just need more time to play.","Overall: Great program, eady to use and user friendly. Looking forward to incorporating new features. I don't think we will ever use anything else as its been years and it gets better and incorporates updates!!",
"It's refreshing to deal with our Vendini colleagues. Prompt, courteous, helpful and knowledgeable.",James M.,President,,Used the software for: 2+ years,NO,Source: Capterra,"Nov 14, 2017",5,5,5,5,5,10.0,,Pros: We find the software quite intuitive and Vendini keeps adding new options that draw us closer to our patrons. That is a good thing.,,,
Easy to set up. Easy to track sales and generate reports. Good support when needed.,Jerry B.,President,,Used the software for: 2+ years,NO,Source: Capterra,"Jul 17, 2018",5,5,5,5,5,10.0,,Pros: Ease to prepare and use throughout the season. Like that a whole season worth of ticketed events can be set up. Also like the ease of repeating previous years templates with just minor edits and changes.,"Cons: I have not purchased nor utilized the scanning and printing software. Also we have not used the assigned seating option. Totally not against this extras, just don't have the front of house staffing and ability to use.",,
"Easy for a small company, but limited functionality",Liam C.,Teaching Assistant,"Performing Arts, 51-200 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Aug 08, 2018",3,3,3,5,5,6.0,,"Pros: All online aspects of running a small performing arts center are accessible and integrated through one fairly simple platform - eblasts, patron database, ticketing, website, etc. There is no need to pay for or learn additional platforms, which is great when you're working on a small team.","Cons: The website builder is pretty limited and seems to need consistent maintenance by the Vendini team. Ticketing events and web features are integrated, yes, but what each function links to and how it will appear live online is often very unclear. I've often had to get in touch with customer service to find work-arounds for bugs and glitches that cause small strange inconsistencies in the website-ticketing flow.",,
