title,name,position,industry,usage,paid_status,source,date,total,ease,feature,support,value,recommend,comments,pros,cons,overall,recommendations to other buyers
SAP Review,Robel T.,Junior Accountant,"Environmental Services, 51-200 employees",Used the software for: 1-2 years,NGC,Source: Capterra,"Aug 02, 2018",4,5,4,5,4,9.0,,"Pros: Easy to use and understand, like the save query as it saves me alot of time in repetitive searches I have to do

Reports such as: accounts payable open items, cash reconciliation, cash - open items, payment monitor, and supplier account information are easily generated and always accurate","Cons: -When entering invoices with many lines in SAP, calculated tax amounts for each line sometimes changes as I add more lines in the invoice. Software sometimes has trouble calculating correct tax and gross amounts for invoices when multiple lines, cost centres, GL accounts, tax codes are entered

-As I enter invoice items while entering an invoice in SAP in the view all screen, I'm unable to enter a credit memo line item. To do this I'd have to go back into basic view, enter the credit memo, then go back into view all.","Overall: - Overall SAP is very efficient, reliable, and user-friendly",
Best software for process workflow management,Verified Reviewer,Junior Accountant,"Research, 11-50 employees",Source: Capterra,NGC,Source: Capterra,"Apr 03, 2019",5,3,5,4,5,9.0,,"Pros: The multi-dimensional utility of this software for various departments is the most fascinating feature. It can be used across the board ranging from shipping/receiving, planning, manufacturing, quality assurance, quality control and testing, payrolls, and administrative services, to name a few. It provides a transparent system for overview of a process through different modules. It is very production in inventory management, batch scheduling, resource management, quality metrics, product delivery. A must-have tool for all large institutions to streamline operations.",Cons: The software itself is quite complex to learn for a new user. The availability of software professionals to train on the software is limited. A brief tutorial about the basic functions of the software would be appreciated for new users.,"Overall: I have worked with this software for over two years at a biotech company. I have used the purchasing, manufacturing, and quality control modules on a regular basis for my team's operations. I had an awesome experience learning the modules. I would highly recommend licensing this software to professionals in big institutions.",
SAP Business One for Our Organization,Verified Reviewer,Junior Accountant,"Electrical/Electronic Manufacturing, 51-200 employees",Source: Capterra,NGC,Source: Capterra,"Jul 09, 2019",5,4,5,4,5,10.0,,"Pros: This is the best ERP system which I used in my life. There are a lot of unique features in SAP. Among them, the Relationship Map and Query Generator are the best part I like to use. Via relationship, very much easy to get the idea of the transaction because it shows the links between the transaction. It easily gets the decision.","Cons: In Production, there is no way to get item-wise cost for the items.","Overall: Early, we didn't have a method to monitor the cost of production, the cost for repair and material movement. Also, there was no link between the transactions.",
Business Experience with SAP Business ByDesign,Jesus D.,Accounts Receivable Manager,"Education Management, 51-200 employees",Used the software for: 1-2 years,NGC,Source: Capterra,"Mar 26, 2019",4,4,3,3,4,7.0,,"Pros: I like the most about this software that is very practical and easy to use, its integrations are well design and is very useful to associate your clients and providers with their personal invoices. Also, very helpful to maintain the accounting control of your business.","Cons: The customer support is very poor when they have to update the system, it normally takes 3 up to 5 days to finalize the updating process and this affects very much our business, I wish they could be more efficient in this matter.","Overall: It has been (overall) very pleasant and we are satisfied with the final product, of course, we also think there're more things that can be fixed and enhance in order to offer a more complete product to their clients and thus attract more potential clients that can join their portfolio.",
More than 10 successful implementations in different kinds of industries. In time and within budget.,Milton R.,IT Manager,"Construction, 51-200 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Jun 29, 2017",5,4,5,5,5,10.0,,"Pros: It's amazing how this system is capable to change the culture within an organization, enabling it to compete in a globalized world and to achieve corporate and financial goals.","Cons: It requires the allocation of human and financial resources in order to achieve the expected results. Also, is very important to select carefully the SAP implementation partner who will support and guide you during the implementation, from the start to the go live.","Overall: Gain of experience on different business process in several kinds of industries, like retail, pharmaceutical, media, manufacturing, etc.",
Best In memory database so far,Verified Reviewer,IT Manager,"Machinery, 5001-10,000 employees",Source: Capterra,NGC,Source: Capterra,"Feb 05, 2019",4,4,4,3,4,8.0,,"Pros: 1. GUI is very user-friendly.

2. Easy to integrate with other SAP tools.

3. Real-time analytics is possible through HANA.

4. Can store data from both heterogeneous and homogenous databases.

4. Columnar storage provides high data compression.","Cons: 1. Cost of the RAM.

2. Doesn't support all the conventional SQL functions.

3. occasional bugs but they will be resolved by SAP.","Overall: In data modeller perspective, SAP HANA studio is a great tool to work on. It offers good data compression rate and faster data processing when compared to existing conventional databases.",
SAP ERP is still worlds leader,Jose Alejandro C.,Consultor SAP Basis Netweaver,"Computer Software, 501-1000 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Mar 26, 2019",5,3,5,5,4,10.0,,"Pros: I've been working with SAP ERP for last 5 years, and its a very complete suite for ERP tasks, it had made easier our job, many processes have even been speed-up and upgraded lately, they are faster than before, and its an software very much customizable, and has an good support from all modules Finance, Sales.","Cons: Sometimes vendors give you high hopes on this software, and sometimes it has it limits, so i've seen some users that think this was going to be an ultra speed erp, and it is not.",,
"Not as versatile or customizable as it could be, but it gets the job done.",Verified Reviewer,Consultor SAP Basis Netweaver,,Source: Capterra,NGC,Source: Capterra,"Jul 19, 2018",4,3,3,4,4,8.0,,Pros: I like that SAP By Design made it possible to go from a low auditable system to a highly auditable system very quickly. There is a confidence level in SAP that is appealing to partners and customers.,"Cons: Because it is web based, customization options are limited. With that said, I've learned that is is preferable to conform to the kind of best practices inherent within BYD than it is to keep making things up as one goes along.","Overall: It's a professional, auditable, secure system, and that value is more than the sum of its parts.",
"SAP is the tried and tested in erp, is the best erp software i have ever used",Dilip K.,Senior Engineer,"Oil & Energy, 5001-10,000 employees",Used the software for: 1-2 years,NGC,Source: Capterra,"Aug 18, 2017",5,4,5,5,4,9.0,,"Pros: there are different modules in sap erp, i use MM and SD modules. the Material management module is very user friendly , you can get reports like billed quantity, invoiced quantity, material in store, transfer goods from one store to another. Its all real time data updation and its very reliable.","Cons: sap erp is a little complicated software , it takes time for you to get accustomed to the interface.also many times you do not use the full features available. Also, it is industry specific and may not be wholly customised to suit the individual needs. But overall it is the best in erp,",Overall: efficiency improvement while handling material management related tasks.,
SAP Business ByDesign implementation,Verified Reviewer,Senior Engineer,"Telecommunications, 51-200 employees",Source: Capterra,VRI,Source: Capterra,"Mar 27, 2019",4,4,4,5,4,8.0,,"Pros: The project of implementation is aligned to agile methodologies. This is important because you can achieve immediate results. First, you can use finance module in you first sprint and to continue with the next modules in the next sprints. You do not wait until the project is finished to start your operations.",Cons: I have not found courses about SAP Business ByDesign in detail. On OpenSap platform only there are few courses and it is not enough to learn all modules.,"Overall: In general, SAP Business ByDesign has solved many manual operations and it has allowed to reduce steps, eliminate duplicated activities, avoid reprocessing and we have up-to-date all documentation.",
How to manage all your company account information in the same place,Verified Reviewer,Senior Engineer,"Accounting, 51-200 employees",Source: Capterra,NGC,Source: Capterra,"Mar 26, 2019",5,3,4,4,5,9.0,,"Pros: I use everyday SAP in my work. We run a lots process there. Is a powerfull software and you can adapatable it to your company needs, to make invoices, to run revenue process, to keep balances tracking","Cons: Sometimes when a lot process are running at the same time, the app just turn to slow. But I think is because our PCs are quite old.","Overall: In general, is a so important app in my daily work, without sap we can do anything, and you can do everything there, is your company magane a lot amount data, is so important",
Its a tremendous user performance optimization,Ravikumar M.,Sap Basis Consultant,"Computer Software, 51-200 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Oct 16, 2018",5,5,5,5,5,9.0,,"Pros: Its a column based and row based which is faster user data access , auto compressing the data and also parallel processing","Cons: Its time taking if we are not giving the software required hardware like memory, CPU, Disk space etc.. and also the will suggest the certified hardware partner.",Overall: Its almost 3 to 3.5 years experience of this software it was tremendous experience of this software it will get good user performance and business productivity and also its customer satisfied the overall performance,
Sap financial tool,Jacsy Merlin M.,Gerente de Ventas,"Accounting, 51-200 employees",Used the software for: 6-12 months,NO,Source: Capterra,"Jan 16, 2019",5,5,5,5,5,7.0,,"Pros: Sap allows me to take control of my suppliers, as well as the history of billing and payments through orders, on the other hand it gives me updated reports of the management of each user that uses the tool.","Cons: It is not a friendly application, it is complex and you must know the routes to be able to perform an exceptional job, you must also take care of the records to avoid duplicates of payments or invoices in my case that develop these activities.","Overall: Good only 2 months ago that I use sap, even it costs me a little bit the routes to be able to do the job quickly, however sap has allowed me to take an organized work, I can check credit notes with invoices and also with payments automatically After entering the necessary data for this process, in addition the updated reports allow me to control the expenses and the availability of the company.",
I use the industrial version but work for a retail company so that is a challenge on its own.,Verified Reviewer,Gerente de Ventas,,Source: Capterra,NO,Source: Capterra,"Apr 24, 2018",4,4,5,3,4,6.0,,Pros: I like being able to view all of the settings of an item on one screen and ability to customize setting such as restricting to specific vendors.,"Cons: I don't like that i can't view one style at a time but I believe that is due to the model that my company chose to purchase. We work with multiple sizes, it would be easier to view at a style level.","Overall: Learning about purchasing items from over seas as well as charging customers and processing POs. My first system in the""real world""",
"Very robust ERP system, flexible enough to accommodate to almost every need in our organization",Diego M.,Administrador General,"Higher Education, 201-500 employees",Used the software for: 2+ years,NO,Source: Capterra,"Jun 09, 2017",4,3,5,4,4,9.0,,"Pros: World class tool and support. Very reliable and stable system, that helped us to run almost every one of our business processes on it. As it is widely used, there are plenty of resources available to implement new functionalities and maintain the system.","Cons: It is not very user friendly, at least the client the final user works with. Maintenance cost is high.",Overall: Almost all the business processes are covered by the system. Very reliable and stable. Word class support.,
SAP and their products they are just the Top of ERP's,Daniel R.,Consultor Jr,201-500 employees,Used the software for: Less than 6 months,NGC,Source: Capterra,"Aug 01, 2018",5,2,5,5,5,10.0,,"Pros: I have been working with SAP hana for about 6 months, I have tried and used the tool and it seems to me that it is an extremely complex and complete tool. The trasactions of hundreds and even thousands of concurrent users and the speed and versatility with which HANA develops seems to me amazing.","Cons: Despite the tools and software that SAP provides for the migration of other environments to HANA, I had some problems presented at the time of migration of my platform. Once this has been solved, everything went perfectly.",Overall: You Guys just wont regret it only ur development environment its set and running,
SAP software is always great,keith u.,Accounting,"Accounting, 201-500 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Apr 02, 2018",5,5,5,5,5,9.0,,Pros: SAP has very different kind of products but this one is one of the Best as it comes in cloud which reduces the infrastructure cost and time to implement and also it has both ERP and CRM,"Cons: SAP software are slow compared to other software and this one is not exception. Reports can sometimes run slow, especially from mobile",Overall: We have Used this system for the ERP system to maintain the clients and customers and make the organization connected,
What is hana,Kanishka A.,Business solution executive,"Information Technology and Services, 51-200 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Jul 31, 2019",5,4,5,3,3,7.0,,"Pros: Good looking graphical interface ,it mainly uses to get analytical data and it uses in memory database technology ,which allows the massive amount of data to process in short period of time",Cons: It run only on SAP and also SUSE Linux certified hardware and high cost for hardware and implementation,Overall: Easy for analytical data processing and speed in retiving data,
All in One,Shashank G.,Business System Analyst - Intern,201-500 employees,Used the software for: 1-2 years,NO,Source: Capterra,"Jul 19, 2018",5,5,5,5,5,10.0,,"Pros: 1)Great Interface, Amazing Accessibility and Document Flow from one module to another. 2)Scalable to all types of small to mid-size organizations having 1-1000 employees.

3)Easy to use and learn and has provisions with Work Centers for CRM, SCM, FICO, PMO and HRM modules.","Cons: 1)Limited ability when it comes to specific module based requirements since it tends to be a generic all in one solution.

2) Has a very limited presence under the SAP Umbrella and very few people talk about it.",Overall: Scalable Implementations ensuring happy clients.,
'It's a total package - hard to beat',Verified Reviewer,Business System Analyst - Intern,"Human Resources, 11-50 employees",Source: Capterra,NGC,Source: Capterra,"Apr 23, 2019",5,5,5,5,5,10.0,,"Pros: SAP Business By Design is a well thought out ERP solution designed with the expertise gained in this field for over a decade.SAP have integrated CRM, accounting, project management, SCM, supplier relationship management, HR, executive management dashboards, and compliance in one single package and is offered as a SaaS. While SAP manages upgrading, hosting and maintenance, the system itself is scalable relatively to expansion of the business. Its super updating process allows users to manage accounts for multiple currencies in different stations. One of the outstanding features is the self learning material found in the system which helps to get the full potential of this complex all in one system.","Cons: As an advanced ERP and cost wise, this is more suitable for medium and beyond organizations.",Overall: It's a system hard to replace by competitors. I haven't found a user who is not satisfied with SAP.,
SAP MM for Purchase efficiency,Verified Reviewer,Business System Analyst - Intern,"Automotive, 10,001+ employees",Source: Capterra,NGC,Source: Capterra,"Apr 06, 2019",4,4,4,3,3,7.0,,"Pros: Accurate and instant information of all orders (PO) can be viewed and extracted anytime. Data extraction feature in excel is good.

Useful tool for process and data management (SAP ECC )","Cons: Purchase , implementation and service of software is very costly. More storage space required on server.",Overall: Effective tool but needs proper training for optimum utilization of software,
"Easily implemented, easily accessible software with inefficient training",Verified Reviewer,Business System Analyst - Intern,Pharmaceuticals,Source: Capterra,NGC,Source: Capterra,"May 16, 2018",4,4,4,4,3,7.0,,"Pros: I like the customizability and the openness to the software. There is a lot of maneuverability within SAP that is unmatched elsewhere, which is largely due to the fact that modules are built in-house. The support team for SAP is immense, and having worked with two pharmaceutical giants, the one that used SAP had more power to implement new functions.","Cons: The turnaround time on updates/upgrades is awful, there's just no other way to put it. You could design a new software from the ground up between updates.","Overall: The program allowed me to easily manipulate orders for clients, whether large or small. There's always an ease of understanding of how the system works, although there is a significant training investment required before it becomes user-friendly.",
International Purchases,Tadeo W.,Purchases - Machinery & Spare Parts,"Consumer Goods, 10,001+ employees",Used the software for: 2+ years,NO,Source: Capterra,"Feb 06, 2019",5,5,5,5,5,10.0,,"Pros: The ease that I have to put order, charge prices, search purchase history, review supplier data, among others",Cons: The difficult thing that it is done to the suppliers to be able to fill the Request of offer and be able to associate it with its number of parts.,Overall: Is a system with which I work every day bought all kinds of spare parts and equipment for the different polar lienas,
Powerful in-memory database for Transactional and Analytical Processing,Caroline I.,SAP B1 Consultant,"Computer Software, 51-200 employees",Used the software for: 6-12 months,NGC,Source: Capterra,"Oct 07, 2018",4,4,5,4,5,9.0,,Pros: I have interacted with with SAP HANA for one year now. Sap HANA is a powerful in-memory database by SAP that allows both transactions and analytics to run on it. Sap HANA allows for fast processing of large volumes of data.,Cons: SAP HANA is generally costly and more complex as compared to other database solutions for SAP in the market. I think the benefits offered by the database are totally worth every coin you spend on the database.,"Overall: SAP HANA is powerful. With this rapidly changing business environment, you need a database that can offer powerful analytic capability to help you make speedy and informed decisions for your business and stay ahead of the competition.",
I've been a SAP user for 10 years,Verified Reviewer,SAP B1 Consultant,Oil & Energy,Source: Capterra,NGC,Source: Capterra,"Jan 11, 2018",5,3,5,4,5,9.0,,Pros: Brings all the functionality needed to run a business into 1 system. The system is scalable depending on your needs and the size of your business,Cons: The system is used in so many industries and areas that it has a lot more features than you may need. This can be difficult for employees to understand why there are so many fields that they don't use.,,
SAP Manager,Mohammad K.,SAP Manager,"Supermarkets, 501-1000 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Oct 08, 2016",5,5,5,5,5,8.0,,"Pros: Robust, fast, efficient & kool",Cons: cost wise and security with cloud.,"Overall: SAP HANA certified and using this product from last 2 years. It's awesome experience to use such fast and rapid product of SAP. Reporting is one of the sweet performance, millions of records can be extracted in short term. like ageing report & Financial logs management is great at its best.

I'm excited to use this product more than enough.

Rapid, robust and user friednly.",Recommendations to other buyers: All good
SAP Business By Design Review,Kgaugelo M.,Engineer in training,"Mining & Metals, 1001-5000 employees",Used the software for: 6-12 months,NGC,Source: Capterra,"Apr 10, 2019",4,3,5,3,5,10.0,,"Pros: I use it every second day at work anyand it is so functional in the day to day running and record keeping of the business. Keeps recorded input safe as long as you don't forget to click on the save command. I use it to capture daily production reports, incidents and observations at work. Makes recording keeping easy and organised.","Cons: Sometimes when I enter Actual hours in one of the tools we call ik34, it reads my hours as over where even when my hours are way less. I still haven't figured out what could it be that leads to that.",Overall: I would definitely recommend it to big corporations to keep record of their daily business running and keep it safe and organised.,
"I've been working for over two years with SAP Hana, implementing it at customers.",Jose Alejandro C.,Consultor SAP Basis Netweaver,501-1000 employees,Used the software for: 1-2 years,NGC,Source: Capterra,"Jun 25, 2018",5,5,4,5,4,9.0,,"Pros: This software in my experience is very good, when you have big data packages, for customers in large database about 3+ TB, and with high transactionality, its perfect, because the selects and searchs in database becomes very fast, its been known that most time lost is in database side consulting and searching, using indexes and it. But this HANA database it's been a new great solution for it.","Cons: Sadly, implementing sap hana can become very expensive for the customer, starting on a appliance or cloud system with high requeriments, like 500GB ram and few terabytes of disk, that would be the main issue, so not many customer can implement it.","Overall: A lot of experience. i've liked it, i think is the future of sap software, a good speed on database side can improve a lot any system, i even did the certificaction for sap hana 12, a good knowledge of it can make be grow profesionally.",
SAP - the ERP for anyone!,Angie B.,Accounts Receivable/Payable and Operations Manager,"Consumer Goods, 11-50 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Oct 22, 2018",5,5,4,5,4,8.0,,Pros: We have used a version of SAP for 10 years now. SAP gave us one place to combine everything. Before SAP we used three different softwares to run our business.,Cons: Out of the box is somewhat basic. We found that we had to buy a lot of add ons via third party companies in order to make everything work the way we needed it to.,,
Expensive and Clunky,Michael B.,IT Systems and Solutions Manager,"Machinery, 51-200 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Jan 23, 2018",4,2,4,2,4,8.0,,Pros: SAP ERP is powerful when properly configured and supported. There are a huge number of options and ways to configure the software,"Cons: Support options. It is quite expensive to get SAP products supported. Basically, if it has SAP involved, you can double your project timeline and add at least two zeros to the expected budget.",,
The best finance software for your enterprise,Bojan G.,Business Development Manager,"Outsourcing/Offshoring, 11-50 employees",Used the software for: 6-12 months,NGC,Source: Capterra,"Mar 08, 2019",5,5,5,5,5,10.0,,"Pros: I use the SAP suite at my current work, in particular SAP 4HANA finance and payment system. The positive side about this software is its easy to use, relatively user friendly overview. Easy to track data and particularly payments. it is integrated with our BACS payment, so no need to bother with manual payments. It is as well integrated with the various IT tool we use trhoughout the company so that financial data converge all into one place from the various tools. Easier to get the global view of trhe operations.",Cons: Can take time to learn. Graphics a bit outdated as with most SAP ERP software.,,
