title,name,position,industry,usage,paid_status,source,date,total,ease,feature,support,value,recommend,comments,pros,cons,overall,recommendations to other buyers
Helped our Check-in time by 55%!!! YES 55%!!,James G.,Director or Sales Ops,"Education Management, 10,001+ employees",Used the software for: 1-2 years,NGC,Source: Software Advice,"Mar 26, 2019",5,5,5,5,5,10.0,"Comments: Ease-of-use, Great Simple Solution that is WIDELY Accepted and Embraced by the Users! I'd like more (easier) customization options for the novice, but I know I cannot have everything. Some of that may be me as I worked with Apple quite a bit and their Training and documentation my have me biased. They have a bite-sized Micro-learning modules for just about everything! We've used at least three others and this is leaps & bounds better than those!","Pros: OK 1) Easy-to-use Interface 2) Outstanding Central Hub for an Event 3) Helped us to Sell Tickets and Take Registrations - made it a lot easier to do and explain ""how to do"" for others 4) Whether at my desk or mobile at-the-event I can see and access everything! 5) User-Experience continually comes in at well-above 95% - Better than anything we've ever used! 6) Eventbrite's honesty because they tell what it CAN DO and then they help you to figure out (using a 3rd Party) to get what you want ! I am not going to go on and on, but I guess I just did! Lots to Eventbrite!","Cons: I'd like to get payout/ticket rev before the event ends, but I suppose it could be us. Also, I am not savvy as I should be to change/update colors/graphics/look-and-feel, so for me it was a lot of launch campaign, but forgot____... Or did not clearly know how to ____. I did access their online tools/FAQs and other training, it was just OK, not stellar. However though, I deal a lot with outstanding companies (Apple) that provide bite-size micro-learning modules for just about everything, so maybe it's just my bias.",,
Streamlines the Concert Going Experience,Drew M.,Merchandiser,"Apparel & Fashion, 11-50 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Jan 07, 2019",5,5,4,5,5,8.0,,"Pros: Eventbrite presents a very smooth interface, and is a great and easy way to discover and purchase tickets to events. I love it that it allows you to add any tickets purchased through the software to your Apple wallet, and I also appreciate that it keeps an archive of all the past tickets that you've used through them; for those like me who enjoy keeping their physical tickets as a memento of sorts, this app does it for your digital tickets automatically. All of my transactions with Eventbrite feel safe and secure.","Cons: One time I purchased tickets for a concert, but ended up missing it due to something unforeseen coming up. This was the only event that the app did NOT keep a record of - the tickets have disappeared from my past archive. I would like to see this tweaked where the app saves not only the tickets used, but also those unused.","Overall: As a huge live music fan, Eventbrite has been a great way for me to find and organize my live music itinerary. They are my go-to option for discovering local music events, and the ease with which you can purchase tickets and use them in other apps (such as Apple wallet) has really made the concert going experience easier for me. I appreciate the smooth functionality of the app, and its suggestions about events I would enjoy based on those I have previously attended. Highly recommended.",
Reliable and easy to use,Verified Reviewer,Merchandiser,"Public Policy, 11-50 employees",Source: Capterra,NGC,Source: Capterra,"Jan 08, 2019",5,5,5,5,5,10.0,,"Pros: Eventbrite is extremely versatile. I have used it to create events, to purchase tickets or RSVP to events and frequently, to search for events. To create an event page, Eventbrite makes it as easy as possible for you. From there, you have easy access to who is and isn't attending, and also receive a guestlist for your event which you can use for check-in. From personal experience on the user side, I love that once you've RSVPed, you get a clear confirmation email that allows you to easily 'add' the event to your calendar of choice (or you can do this from the Eventbrite page right after you've RSVPed), and Eventbrite plugs in all the relevant information into your calendar. This always saves me so much time and usually encourages me to attend the event. I imagine that the participants signing up for events I have created in the past have also enjoyed this feature.","Cons: There is not a lot of customization available. You don't get to control the font/size or other design-related aspects of the event page so the event information and photo are all presented in the same way for each event. I have, in the past, generally used Eventbrite in combination with other softwares, e.g. a FB event page (that links to the Eventbrite for RSVPs).",,
Couldn't do my job without Eventbrite,Meagan F.,Organizer,"Non-Profit Organization Management, 1-10 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Dec 05, 2018",5,5,5,5,5,10.0,,"Pros: Eventbrite is amazing for event planners or anyone who ever hosts a gathering, event or activity. It's super easy to set up, integrates with Facebook, has its own email feature (or connects with MailChimp, etc.) You can create coupon codes, password-protected events, free events, etc. There's an app to help with check-in or on-site purpose. It's really the best all-in-one ticketing software.","Cons: If you're running a super specialized event or event series, this may not be the best option for you. For example, we run a Theatre Festival with multiple performances a night for one week. We used Eventbrite for the first year, but have since switched to a specific theatre ticketing platform. Eventbrite is great for general use but may not fit every planner's need.","Overall: I couldn't do my job without Eventbrite. The easiest way to sell tickets to your events, fundraisers, galas, etc.",
It's the customer service cycle that never ends,A G.,Communication and Operations Director,"Non-Profit Organization Management, 51-200 employees",Used the software for: Less than 6 months,NGC,Source: Capterra,"Feb 03, 2017",4,4,4,1,4,6.0,,Pros: It's great for general admission. And good for reserved seating.,"Cons: (1) Customer service. So far it has been almost impossible to get a hold of them.

(2) Reserved seating does not allow customers to select their own seats AND refuse them from leaving an empty seat. Hale Center Theater allows you to do both. You can see more at https://hct.org/online/. I'd love to see Eventbrite incorporate this feature. Maybe they do but I haven't been able to get a hold of anyone and started reaching out on Tuesday. It's Friday.

(3) Comped Tix: Can't purchase comped tix and non-comped tix at the same time. Must go back into the system to buy more tix.",Overall: I sent an email on Tuesday and haven't heard back from Eventbrite. I have spent hours on their blogs and I still have several missing questions. I called there on-boarding program and you can only leave a voicemail. I'll update if I hear back from them in the 24 hours they promise.,
Automate and Streamline your Events!,Marcus H.,Customer & Communication Strategist,"Education Management, 10,001+ employees",Used the software for: 2+ years,NGC,Source: Capterra,"Aug 01, 2019",5,5,4,5,5,10.0,,"Pros: Eventbrite serves as a semi automated planning service that is mostly free to use. It allows you to book events, invite a few or a mass of people via spreadsheet or other import functionality and schedule the timing of when the invites will go out. Furthermore, it can do follow up reminders and keeps track of who opened the invitation, the attendance, and what type of ticket was purchased. Most importantly, it allows you to offer many types of attendance tickets, including a virtual attendance option if you're livestreaming. This is crucial if you're trying to get an accurate headcount of people who will be physically in attendance at your event.","Cons: The multi user interface gets a bit tricky during set up. If you want multiple individuals managing your events, the set up is initially a bit taxing but once its up and working, there isn't an issue. There should just be a click and go functionality for assigning managers and users.",,
Eliminates the need for physical invitation cards.,Justina E.,Account Analyst,,Used the software for: 2+ years,NGC,Source: Capterra,"Feb 13, 2018",5,5,5,4,5,10.0,,"Pros: Eventbrite provides me with an easy way to register friends and families for events. It perfectly eliminates the need to share invitation cards to closed associates ; as I can simply send a mass,one-click email invite to everyone. Eventbrite also allow recipients of the event invite to either print out the invite or download it as a .pdf file on their smartphone.

More importantly, this platform enable me check-in attendees by using the Eventbrite Organizer mobile app. to scan QR codes on event tickets.","Cons: Eventbrite becomes very costly when you offer paid tickets on the platform. Apart from the initial charge,which allow you create the event on the platform, there is a ten percent charge on the total amount of tickets sold via the website.",,
Great for Free Events!,Nick A.,District Staff Development Coordinator,"Education Management, 201-500 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Sep 19, 2018",4,4,4,5,4,8.0,,"Pros: Working in education, there are a lot of events I like to put together, and not everything has a cost, but the ability to track attendees etc is still needed. Eventbrite doesnt charge for free/small events! Everything is easy for the basic user to do. There are a number of customization features you can apply and it even integrates with website builders pretty easily. I have been on both ends using Eventbrite, both as an organizer putting it together, and an end user, making a purchase or attending an event via Eventbrite and the interface is simple on both sides. There is also an app to use on your phones.","Cons: There are a number of customization features, but colors aren't one of them but this is pretty minimal as an issue. I just want to get the even up and running and promote it to allow for people to register and all of that works with Eventbrite. It has taken off and you really can't go far without seeing it being used.",Overall: I have been happy with Eventbrite. This is a solid event hosting/creation program with a great interface and userability. Managing events/conferences etc can be tedious and time consuming and this will help take a lot of the legwork off your plate.,
Eventbrite is a web based Event Management Service to create and promote events.,Chethan M.,Technology Lead,"Information Technology and Services, 10,001+ employees",Used the software for: 2+ years,NGC,Source: Capterra,"Dec 28, 2018",4,4,4,4,4,8.0,,"Pros: Eventbrite is a Website Event Management Service. Eventbrite allows the users to quickly create and manage events. In EventBrite, One can easily create the events and circulate across the community, do promotions, get the RSVPs, sell the tickets, print tickets and many other features. In Eventbrite, one can easily design the events and share it across asking the recipients to show interest and buy the tickets if its require payments. The Payment gateway within Eventbrite allows user to pay in multiple ways. The Admins who create the events can easily manage within Eventbrite, Admins can export the data, look at the summary in the dashboard, get details as per the ticket type etc. Eventbrite is easy to use with the mobile App, one can provide the options to enter discount codes, perform email marketing, and other paid advertising integrations.","Cons: Eventbrite has its own disadvantages. Its not fully Free for users. Only if the events are Free then the events can be setup Free of Cost. If there is any ticket cost for the event then one has to go for the Eventbrite Paid solution options, It does allow to pass the Eventbrite payment to pass on the attendees but overall it does involve a cost and not fully Free for the event organizers. It does not has good registrant tracking options. Eventbrite is recommended if the event is comparatively on a small scale and specific community focused.",,
Great Way To Bring More People To Your Events!,Verified Reviewer,Technology Lead,"Libraries, 11-50 employees",Source: Capterra,NGC,Source: Capterra,"Jan 03, 2019",5,4,5,4,4,10.0,,"Pros: Eventbrite is a great tool for small groups, especially non profits like our library, to get the word out to a larger audience and even connect them to our in house calendar of other events. Users of Eventbrite may not necessarily be looking for ""library programs"" but are merely perusing local events and they come across us alongside even paid types of activities, concerts, etc. People who might never see us because they aren't regular library users will come to know us because we were billed alongside more widely know groups.",Cons: As with any new tool there is a learning curve but once we figured out the ins and outs of copying and pasting links to Eventbrite into our in house calendar it couldn't be simpler.,"Overall: Eventbrite has been extremely helpful for our library. We cannot only advertise through them but also limit the group size by being able to offer online tickets. This has been amazing in helping us keep events more streamline and manageable. In addition, when tickets ""run out"", we are able to see the need to offer perhaps other slots of an event or programs of a similar nature in the future.",
Eventbrite makes my social life interesting.,Bukola S.,Data scientist,51-200 employees,Used the software for: 2+ years,NGC,Source: Capterra,"May 09, 2018",4,5,4,5,5,10.0,,"Pros: Eventbrite is user friendly due to its user interface. It makes it very easy to sign-up for an account and create events. Eventbrite eliminates the need for companies to build and manage their own in-house event management solution. On the part of consumer users , I use Eventbrite to find interesting events happening around my location ; thus I can say Eventbrite makes my social life more fun.","Cons: We have had occasions where we receive information about a person interested in our event and it turns out they submitted a wrong email address. In this situation , it would had been nice to be able to collect phone numbers of people registering for events.",,
"About as good as any other ticketing service, better than some",Jenn M.,House Manager,"Entertainment, 11-50 employees",Used the software for: 1-2 years,NGC,Source: Capterra,"Mar 26, 2019",4,4,4,5,4,8.0,,"Pros: Great mobile app, where the customer can save a ticket to their 'wallet' and have it pulled up for us to scan when they get to the box office. Many customers don't have this figured out but luckily there's always also an attachment to the confirmation email which also has the QR code we need, or we can pull up like a will call list on our scanner's app or print it out on paper - lots of ways to make it work makes that process pretty smooth. I love the functionality integrating with Facebook, where a) you can sell tickets directly from a FB event, like not even navigating away from that FB page for the sale, and also b) it's very easy to create a fb event from the admin backend of an event's ticket page.","Cons: It seems like with the recent acquisition of Ticketfly, many reps who came over from there weren't really trained on the differences with this new service, and aren't much more helpful than just clicking around and figuring it out on your own.",Overall: I'm a house manager at two different small performance venues that have switched to Eventbrite from other services within the last couple of years. In some ways the adjustment has been tough but overall we're pretty happy.,
Top Notch Customer Service!,Molly T.,Event Producer,,Used the software for: 2+ years,NGC,Source: Capterra,"Feb 06, 2018",5,5,5,5,4,8.0,,"Pros: The ease of use right from the very start. It's so easy to get your event up and running with minimal steps. They also make it easy to customize your event to stand out. We use Eventbrite for all our events. We recently had an event get postponed two hours before the event because of a sudden, unexpected snow storm. It became a complicated situation to resolve, but eventbrite quickly stepped in to help us get it sorted for the rescheduled date. Their team truly went above and beyond",Cons: That I can't add a sub user that already has account to my event. It means my team has to create multiple accounts to run different events for our clients.,,
Excellent registration process for our events.,Greg F.,Commander,"Non-Profit Organization Management, 51-200 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Apr 24, 2018",5,4,5,3,5,7.0,,"Pros: Eventbrite doesn't charge for events that don't have a registration fee. It gives me a full-featured registration program for my non-profit's events so I can track flow of communication, know who signed up and track event participation across the year. We only pay fees for the events that have an associated cost for attendance.","Cons: The software is so robust, there is a significant learning curve and it can be easy to miss one of the fields for communication that goes to attendees. Recently, there was a poorly worded addition to the Terms of Service that caused a bit of a flareup....claiming IP rights to things way out of line!....but management rolled that back pretty quickly. (If staff have a desire to write ToS that is out of line, will it happen again after this flareup settles down?? Be vigilant...)","Overall: Free registration tracking program with little or not cost. Historic tracking of member engagement with our events. Ability to do credit card processing for paid events, while still getting free access for events with no ticket costs.",
I'm grateful we discovered Eventbrite!,Diana K.,Associate,"Outsourcing/Offshoring, 201-500 employees",Used the software for: 1-2 years,NGC,Source: Capterra,"Apr 12, 2017",5,5,4,4,4,10.0,,Pros: It offers the option to create access codes and promo codes that can be given to specific customers by sharing the URL/link for them to redeem,"Cons: When transferring the ticket to another attendee through ""edit"", I loose track of the origin of were the ticket came from since the initial name disappears at all.","Overall: Eventbrite has facilitated my business life so much that I've even persuaded my coworkers from other departments to start using it! The feature I love the most from Eventbrite is that it provides the option to create access codes in order for our attendees to redeem our previous offers or rates. We've had other scenarios where they purchased a registration but ask for the previous rate so we had to refund, and it't very easy to locate their registration and proceed with the partial refund. This makes my job lot faster!","Recommendations to other buyers: Add the option to keep track who was the original attendee, even after editing the attendee information and transferring to a new person"
I use Eventbrite for collecting event registrations.,Ashley M.,Alumni Relations Coordinator,,Used the software for: 2+ years,NGC,Source: Capterra,"Jan 16, 2018",5,4,4,4,4,10.0,,"Pros: I use Eventbrite a LOT, for a lot of different types of events. I love that Eventbrite can be molded to match a lot of the events I'm doing. Some are free events where I need to collect user information, others are paid events where I have to collect dietary information for meals, and other events could just be a place for me to collect payment for a collective order. No matter the event, I've found a way to use Eventbrite and save myself so much time! I use to use internal spreadsheets for everything, and accept mailed payments. Thanks to Eventbrite, I can share a link and move on to the next task on my list!","Cons: Eventbrite can do so much, it's really irreplaceable. I think something that could take Eventbrite to the next level is a seating arrangement function. I think they have the ability to allow buyers to select their seats, but I have some events where I assign seating. It'd be great to take the registration list and assign them a seat, all on Eventbrite.",,
We use Eventbrite for all our events!,Molly T.,Project Manager,"Entertainment, 1-10 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Oct 03, 2018",4,4,3,5,4,8.0,,"Pros: I love Eventbrite because they have top notch customer service. They always are quick to solve any issues I may have. It is a breeze to set up events, even multiple date events. I love how the back end makes it easy to see how many tickets were sold, how much net/gross, and linked pixels. All our team can use it and understand how to make changes which says a lot because we have quite a few that wouldn't consider themselves tech savvy.","Cons: There are actions that I wish I could complete like hiding certain dates that are linked to other dates. It isn't possible, but the customer service helped me find a workaround.",,
Eventbrite - Best in Class for Networking Events,Sara J.,Founder,"Computer Software, Self-employed",Used the software for: 2+ years,NGC,Source: Software Advice,"Jul 30, 2018",4,5,4,5,4,9.0,,"Pros: The online registration, ticketing, and social sharing aspects have led to Eventbrite becoming an industry standard. As industries, and institutions have continued to adopt it, and global penetration expands it's reach, the ability to identify events based on topical relevance anywhere can facilitate the orchestration of communities and help them grow. It not only helps get the word out, but it increases effectiveness of collaborations across institutional silos or barriers to facilitate learning, and participation. The ability to monetize on a tiered basis (even offering free access), manage levels of participation and customize, share content, and find similar events, all contribute to the value and enable participants to become more involved to achieve shared goals.",Cons: The ability to create microsites for events that could be linked to a sponsors website where dynamic and interactive content could be updated may enhance future versions.,,
"Simple, easy and great.",Leon C.,IT Recruiter,"Information Technology and Services, 501-1000 employees",Used the software for: 1-2 years,NGC,Source: Capterra,"Sep 27, 2018",5,5,5,5,5,10.0,,"Pros: Eventbrite is a simple, functional and reliable for both event makers and users. Creating an event is as simple as creating a social media post, you can even organize free local events around your area, manage ticketing , reserved seating among others. The Interface is very straightforward and supply many options in how to create or search for an event.",Cons: Getting a hold of Customer support is nearly to impossible. This is the only downside I can really think of when speaking of Eventbrite.,"Overall: Eventbrite has helped me not only by facilitating event creation, but also by helping me find events around me. I think that even if you do not need to create an event, you should totally try it out if you are the kind of person always looking to do something new and exciting.",
