title,name,position,industry,usage,paid_status,source,date,total,ease,feature,support,value,recommend,comments,pros,cons,overall,recommendations to other buyers
I would easily pay twice as much for RepairShopr.,David C.,Owner,"Information Technology and Services, 1-10 employees",Used the software for: 1-2 years,NGC,Source: Capterra,"Aug 24, 2016",5,5,5,5,5,10.0,,"Pros: - Ticket Management

- Inventory / Parts Management

- Software Serials Management

- Communication through the ticket

- Automatic Followup Emails

- Reporting on any metric

- Many, Many More! - check the website","Cons: One of the only cons is there are so many features it's sometimes difficult to look at exactly what is important to your specific business. However, RepairShopr has recently made several improvements to streamline the layout.","Overall: We needed a better invoicing system to control all aspects or our business (shop repair, on-site repair, contracts and web development). We were using Zoho, but needed better features and tracking. Tried RepairShopr and it totally changed our business. So much more than just invoicing. It's really a full blown business management system and the reporting is excellent.","Recommendations to other buyers: I've had their support team do very specific customization of the API and the end result turned out great. Added functionality for what I need to do. Great team, Great support. Highly recommended."
New Business Perfection,Greg W.,Owner/Master Technician,"Information Technology and Services, 1-10 employees",Used the software for: 1-2 years,NGC,Source: Capterra,"Nov 08, 2016",5,5,5,5,5,10.0,,Pros: The ease of use and the plethora of reports available that show details many other software does not.,Cons: I would love to be able to search customers more easily by phone number. We get calls and dont know who was calling before we call them back. It would be nice to be able to look the number up associate it with a current or previous transaction for a better idea of whats going on before we call them back.,Overall: Starting a repair business is not easy but using this software as the Management system for the business will make your lives easier. Inventory comes in and you enter it give it a bar code print label and put it on the shelve. Parts come in you keep count on quantity and know when your running low. The software has an end of day and many other reports like whats selling the best in your store. I used other software before this software and hands down this is the best bang for the buck.,Recommendations to other buyers: This software connects to vendors that we use every day along with software a business may already be using such as quickbooks.
"Simple, Effective, Affordable, & Most of all, It just works....",Grant W.,Owner,"Airlines/Aviation, 1-10 employees",Used the software for: 1-2 years,NO,Source: Capterra,"Jan 10, 2018",5,5,5,5,5,10.0,,"Pros: There really is too much to list. The software is perfect for a small organization but can be scaled to multiple locations.

-Easy to implement

-Easy to make adjustments to Invoices

-Easy to manage customers

-Custom Fields

-Custom Alerts

-Custom Emails",Cons: Our biggest issue is printing options and customization of inventory labels. The print options are all there but we use a mix of PC and Mac with several different printers in different physical locations throughout the building. We probably have it configured incorrectly but it still works for us. A bit clunky but still better than the alternatives.,"Overall: It's like having another person on staff. Additionally, in our industry, we need to be able to show traceability throughout the inventory item life cycle in our system. This allows us to do this by giving each stock item a unique ID.",
Do yourself a favor and get it.,Verified Reviewer,Owner,"Computer Networking, 1-10 employees",Source: Capterra,NO,Source: Capterra,"Aug 02, 2018",5,5,5,5,5,10.0,,"Pros: We've been with them since beta and they've done nothing but add value to the product.

Things that used to to take many convoluted steps in my old Ticketing/PSA system are now a snap. No more keeping crazy user documents for new people to memorize before they can open the software. It's so intuitive that I just give new employees the link and their username.

It integrates with most of our tools and they are always adding new integrations.",Cons: Cloud based can cause some issues that having a on-site server rectify but as it stands we've had 99% + uptime so it's less of a con and more of an observation.,,
"90% coded, but A+ For Effort!",Gary G.,Bench Technician,"Computer Hardware, 1-10 employees",Used the software for: 6-12 months,NGC,Source: Capterra,"Jul 25, 2019",4,4,5,4,5,8.0,,"Pros: Once you learn how to use the software correctly, checking customers in and out is a breeze! It's very fluid, with adding customer data, device information, and payment being integrated all into the few screens. There are a lot of places to leave notes, receive notifications, and even interact with customers via email and text messages. Super useful!","Cons: It feels like the software is ALMOST complete, but not quite. I frequently encounter bugs in a few trouble areas at least once a week (thankfully it never happens in important transaction areas) but it's a little frustrating to not be able to load certain pages or write information without refreshing the application a few times.","Overall: I switched over to this from another product that was outdated and unliked; RepairShopr has done great work on their product so far, but I'm hoping a finished product comes out sooner rather than later!",
"A ""Diamond in the Rough"" in the IT MSP automation market.",Steve P.,Senior Cloud Solutions Specialist,"Information Technology and Services, 1-10 employees",Used the software for: Less than 6 months,NO,Source: Capterra,"Apr 05, 2018",5,5,5,5,5,10.0,,"Pros: Tremendous Customer Database, Ticketing and invoicing system, that integrates with Quickbooks and RMM tools. We looked at Connectwise & Autotask (too complex), Service Fusion (slow/poor integration), Pulseway, Solarwinds MSP, and many others but none have the flexibility, speed, and feature set that Repairshopr has.

If you are a small MSP that handles both business and residential customers and want to fully automate your workflow this is THE product for the job.

The price is better than almost all of the rest, and it has integrations with RMM tools, accounting software, PBX, and a dozen or so more products.

We were able to setup all of our recurring invoices for Antivirus, Backup, Sysem monitoring, email, etc and have the system automatically drop an invoice a the appropriate renewal date - we verify the quantity then send it to Quickbooks and off it goes. Saves us tons of time.

And it is FAST!

Customer support is excellent as well. So glad I found this product!","Cons: The mobile app could use some updating to include more of the features found in the full product, but the mobile site is perfectly usable.","Overall: Went from using Outlook calendar, tasks, and spreadsheets to fully automating our entire IT MSP operation",
brilliant software,gary l.,owner,"Computer Hardware, Self-employed",Used the software for: 1-2 years,NO,Source: Capterra,"May 09, 2018",5,5,5,5,5,10.0,,Pros: the whole system is so easily customised and my whole website is now built around the contact forms that create an instant ticket even when a customer simply asks for a price for a repair I can now send an immediate estimate without ever having to fill out any forms myself - this software saves me a massive amount of time and wouldn't be without it - the support get back to you same day with an answer and are really helpful - I wish everything worked like this - makes my life so much easier thank you Repairshopr I cannot praise you enough,Cons: There are absolutely no cons to this software and I would urge anyone thinking of using it to give it a good try as its so good,Overall: makes running my business so simple - thank you,
It's the solution we couldn't find after 8 years of searching.,Brett W.,Owner/member,"Consumer Services, 1-10 employees",Used the software for: 6-12 months,NO,Source: Capterra,"Apr 28, 2018",5,5,5,5,5,10.0,,"Pros: It's the answer to small-businesses who are ignored by enterprise-level developers, but this product off the bat had MORE FEATURES and MORE CUSTOMIZATION for our repair shop at a value point we couldn't avoid. No other product has such a package that is also reasonable to use and has basic CRM functions.","Cons: The only downside I see (and they are working on it) is that sometimes it might be nice to have a service to use their in-house expertise to customize problem solving like some other companies have done with extremely specialized features to optimize for our particular business. But, the company is adding updates and refinements nearly weekly, and some of those specialty features have already come onto the standard platform on their own, so I know they are always working to make it better.","Overall: Productivity, Organization, Customer Service, Keeping the overhead costs low and staying on top of the workflow.",
RepairShopr is a good piece of software for those starting out in computer and device repair.,Verified Reviewer,Owner/member,,Source: Capterra,NO,Source: Capterra,"Feb 27, 2018",4,3,3,3,4,7.0,,Pros: What I like most is the great level of documentation and the starting walk-throughs they give you to get you up and running. Any question you have can be answered either through searching the help files or by submitting a ticket.,"Cons: Frankly, RepairShopr does so much that it is hard to wrap my head around the enormity of the scope of features. A little guidance around some of the over-arching things I needed when I first started in this business would have been helpful. Then again, the help documentation and community is great. So, if you have the time, the documentation will be a big help.","Overall: It was the foundation I needed to get my computer repair business started. Without it, I would still be floundering with process and documentation 2 years after launch.",
Useful help-desk software,Verified Reviewer,Owner/member,"Higher Education, 201-500 employees",Source: Capterra,NO,Source: Capterra,"Dec 19, 2018",4,4,4,3,4,7.0,,Pros: The software is easy to use and navigate. The ticketing system is very customizable with the different types of fields that you can have on the intake forms. The inventory system is very helpful for keeping track of stock. The estimates system is very useful for giving customers quotes for hardware or software.,"Cons: The new User Interface is a little hard to get used to after using the old interface for so long. Also if you accidentally click the serialized check box on an inventory item and update it, there is not an easy way of undoing this.",,
"As simple as it claims to be! Syncs numbers into QBO, tracking, customer communication perfect!",Gail C.,VP,"Computer Hardware, 1-10 employees",Used the software for: 6-12 months,NO,Source: Capterra,"May 22, 2018",5,5,5,5,5,10.0,,"Pros: The ease in doing business. Automatic updates , perfect communication. No one left out of the loop- ""Technician to Administration to End User"". The ability to enable and disable functions if need be.

Came from Legacy Sage MAS 200 integrated Software, very complicated and time consuming.","Cons: It leaves out a few of details when syncing into QBO, it would be nice to have it all Sync, the important part dose come over correctly, makes the crunching numbers easy! oops a Pro again!","Overall: Ease of tracking work orders, Syncing the ""Correct Numbers"" into QBO. Frees up my time beyond my wildest dreams!",
"For a company that uses a ticket system, has the best functionality for the price",Amy M.,Owner,,,NO,Source: Capterra,"Apr 30, 2016",4,5,5,5,5,10.0,"Comments: This is the best one-stop solution for us, as it includes a very comprehensive setup for customer data, ticketing, invoicing, inventory management, scheduled emails, and customer portal. We are able to easily generate tickets or have customers generate their own, have multiple user logins, to delegate tickets to different people, and be able to sync to Google calendars for scheduling clients. I applaud the developers for creating this amazing tool that is accessible and affordable for small businesses in the retail/repair/consulting fields!",,,,
Repair Shopr is great for Computer Repair & MSP's,Mike V.,Owner,"Computer & Network Security, 1-10 employees",Used the software for: 6-12 months,NO,Source: Capterra,"Oct 24, 2016",5,5,5,5,5,10.0,,"Pros: All the available feature such as Invoicing, Customer Asset Tracking, Service Ticketing System, Auto Receipt Printing, Reports, Estimate System, Sales Leads & Customer Follow-up Email System.","Cons: It's not free, seriously. I love it.","Overall: I've really enjoyed switching to Repair Shopr. It was very easy to setup and migrate my Quickbooks customers to Repair Shopr. Invoicing my customers is very easy with their e-mail integration. As a Managed Service Provider, recurring invoices run on schedule every month making it easy and fast to receive payment. It you are interested in getting a lot of reporting info, you can do that really quick. Many different reports to choose from. One of my favorite feature is auto receipt printing when an invoice is paid. It's has a Point of Sale interface as well. I do not use that because I'm not really a store, but it looks very robust. The best thing is that is is very affordable and you get a lot of bang for the buck. If you are in the computer service business, this is a must have.",
Fantastic Software - I wouldn't use anything else,Brad E.,,"Information Technology and Services, 11-50 employees",Used the software for: 2+ years,NO,Source: Capterra,"Jul 05, 2016",5,5,5,5,5,9.0,,Pros: Constant improvement. Good support. Supports multiple warehouses and locations well.,Cons: We've battled a little to use it seamlessly on mobile devices.,"Overall: We've been using RepairShopr to run out business (www.PlatinumRepairs.co.za) for around 2.5 years now. Before that, we used spreadsheets, which worked well until the business grew - then we needed a proper system. The software runs very smoothly, and where we have come across issues, the support has been excellent. Syncs with Quickbooks and constantly gets improved.","Recommendations to other buyers: I haven't found any other software, at any price point, that works so well and covers so many areas that a repair business needs covered."
Good Repair Shop CRM and Ticketing Software,Verified Reviewer,,"Information Technology and Services, 1-10 employees",Source: Capterra,NGC,Source: Capterra,"Dec 07, 2018",4,4,5,3,4,10.0,,"Pros: I like that I can access my information anywhere, especially can complete tickets onsite and get everything done before returning back to the office.",Cons: There are some specific requests that have been made for feature improvements that seem to be put to the back burner that everyone is complaining about.,"Overall: RepairShopr has helped me to complete tickets and get my billing out to my customers along with helping with paperwork. My previous software was only available in the office, so I would have to comeback and finish all of my paperwork at the office at night.",
"Best Computer Repair Store Software, PERIOD!",Michael S.,,,,NGC,Source: Capterra,"Feb 28, 2017",5,5,5,5,4,10.0,"Comments: I have been in computer repair for almost 20 years and have used many other software products, tired to write my own software and spent a good part of a year trying to find the best software that would make my business more efficient, profitable and help me communicate better with my customers.",,,,
Great Foundations loads of potential!,Clifford J.,Owner,"Information Technology and Services, 1-10 employees",Used the software for: 2+ years,NO,Source: Capterra,"Apr 03, 2019",5,4,3,5,5,10.0,,"Pros: The GUI is nice and easy despite the Americanisms, automated most of our work flow, ticketing and stock control. Made good use of current integrations.","Cons: Contracts section is not what you think it is, some integrations need to be development and worked on.","Overall: After 5 years of searching and using various different CRMs, PSAs etc.... we landed on RS and have not looked back. Being a retail store it ticks 95% of all our needs. With previous systems we have several dashboards or other portals to login to achieve the experience we wanted.",
Great system for repair shops,Nathan I.,Owner,"Information Technology and Services, 1-10 employees",Used the software for: 1-2 years,NO,Source: Capterra,"Jun 27, 2016",5,5,5,5,5,10.0,,"Pros: Automate just about everything for your repair shop. Billing module built in, inventory module build in, sales module with lead tracking built in, automatic billing built in, cloud printing built in, text message and email clients automatically throughout the repair process.","Cons: Anything that is buggy gets taken care of right away, so it is hard to come up with any cons. I guess because it is web based if your internet goes down you have to rely on the PDF version of all the tickets in dropbox or similar.","Overall: Switched from another CMS to Repairshopr almost 2 years ago. The support is fantastic, the product just keeps getting better, customers are impressed with my shop because repairshopr works so well.",
Great for retail store of any kind,Ben M.,Computer Repair Technician,"Computer Software, 11-50 employees",Used the software for: 2+ years,NO,Source: Capterra,"Mar 12, 2019",5,5,5,5,5,10.0,,"Pros: RepairShopr is a great tool to use in your business and can be used for pretty much all of your needs whether that be; inventory management to POS, estimates to ticket tracking, or even tracking your parts.","Cons: While there isnt a scheduling type integration in RepairShoppr, there is a a Clock in/ Clock-out feature, however its not the most convenient in that regard.",Overall: RepairShoppr is a simply tool that is very useful to use in terms of customer management and isn't to be overlooked.,
RepairShopr is an excellent all encompassing ticketing tool,Jason A.,Manager,"Computer Hardware, 51-200 employees",Used the software for: 6-12 months,NO,Source: Capterra,"May 13, 2019",5,5,5,5,5,10.0,,"Pros: Repairshopr is one of the best investments we have made. It allows you to consolidate your tickets in a 1 stop shop all while being able to manage inventory, update customers, and invoices. Repairshopr gives a much more modernized feel while maintaining an easy-to-use UI than some of our previous solutions. I believe my favorite feature of RepairShopr is the aiblity to provide multiple contact methods for clients, which include email, SMS, and a customer user portal.","Cons: There are not many, but one of the things I'd like to see implemented in RepairShopr is better API access to many of their modules. There are some things that we can do inhouse using RepairShopr as a shell - but without access to specific modules it makes workarounds a little tougher.",,
An extraordinary software suite that pack lots of features,Jet L.,R&D Manager,"Computer Hardware, 11-50 employees",Used the software for: 1-2 years,NO,Source: Capterra,"Nov 06, 2018",5,5,5,5,4,9.0,,"Pros: Very rich in features.

Great degree of customization can be done.

Fast support response.

Ability to integrate with various accounting software (eg. Quickbook) and cloud services.",Cons: Pricing may be a bit steep if you have many users.,"Overall: We had an amazing experience with RepairShopr.

We used it mainly as a tool for customer service regarding products warranty and repair management.

Although it is an off the shelf software suite, all the workflows and data fields are highly customize-able.

It also features great CRM features for tracking leads, estimate, invoices, customers interaction.

If your primary business is repair services, this is the one-stop software that you should get to run your business.",
Best software out there for small business (IT and computer repairs),Eldad Y.,,"Security and Investigations, 11-50 employees",Used the software for: 1-2 years,NO,Source: Capterra,"Sep 13, 2016",5,5,5,5,5,10.0,,"Pros: Has 90% of what we are looking for. Great and easy integrations with lots of services are included.

* Imporved our ability to easly communicate with clients- including intergrated text services

* Easy sync with QB","Cons: Would love to see a better ticketing system- even in a higher price range- one that we can use with our corporate clients.

Overall- for home users, and regular business clients- it answers our needs","Overall: Been in the market for a great software, for the price they offer they really do DELIVER all our needs.

I know they are developing and making changes to their mobile app, but overall, after looking at higher end solutions- they are the best in their leauge",
Great product!,Stephen K.,C.O.O.,"Computer Networking, 11-50 employees",Used the software for: 2+ years,NO,Source: Capterra,"Dec 12, 2016",5,5,5,5,5,10.0,,"Pros: Ease of use, simple, user & client friendly.","Cons: Accounting software sync, the development time of new features.","Overall: New features always coming about. While the speed of some releases I wish could be faster, I fully understand the reasoning behind, and could only hope this review nets them 1+ more customers so that they can speed up development process with expansion.",Recommendations to other buyers: Make sure you have accounting be ready to learn! Lot's of time can be wasted if accounting is done improperly.
Computer Shop? This is a Must!,Jason M.,Owner,"Computer & Network Security, 1-10 employees",Used the software for: 2+ years,NO,Source: Capterra,"Nov 16, 2016",5,5,5,5,5,10.0,,Pros: Support is great and it's designed for computer shops and MSPs,Cons: There isn't anything we don't like.,Overall: We have a IT Business and we have 2 locations with in shop repair. We are also an MSP that takes care of 100 plus businesses in our area. Repairshopr has been the best decision we had ever made. And the support is top notch! They are always adding new features and listening to their customers needs. I would highly recommend using their software. It's worth every penny you spend on it!,Recommendations to other buyers: Try it! You won't be disappointed.
This software checks just about all of our boxes,Jordan F.,Sales Rep.,"Retail, 1-10 employees",Used the software for: 6-12 months,NGC,Source: Software Advice,"Jan 30, 2019",4,2,5,3,4,9.0,,Pros: Very active development of new features/fixes (dev team posts to Facebook almost every week about updates). Tons of features and customizations without being too distracting from the spirit of what the software is for. Tickets have everything needed available at a glance and the customer portal built-in is an absolute home run feature for us.,"Cons: The back office ui is kind of overwhelming at first and seems sort of unfinished in certain areas (textboxes not showing up correctly and just general inconsistencies). Biggest issue so far is for some reason, emails sent to users of the MacOS default email app have the attachments so low that they are actually almost impossible to reach and open.",,
Best repair crm tracker we've ever used,Sean L.,Owner,"Information Technology and Services, 1-10 employees",Used the software for: 1-2 years,NGC,Source: Capterra,"Aug 24, 2016",5,5,5,5,4,10.0,,"Pros: Email/SMS updates, customer portal, tracks orders and location transfers, supports client digital signature for T&Cs, I could go on and on.","Cons: POS and payments workflow can be a little tedious, especially with page loads on each phase. But we're using a serial receipt printer so this adds an extra step for printing receipts.","Overall: Quite simply does everything we need, the way we want it done. A lot of thought and revision has gone into this system and it shows.",Recommendations to other buyers: If you do repairs and you haven't tried repairshopr you owe it to yourself to take it for a test drive. It will make your life so much easier and improve your client relationships immensely.
RepairShopr - 10/10 Perfect Fit For Any Small IT Repair Shop,Kade O.,Operations Manager,"Information Technology and Services, 1-10 employees",Used the software for: 6-12 months,NO,Source: Capterra,"Apr 03, 2019",5,5,5,5,5,10.0,,"Pros: It has all the standard features a repair shop needs and then some.

The support team are always adding functions and implementing new integrations.

It is also one of the easiest products to setup and implement and does not require the extensive and expensive onboarding process a lot of other products do.",Cons: Some minor areas lack customisability and they don't have the ability to pay for express support or one of customisations. But for the price point that is a small compromise to make.,"Overall: RepairShopr has been the perfect fit for our IT Service and Repairs business, it has allowed us to significantly reduce our overheads and streamline our whole business and take it out of the pen and paper dark ages.",
