title,name,position,industry,usage,paid_status,source,date,total,ease,feature,support,value,recommend,comments,pros,cons,overall,recommendations to other buyers
Good event fundraising and mobile bidding solution,Verified Reviewer,Director,"Facilities Services, 201-500 employees",Source: Capterra,NGC,Source: Capterra,"Dec 14, 2018",4,4,4,5,4,8.0,,"Pros: We have used this software for two years now for our annual charity golf outing. It's a fantastic tool for mobile bidding at auctions and overall ""day-of-event"" fundraising. Easy to use and navigate. In addition to the software, you get actual people that run the software the day of the event.","Cons: One challenge I have found is that the information from last year's event doesn't carry over to the next year. Since we typically get a lot of the same donors, I have to re-enter donors from scratch instead of having the system ""remember"" them from last year.","Overall: Good overall experience, we will use them again next year. Custom service for the software is very responsive. Most of the people they send to the event are very polite and professional, but we have had a couple of people that have not been the best at representing our organization.",
"Great company, easy to use, lots of great features!",Karen H.,Gala Chairman,,Used the software for: 2+ years,VRI,Source: Capterra,"Oct 31, 2017",5,5,5,5,5,10.0,,"Pros: I love that you can generate reports (I use Excel) with information you need for money raised on tickets-silent-live-raffle items, $ raised by donor, FMV vs what was donated for tax purposes, and the list goes on. The spreadsheets can be sorted as you like for your purposes. I also like the messaging. You can send out text messages to your guests for reminders like auction open for bidding, parking, auction closing, links to photos post event, etc. You can also generate tax letters from the site. A lot of great features!","Cons: The only thing I wish it could do is generate tax letters for each guest separately. If you need to make a change for one guest, you have to generate all letters as they go into a single PDF file. You can't just generate them for one guest. Not a major problem, just wish it was a feature. Overall it is a great system!","Overall: I have been able to generate reports that I need for sharing with my committee and for tax letters. Also, the on-line bidding system is a favorite of our guests. I love the messaging too. It allows me to send messages to my guests pre, during, and post event.",
BEST ONLINE AUCTION RESOURCE OUT THERE,Kenneth M.,COO,"Non-Profit Organization Management, 1-10 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Dec 18, 2018",5,5,5,5,5,10.0,,"Pros: Customer service is INCREDIBLE. The organizations has utilized GiveSmart for 4 years and has never had an issue. When they assign an event representative to you, you can be assured that any question you may have in setting up the auction site or any technical problems that you may have will be resolved immediately by the assigned rep or they will ensure that they find the right person to correct the issue or answer the question if they cannot immediately help. In addition to the auction management, their pacakge allows for FULL event management; everything from","Cons: Cost of using the service would be the only negative, and not really a negative because their costs are actually lower than some other options that the organization looked into.","Overall: Cannot sing their praises more. If you want to go with a group that honestly cares about wanting to make your event a success, use GiveSmart.",
Gesture use for our annaul Gala,Angel Q.,Sr. Data Specialist,"Hospital & Health Care, 10,001+ employees",Used the software for: 6-12 months,NO,Source: Software Advice,"Aug 16, 2017",4,3,4,3,3,7.0,"Comments: Aside from the comprehensive report, everything else with gestures was fairly simple and easy to use. The staff from gestures that helped during the event was knowledgeable and able to help and respond quickly and effectively during the event went on which made it less chaotic feeling for us.","Pros: I love that gesture was easy for our guests to use at our gala. We used it for check in and the process was simple and easy to understand for our volunteers at registration to find info. We used it for our silent auction and guests were able to see the items from their phones and bid very easily and they received notices when they were outbid or when they won. We used it for general donations, selling centerpieces, and checkout. Overall pretty easy to use during the event.","Cons: During the check in process we were unable to search by table number which would have been helpful because sometimes we are asked who is sitting at a certain table and it would be nice to look up by table. Also after the event we needed specific reports to be able to input all of the money we received and record all of the info and gestures did not yet have one comprehensive report to give us what we needed, instead I had to modify and combine several reports to make it work for our needs.",,
"We've enjoyed working with Gesture, the customer service is outstanding and the site is easy to use!",Emily G.,Event Manager,"Non-Profit Organization Management, 1-10 employees",Used the software for: 1-2 years,VRI,Source: Capterra,"Oct 27, 2017",4,4,3,5,4,9.0,,"Pros: The site is easy to navigate, the customer service is friendly and attentive, we like the different features like being able to text guests at the event, the site is clean and modern looking, being able to insert sponsor ads throughout the page is great, and the onsite coordinators were a life saver! We also enjoyed the categories options for items and the ease of creating and managing the tickets portal.",Cons: Some of the features like not being able to manage donations made pre-event and the donation thermometer is lack luster. We went from doing a paddle raise to doing all mobile donations and did not feel the thermometer display was as exciting or captured the attention of guests. We did not realize until the night of the event that in order to show progress in the thermometer we had to keep refreshing the page. Just not what we were expecting.,"Overall: Ease of ticket sales and managing all of our fundraising items including silent auction, games, and donations.",
Gesture helped to organize our large event planning and provided great customer service.,Mary D.,Assistant Executive Director,"Non-Profit Organization Management, 1-10 employees",Used the software for: 2+ years,VRI,Source: Capterra,"Oct 27, 2017",4,4,4,5,5,10.0,,"Pros: The software allowed us to get rid of excel sheets and a separate ticketing vendor. We like the auction capabilities and simplicity of use. We like that Gesture makes enhancements and improvements based on user feedback. We like the ability to use the helpdesk chat function when we have a question. We like the dashboard and reports. Unrelated to software , but a nice customer service perk is that you have a rep designated to you.","Cons: A few improvements can be made (as with any software) and when I suggest them, they are escalated.

I have been very pleased over the years and plan to continue to use Gesture.",Overall: I have recommended this product to quite a few non profits for the ease of use and the fact that it combines several event planning tasks into one platform.,
Such an upgrade from doing an auction on paper. Can't believe we waited so long to make the switch.,Ben S.,Director of Institutional Giving,"Arts and Crafts, 1-10 employees",Used the software for: 2+ years,VRI,Source: Capterra,"May 22, 2018",4,4,3,4,4,9.0,,"Pros: Having used this 3 years now, I appreciate being able to access previous years' info and descriptions. The reporting functionality is fantastic and I love being able to see results in real time.","Cons: 1. I wish we could have several screens for the same item. Silent Auction packages are sometimes made up of a few items and it would be nice to showcase those items visually on more than one available page.

2. Similarly, the automated process of creating table tents/placards for your project is not ideal. The available space for an image is too small, as is font size. You don't want people squinting at your package descriptions.",Overall: Ease of use and real time results. Also having GiveSmart employees at the event.,
The technology allows us to run great auctions and easy registration.,Judi S.,Director of Special Events,,Used the software for: 2+ years,VRI,Source: Capterra,"May 13, 2018",5,5,4,5,4,9.0,,"Pros: It makes every aspect of running the inside logistics so much easier. Auctions raise more money, texting keeps all communications flowing and ultimately drives revenue.",Cons: There's still some room to grow and some features that can be implemented that would be so helpful.,,
Software is easy to learn and use. My team felt good support. Dashboard is very motivating,Monica C.,Executive Director,"Non-Profit Organization Management, 1-10 employees",Used the software for: 2+ years,VRI,Source: Capterra,"Oct 30, 2017",5,5,4,5,5,9.0,,Pros: We love the dashboard. It's incredibly motivating to see our progress as the event unfolds. We also can compare last year's dashboard to this years and know where we need to step it up. The second best feature are the sponsor ads. We like how they are not only on the homepage but integrated through the software.,"Cons: Limited design capability and limited selection on display board that we used for Fund the Need. We thought sponsors names would appear after they hit the donate button, but names kept coming alphabetically.",Overall: Great tracking of donors and donations; an easy and effective platform to highlight sponsors of our event; a great summary of our night.,
"Great experience with Gesture from start to finish. A few glitches but overall, great!",Barbara S.,IT Chair,,Used the software for: 2+ years,VRI,Source: Capterra,"Nov 02, 2017",5,4,4,5,5,9.0,,"Pros: Ease of use setting up the site with important information. Also, inputting registrants who pay with a check. Honestly, just about everything or we would not have used Gesture for a second time. Support was fantastic!","Cons: Online Help! Difficult to navigate when in a hurry, too many screens to go through, need to print help or have a download capability such as a User Manual especially for new people. This might seem trite but the blue ""Help"" button is in the way when trying to work with a list or read a screen. Keep it at the top and turn it blue. Some of the dashboard items are difficult to get the right reports out of.",,
"Great product, great people.",Jill K.,Director of Advancement and Community Relations,"Education Management, 51-200 employees",Used the software for: 2+ years,VRI,Source: Capterra,"Nov 01, 2017",5,5,5,5,4,9.0,,Pros: The best thing about Gesture are the people who work there! We LOVE our account rep - she is super responsive. The folks that come out to work the auction are always wonderful too. The extra staff support is essential to our event! I also think the interface is very user-friendly and not overly complicated.,"Cons: I wish there were an easier way to do a mass photo upload for items, and I wish that items said SOLD instead of CLOSED when they are purchased outright, and that they said NOT OPEN FOR BIDDING if they are something being auctioned in the future.",Overall: It makes my online auction much easier.,
Easy to use for the most part!,Hailley F.,Event Specialist,"Events Services, 201-500 employees",Used the software for: 6-12 months,NGC,Source: Capterra,"Apr 23, 2019",5,4,4,5,4,9.0,,"Pros: I train on-site staff with GiveSmart weekly, and the software is usually very easy for them to pick up and use, which makes my life a lot easier! There are lots of reports available for the client as well.","Cons: There are some needed features that myself and my colleagues have requested, such as: ability to check in 2 guests at once, easier way to add credit card to guests that are already checked it, etc. Hopefully these features will be rolled out soon.",,
Gesture made our event more successful due to the right balance of technology & customer service.,Robert K.,Executive Director,"Education Management, 501-1000 employees",Used the software for: 2+ years,VRI,Source: Capterra,"Oct 31, 2017",5,5,5,5,5,10.0,,"Pros: Ease of use and Dashboard-as well as as detail when I needed to review it. The ""live"" feature si amazing as well as ability to adjust prices, text messages,etc to gain funds.","Cons: That I didn't invent it. Seriously, we had user issues when we logged in as we had three administrators. Hence, when each wanted to bid, they forgot to switch to donor- an easy fix- but we missed that in training. Gesture solved it easily.",Overall: Breakout of where sales came form/who won what/I could call the winners easily.,
"We love Gesture - it is great! Easy to use, great onsite teams and it helps you raise more money.",Kyla M.,Marketing Projects Manager,,Used the software for: 2+ years,VRI,Source: Capterra,"Nov 29, 2017",5,5,5,5,4,10.0,,"Pros: From a guest perspective, it's easy to use, the onsite staff is helpful and it makes bidding quick and fun. From an adminstrator perspective, entering items is user-friendly, the software takes much of the manual work outu of your auction and the Gesture team makes sure you're supported throughout the whole process. The best part is that you can open your auction before your event begins, so you're making money before a guest has even arrived!",,,
Mobile bidding is a great component to running a silent auction.,Cheri H.,Director of Development,"Education Management, 51-200 employees",Used the software for: 2+ years,VRI,Source: Capterra,"May 21, 2018",5,5,5,5,5,10.0,,"Pros: Love the ease and user-friendly app. Also, our first year utilizing the mobile app netted us a 20 percent increase In auction revenue. Our guests love the option to bid two weeks prior to the event as well as sitting in their chairs during the event bidding on items.",Cons: There are no cons. This product is well worth the money! The system is easy to understand and operate.,"Overall: For the past two years, since utilizing the service, our revenues have increased by 20-35%.",
My experience with Gesture has been nothing but positive.,Verified Reviewer,Director of Development,"Higher Education, 201-500 employees",Source: Capterra,VRI,Source: Capterra,"Nov 01, 2017",5,5,5,5,5,10.0,,"Pros: I love the fact that the Auction is not limited to those who are physically at the event. The fact that there is a website that allows ANYONE to bid on auction items widens our bandwidth and allows for a much higher return. Additionally, the customer service is always impeccable. They are willing to answer any question or jump on a conference call to discuss questions or concerns and they always make sure to accommodate our needs.",,,
The Gestures site is easy to use.,Debbie M.,Director of Major Gifts,"Non-Profit Organization Management, 51-200 employees",Used the software for: 2+ years,VRI,Source: Capterra,"Oct 27, 2017",4,4,3,5,4,8.0,,Pros: The customer support is great and always available. The reports produced by the software are very helpful in making decisions for the future of our events.,"Cons: Some of the functionality is a bit cumbersome as in changing labels for items that are ""out of the ordinary"" realm.",Overall: This software has streamlined our event process making report processes to our Board and Committees easier and better organized. Most of all the reports have helped us to determine how to make the event better from year to year.,
Give Smart goes above and beyond to ensure all needs of the customer are met.,Anne C.,Internal Events Manager,,Used the software for: 2+ years,VRI,Source: Capterra,"May 14, 2018",5,5,5,5,4,8.0,,Pros: Give Smart is always working to improve their software to keep up with the latest trends. Give Smart listens to the customer's needs and requests. The post event reporting gives us a great picture of our donors so that we can continue to make changes and adapt our events so we can raise as much money as possible.,"Cons: It would be extremely beneficial to have mailing address required on all elements of the site. Mailing address is crucial to us in order to thank our donors appropriately. This year, the Give Smart team worked with us to help us collect addresses when our guests were registering for the auction online the week leading up to the event, but we would love to see mailing address as a required field for the registration process also.",,
"Excellent support, fantastic employees and great experience.",Ron L.,Co-Chair of our Annual Dinner Auction,,Used the software for: 2+ years,VRI,Source: Capterra,"Apr 10, 2018",5,5,5,5,5,10.0,,"Pros: The software is so easy to use, from a loading standpoint to the night of the event. Changes made easily from the cell phone. Really good software.","Cons: I have nothing negative to say. I did ask to add a report that would identify items during our event that were at a certain percent under fmv so that could be sent out, but it's very good software.","Overall: Easy setup, quick additions, and edits, and instant results after the event. Great reporting is available also.",
It's been easy and there has been a lot of support.,Heather O.,Executive Director,"Non-Profit Organization Management, 1-10 employees",Used the software for: 2+ years,VRI,Source: Capterra,"Dec 14, 2017",4,4,4,5,4,9.0,,"Pros: The reports, how easy it is to look up what im looking for (a particular guest, an item, ticket sales etc)",Cons: There isn't a lot of flexibility in the event page site. I don't like that you can't easily see how many of each ticket type has been sold. There is no easy way to make nice looking bid display sheets.,"Overall: Increased our revenue for silent auction, made check in and check out easy for our event, allowed us to grow our event with the support staff",
Perfect Program for Auctions,Adam M.,Technology Coordinator,"Education Management, 51-200 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Oct 12, 2018",5,5,5,5,4,8.0,,"Pros: This program is great for our school auction. From set-up to closing the event, you have a lot of great features and tools to promote the event and get guests excited about giving.","Cons: When you need to send a donation letter to a donor, you can't customize the letter to fit your organization's needs. I've used other programs that allow this customization, but GiveSmart doesn't have that.",,
Great for multiple areas of events especially registration and auction purposes,Angel Q.,Sr. Data Specialist,"Hospital & Health Care, 10,001+ employees",Used the software for: 1-2 years,NGC,Source: Software Advice,"Feb 12, 2018",4,4,5,4,4,7.0,Comments: Overall I do like the ease that gestures brings to our events. We have worked with other software like bid pal in the past and I prefer gestures as they have easier and more fluid capabilities for what we need.,Pros: The ease of registration is refreshing. They have staff that assists along side our staff and have made event check in/out a seamless process,Cons: Custom reports are a little more difficult. The company was able to work with us and create what we needed but it would be nice if we were able to access the reports any time and pull info we need on our end instead of waiting for custom reports.,,
I think this was our 4th or 5th year with Give Smart. It has been a great tool to use for our auctio,Doug T.,Executive Director,,Used the software for: 2+ years,VRI,Source: Capterra,"May 11, 2018",5,4,4,5,5,9.0,,Pros: it is easy for me to use to develop our dash board and entering all the auction items. It is also easy for our guest to use their phones to bid and teh quick feedback. It also makes the check out of auction items go smoothly.,Cons: I can't think of any. We have used Give Smart for the past 4 or 5 years and have really like the product and there staff.,Overall: I think we raised more money because we have it.,
A great fundraising tool!,Verified Reviewer,Executive Director,201-500 employees,Source: Capterra,VRI,Source: Capterra,"May 11, 2018",5,5,5,5,5,9.0,,"Pros: It's an incredible fundraising tool and has grown our fundraising efforts through online ticket sales, online auction, and donation ask.",Cons: I wish there was an app the guests could download and use year after year. The current platform is not difficult but I wonder if an app would be easier to navigate and store donor information.,,
Our experience has been great!,Jinger R.,CEO,"Non-Profit Organization Management, 11-50 employees",Used the software for: 2+ years,VRI,Source: Capterra,"May 10, 2018",5,5,5,5,5,10.0,,"Pros: The reports, the ability to learn as you go. Ease of use. Clarity and uploads. Ease of use for our donors. Mobile bidding has helped increased fund raising.",Cons: Regardless of the quality of the pictures we upload they are not good quality on the mobile application.,"Overall: Increased funding, donor information, reports and ability to view at a glance who donates, what they donate etc.",
"software is very easy to use, excellent for collecting payment at checkout",Courtney A.,"Manager, Special Event Logistics","Non-Profit Organization Management, 201-500 employees",Used the software for: 1-2 years,VRI,Source: Capterra,"Oct 30, 2017",5,4,4,4,4,8.0,,Pros: The fact that we have people there to help facilitate check in and check out was really beneficial for our event. It helped ensure that our guests would be paying by the end of the night and the extra helped also help take pressure off of our team to tend to the other auction logistics.,Cons: I think the fact that you cannot upload a picture with the quick add is a little annoying and sort of defeats the purpose of adding multiple items at one time since you still have to go back and adjust the picture.,,
Easy-to-use mobile bidding platform,Mandy D.,Manager of Events & Marketing,"Civic & Social Organization, 11-50 employees",Used the software for: 1-2 years,NGC,Source: Software Advice,"Apr 24, 2018",4,5,4,5,4,8.0,Comments: Overall a great product--and so critical to a successful silent auction!,"Pros: Text to bid and online auction capabilities. Bidders receive text messages when they are outbid on items. You can also set up instant purchases, text to donate, or purchase raffle tickets. You can now customize the online website to your organization or event colors, logo and information. Great customer support.","Cons: You do need to encourage attendees to register BEFORE the event, otherwise, it can bottleneck as people arrive.",,
"Great, Easy to Use Program",Aaron M.,Director of Annual Giving and Stewardship,"Fund-Raising, 1-10 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Nov 13, 2018",5,5,5,5,5,10.0,,Pros: We can easily set up online auction items. Bids are easily tracked within the system. Bidders can easily place bids from their computer or mobile devices.,"Cons: Exporting a report with user data (email, phone, etc.) is somewhat complicated.",Overall: We use GiveSmart for our annual live and silent auction. Their on-site are very professional and knowledgable.,
Great platform to do everything for your event in one place. Customer support was comprehensive.,Kristine W.,Senior Development Associate,,Used the software for: 2+ years,VRI,Source: Capterra,"May 15, 2018",4,5,4,5,5,9.0,,"Pros: Easy to use and comprehensive from ticket sales, sponsorships, donations, and online auction. The support staff is also very good, knowledgeable, and provides support from pre-planning, to planning, and post-event.","Cons: Still limited in customizing certain elements, such as website elements and bid sheets, but is not a deal breaker!",,
GiveSmart for auctions,Verified Reviewer,Senior Development Associate,"Non-Profit Organization Management, 201-500 employees",Source: Capterra,NGC,Source: Capterra,"Nov 05, 2018",5,5,5,5,5,10.0,,"Pros: Very easy to use interface. For registration, was very efficient and helped keep our lines moving. For auction, extremely easy for silent auction check-out.",Cons: Might build in a mechanism that will recognize dupe CC entered for registrants. We had Guest X check-in with his CC and then Guest Y checked in and somehow he was checked in by mistake with Guest X's CC. Post-gala had to refund Guest X and charge Guest Y.,"Overall: Easy to use, great interface, and exceptional customer service!",
Gesture has helped make day of customer service smoother and check out quicker.,Amelia D.,Director Corporate Partnerships and Outreach,"Non-Profit Organization Management, 11-50 employees",Used the software for: 2+ years,VRI,Source: Capterra,"Oct 27, 2017",4,4,4,4,3,7.0,,Pros: The software is easy to use to update auction items and see how things are tracking during the event.,"Cons: There were older reports that we were sent which were easier to use to reconcile sales and use with QuickBooks and Raiser's Edge. The visual part is nice online, but reports are not as broken out and usable as before.",,
Gesture is a very responsive and helpful company.,Beth S.,Director of Development,,Used the software for: 2+ years,VRI,Source: Capterra,"Oct 31, 2017",5,5,4,5,3,7.0,,Pros: The ticketing and auction aspects of the software are easy to set up and change and it provides the guests at our events with a great experience.,Cons: Some of the reports are a little difficult to use and there should be a bit more flexibility when sponsorships are offered on line.,,
Gesture Review,Michele P.,Development And Volunteer Manager,201-500 employees,Used the software for: 1-2 years,NGC,Source: Software Advice,"Jul 25, 2018",5,5,2,3,2,7.0,,"Pros: This product is great for silent auctions for fundraising events. Making changes (text content) even after your event goes lives, take merely moments and so efficient. If you have any questions, customer service is available via phone or email with fast responses.","Cons: Limitations, meaning you have to contact your rep fairly often due to restrictions with rotations or changes to any images under your account.",,
