title,name,position,industry,usage,paid_status,source,date,total,ease,feature,support,value,recommend,comments,pros,cons,overall,recommendations to other buyers
Great software for the unique needs of a non-profit theatre,Leah A.,Executive Director,"Entertainment, Self-employed",Used the software for: 1-2 years,NGC,Source: Capterra,"Mar 14, 2017",4,4,4,4,5,9.0,,"Pros: The pop-up donation with ticket purchase, donor management.",Cons: It's still not as user-friendly as I'd like from a back-end accounting perspective and reporting manipulation standpoint.,"Overall: I've been especially grateful for the uptake in add-on donations which is a direct result of VBO's software design that allows for a clear pop-up at time of ticket purchase. From a patron perspective, it is clean and easy to use - this hasn't always been the case with other ticketing software. The donation piece of the software has always been good, but has even improved during our tenure.",
VBO is an Excellent Tool!,Jekeva P.,Marketing and Facilities Manager,"Entertainment, 1-10 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Dec 21, 2016",4,4,3,5,5,9.0,,"Pros: the discounting system is great, it was really easy to create special deals. The ability to add marketing into the receipt was good.",Cons: It is not a one-stop site. Things like creating a birthday club for our fans was extremely difficult. Newsletter features were very nil.,"Overall: If you are not computer savvy, learning VBO can be a bit daunting, but the customer service team is excellent. Each time I call them with a question, I talk to a real person who is helpful and kind. VBO is really good for tracking information and allows you to alter your ticketing info and events with ease. The mailing system for customers is OK, but they work well with other institutions such as Mailchimp to make e-newsletters a cinch. Creating pricing deals for customers is also quick and easy to do.",
Best Customer Service.,Jeff K.,President,"Entertainment, 11-50 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Mar 14, 2017",5,4,5,5,5,10.0,,Pros: Ease of use,,"Overall: VBO Tickets has been the backbone of our customer experience when selling tickets online. They have created a great product and are constantly refining it with new features. Other ticket companies ignored my requests for new features or promised to ""look into it."" VBO has always taken our requests seriously and sometimes new feature requests are implemented within 24 hours!",
Good option for small orgs,Anne Y.,Development Director,"Entertainment, 1-10 employees",Used the software for: 1-2 years,NGC,Source: Capterra,"Dec 16, 2016",4,4,3,3,5,10.0,Comments: VBO has a lot of really great features that were not available in our previous ticketing system. We especially like the fact that their ticketing pages are embedded into our web pages so the customer sees a seamless site from start to finish. They are continually making upgrades to all areas of the software which mean they're constantly improving. Their reporting features are not as intuitive or malleable as we'd like. It would be great for them to add a custom reporting center where the client can build their own reports based on specified criteria. Hope they do that soon!,,,,
Best all-in-one ticketing and CRM system!,Sheryl Lynn T.,Marketing & Development,"Non-Profit Organization Management, 1-10 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Jul 20, 2017",5,4,5,5,5,10.0,,"Pros: That the software can do anything you need to do within ticketing, registration, donations, memberships and a CRM to keep track of it all!","Cons: It's a good thing, but because the system does so much it can be a little complex for novice users/non-techy people.",,
Most responsive support from a company,Amy L.,Owner,"Entertainment, 1-10 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Mar 22, 2017",4,4,4,5,5,9.0,,Pros: Price. Reliability,Cons: Could be more user friendly on back end,Overall: We have been with VBO for 3 years and have sold thousands of tickets. We have rarely had any issues and when we have we have received immediate assistance. They care about the customer and they are continually finding ways to improve the software.,
Why do business with anyone else!,Susannah G.,Community Partnership Coordinator,"Performing Arts, 1-10 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Mar 14, 2017",5,5,5,5,5,10.0,,Pros: Ease of use and set up to adhere to marketing best practices.,Cons: I haven't run across any yet.,"Overall: Big business with personal, customized support! Time after time with various ticketing needs I have turned to VBO and been impressed with their professional, quick training, support, help and even the ability to create features and functions that didn't previously exist. Ticketing

is hard and specific and ever changing but VBO has hit it out of the park every time; addressing challenges and coming up with the best short and long term solutions I've seen anywhere. Affordable and able to take on small or large jobs, it's my go to ticketing solution for their technically advanced product, user friendliness, and brilliant customer support. From small performing arts shows, to subscriptions, to large concert halls, Festivals, Zoo fundraising events and Corporate Conference dine-arounds, there's no environments or tasks they didn't take on for me with reliable, flawless execution. I've used several well know ticketing solutions both back and front end and my favorite is VBO for sure.","Recommendations to other buyers: My review says it all, it really is a solution, customizable, efficient and technically sound."
Music City Male Revue,Shawn C.,Owner,"Entertainment, 11-50 employees",Used the software for: 1-2 years,NGC,Source: Capterra,"Jun 17, 2019",5,3,5,5,5,10.0,,Pros: It works every time my Customers want to purchase tickets . Once I Locate on the site it's very simple to add more tickets.,Cons: We have a very hard time navigating the tasks we want to do. However if any questions come up VBO are always helpful in showing us the steeps.,Overall: The system works and they have helped us sellout almost every weekend.,
CMT loves VBO,Dana Z.,Managing Director,"Entertainment, 11-50 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Mar 14, 2017",4,4,4,4,5,8.0,"Comments: We value our relationship with VBO. They have helped our organization carefully plan for registration and ticket purchases, updating reports and forms needed to serve our organization. The VBO team is responsive and offers good client support.",,,,
What A Treasure!,Sheryl Lynn T.,Marketing Director,Education Management,Used the software for: 2+ years,NGC,Source: Capterra,"Mar 30, 2017",5,5,5,5,5,10.0,,Pros: Customization,Cons: Need some experience with computers/software,Overall: VBO has been an amazing addition to our online experience for our customers! The system is robust yet user friendly and the VBO staff is a pleasure to work with.,
Fantastic Service That Keeps Getting Better,Bill H.,Media Lead,"Entertainment, 1-10 employees",Used the software for: 6-12 months,NGC,Source: Capterra,"Jun 10, 2019",5,4,5,5,5,9.0,,"Pros: VBO Tickets is well rounded and can ultimately be shaped to be a solution for anything you need to get done. I have always been able to implement changes to my sales, and when I can't find the solution myself, the support team is always able to quickly let me know what to do.","Cons: As an ever improving service, sometimes you can get confused by older demos and setups.",Overall: I've been selling tickets with VBO for nearly a year and I'm glad to be doing so!,
VBO Tickets - Great software for nonprofits!,Aimee Z.,,,,NGC,Source: Capterra,"Mar 14, 2017",4,5,4,5,5,9.0,"Comments: We just started with VBO last summer for our outdoor summer theater festival that has over 14,000 attendees in 8 weeks of performances. VBO staff were able to get us up and running in under two weeks, which was AMAZING. (Although I wouldn't recommend that timeline to anyone -- but they can do it!) The software is very user friendly to our patrons who had no trouble moving to a new user experience, and from the back end, with very little training, our entire staff was able to sell tickets over the phone successfully. The back end reporting does need a little help, but the company has worked hard over the last year to improve the functionality, and I am pleased with what the software is able to do now for us with regard to sales reports and data. Overall, I think it's a great ticketing / subscription / member software for the price and staff support. We researched five other CRM systems this fall and ended up sticking with VBO. I would highly suggest a demo with the company to see if it fits into what you need. And if you're not sure, they seem willing to customize the process so it works for you. Would be great for museums, theater companies, symphonies, ballets, operas, who operate year round, but also for music festivals, etc that need it on the occasional basis.",,,,
Excellent service & very responsive,Dave G.,Managing Partner,"Performing Arts, 11-50 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Dec 06, 2016",5,5,5,5,5,10.0,,"Pros: Easy to navigate behind the scenes, from the dashboard to all the specific areas.","Cons: Would maybe like a few more options, easily customizable, with how ticket options are presented graphically on our own website.","Overall: We have been working with VBO for several years now. When the inevitable issue pops up, they have always been super quick to respond, and very attentive until all is resolved. We have been very happy, and expect to continue using VBO well into the future.",
"Great Ticketing Software, Great Customer Support",Don M.,Executive Director,"Entertainment, 11-50 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Mar 14, 2017",4,3,4,5,4,10.0,"Comments: VBO is always responsive to my requests and customer support issues, which is very important when using software that is central to your business.",,,,
LOVE VBO - a lot,Kasey K.,Artistic Director,"Entertainment, 11-50 employees",Used the software for: 1-2 years,NGC,Source: Capterra,"Mar 15, 2017",5,5,5,5,5,10.0,,"Pros: Intervention

Flexibility

Ease of use

Customer service",Cons: Didn't switch sooner,Overall: VBO has dramatically improved our ticket integration on our website and cut our manual backend work in half! Literally. And their customer support has been outstanding,Recommendations to other buyers: Very very happy
Easy to Work With!,Lauren D.,Treasurer,"Performing Arts, 11-50 employees",Used the software for: Less than 6 months,NGC,Source: Capterra,"Jun 15, 2019",5,5,5,5,5,10.0,,"Pros: There are tons of great things about VBO. I love that it looks very professional and easily integrates with our existing website. The backend platform is fairly easy to navigate once you get familiar with it, and there are tons of ways to customize your events.","Cons: You do sometimes have to jump around a bit as certain features only exist in certain places (you cannot create a new event pricing template from the event creation section, for example), but once you understand the flow it's pretty quick and easy to use.",Overall: The sales and customer support team at VBO are great. They're always easy to get in touch with and very helpful. Getting started with their services only took a few days and was really painless!,
Not Always Practical,Luke W.,Owner,"Entertainment, 11-50 employees",Used the software for: 6-12 months,NGC,Source: Capterra,"Jun 03, 2019",4,3,3,3,4,5.0,,Pros: I like that we were able to seamlessly integrate it within our website.,"Cons: The small things that don't make sense for us (i.e. ordering of shows in drop down menus), inability to customize for our specific needs.","Overall: It's been okay, but hard to get in touch for immediate contact without having a VBO support phone number and having to email only.",
Super Easy and Responsive,Laurel B.,Development Associate,"Fund-Raising, 1-10 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Mar 14, 2017",5,5,5,5,5,9.0,,"Pros: Easy to use- both for our guests and on the back end. Enough bells and whistles to be useful, but not so many that it's all just too bewildering.","Cons: I haven't yet figured out a way to de-segment guests from donors when it comes to targeting email addresses, but I'm sure it's doable.","Overall: We have used VBO for the past few years as the ticketing platform for my nonprofit organization's signature event, the Hoot & Howl. This party pulls in a guest list topping 750 people, and I really appreciate being able to use a friendly interface for both paid tickets and consignment tickets (for our sponsors). My technical assistance questions are always answered promptly, we receive electronic invoices in a timely fashion, our guests find VBO easy to use, and it's a tremendous help when it comes to check-in the night of the event, as well.",
VBO Tickets Changed my business,Mike D.,Owner,"Performing Arts, 1-10 employees",Used the software for: 1-2 years,NGC,Source: Capterra,"Mar 14, 2017",5,5,5,5,5,10.0,Comments: With the help and support of the VBO staff this software has completely changed the way we do business and has more than paid for itself. The staff is always more than willing to help out with anything they can do.,,,,
Outstanding Customer Support,Bea R.,Project Manager & Women Entrepreneurship Conference Director,"Higher Education, 51-200 employees",Used the software for: 1-2 years,NGC,Source: Capterra,"Jun 10, 2019",5,3,4,5,5,8.0,,"Pros: The ability to create recurring events, and to pull various kinds of reports.","Cons: It's not intuitive (for example, to change the venue of an event, I have to remember to go ""Manage Event Dates"") and still am having trouble syncing to Constant Contact. I use Customer Support often, who have been extremely helpful.","Overall: The best part of my experience with VBO is the exceptional customer support. Ben, in particular, is highly responsive and dependable. The video tutorials are helpful, and they can troubleshoot pretty quickly.",
VBO,MICHAEL D.,Owner,"Entertainment, 11-50 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Oct 16, 2018",5,5,5,5,3,7.0,,Pros: Easy to use. This software takes the guess work out of selling tickets online,Cons: It's a little on the pricey side. We are a very small theater and it ended up being a little too expensive for us,Overall: Customer service through VBO was amazing. They help walk you through every step so it makes set up and delivery of your products super easy,
VBO Tickets ROCKS!,Ed E.,Executive Director,"Entertainment, 1-10 employees",Used the software for: Less than 6 months,NGC,Source: Capterra,"Dec 20, 2016",5,5,5,5,5,10.0,,Pros: Extremely user friendly. Absolutely TERRIFIC customer/user support.,"Cons: N/A - Seriously, none that I can think of at the moment that is VBO Tickets' issue. I wish that Square was a little easier for them to work with, but that is NOT their issue.","Overall: As the Executive Director for Hawaii Children's Theatre, I can say that we have had an absolutely exceptional experience with VBO Tickets. From our first contact with the company to setting up the site and linking it to our own website, to brilliant customer service and support, to well...everything. We have had a great experience. Additionally, my assistant has given me extremely positive feedback about all of her interactions with VBO Tickets and has relayed to me that the response time for addressing any of her questions has been incredible, so much so that she told another community theater company about our experience. Because of our experience, they too are excited about building a new partnership with VBO Tickets. Thank you very much for everything that you have done for us. We look forward to our continued partnership and growth with VBO Tickets!",Recommendations to other buyers: None that I can think of at the moment. Please keep up the terrific work!
The BEST Ticking Service We've Found,Carter W.,Box Office Manager,"Entertainment, 1-10 employees",Used the software for: Less than 6 months,NGC,Source: Capterra,"Mar 16, 2017",5,4,5,5,5,10.0,,"Pros: Customer service, ease of use, low service fees, prompt response, website integration",Cons: It has it's minor bugs but they ALWAYS look into them when you bring it to their attention,"Overall: As a small nonprofit community theatre, ticketing services can often be way more complicated than what we need. When we discovered, we were not aware just how amazing they would be at customizing our experience for our small theatre. The customer service ALONE is worth the cost of use. If I ever have a question on how to do something and can't figure it out, they always respond promptly with more information than I would normally expect. I cannot recommend VBO Tickets enough, they're AMAZING!",
All-In-One ticketing,Verified Reviewer,Box Office Manager,"Biotechnology, 51-200 employees",Source: Capterra,NGC,Source: Capterra,"Apr 12, 2019",5,5,5,5,5,7.0,,Pros: This is a cloud based platform that uses advanced tech to help plan the most advanced events. This is great to use for an event where you want different type of seating,Cons: This is great service! No cons here. works great for events.,Overall: Overall it is my go to ticket experience for any events and can embed directly onto my website for advanced and GA seating.,
Awesome Business Partner,Sandy C.,,,Used the software for: 2+ years,NGC,Source: Capterra,"Mar 20, 2017",5,4,4,5,4,10.0,,Pros: Flexibility and client ease of use,Cons: Not always the easiest to configure on the business side,Overall: VBO is always innovating! Their customer support team is quick to get the answers your business needs and to solve your challenges.,
Amazing quality and support,Dottie B.,,,,NGC,Source: Capterra,"Dec 16, 2016",5,3,5,4,4,10.0,"Comments: VBO's willingness and ability to create special programs for us, a small community theater, continues to amaze me. It has allowed us to move our service up another level, and to rely less on one person (me) so that I can envision passing the ticketing/membership function on to someone else. The only suggestion I would make is that structure is needed in the overall training program. I am now at the point where I am wrestling with reconciling sales in VBO/Stripe/my bank account/chart of accounts and it is very difficult and non-uniform. Key information that I need (what was purchased - a subscription or tickets, and tickets to what event) are not passed over into Stripe, so I have to do a cumber reconcile process in order to allocate a deposit among the various bookkeeping accounts. I would suggest a chat feature. Stripe has it and it has really helped when I have questions.",,,,
VBO Tickets is Great!,Stefanie W.,,,,NGC,Source: Capterra,"Mar 29, 2017",5,4,5,5,5,10.0,,"Pros: Customer experience & POS for box office operators (ever-changing set of volunteers), Feature-rich, web embeds, cloud-based",Cons: slow printing still a problem at Paly box office.,"Overall: Very powerful and flexible system. Love that it is cloud-based & updates are FAST & continual. Excellent cashier/box office system for operators & POS experience for patrons. Seamless & good-looking embed on ticketing webpage. Longer learning curve for main admin person, but that comes with depth of features. Excellent phone customer service: shout-out to the customer support! Excited about app for sales & scan management in cellular-only environments. Good how-to vids; keep going with more, please. Looking forward to those reporting upgrades, too.",Recommendations to other buyers: Wish I could reach customer service folks on weekends when we have shows.
We love VBO!,Patrick S.,,,,NGC,Source: Capterra,"Mar 14, 2017",5,4,5,5,5,10.0,"Comments: VBO ties into our website; we especially like the gift and loyalty card features that allow us to customize those experiences for our fans. The discount flexibility helps us out a lot, and VBO even built the ability to authorize, but not charge cards until we review the transaction - allowing our fans to change their orders up until the day of show. This is viewed by group purchasers as exceptionally flexible, and great customer service on our part. VBO made it possible.",,,,
