title,name,position,industry,usage,paid_status,source,date,total,ease,feature,support,value,recommend,comments,pros,cons,overall,recommendations to other buyers
"Easy to use platform, visually pleasing, more functionality than other ticketing sites",Nashelley K.,Senior Manager,,Used the software for: 1-2 years,NO,Source: Capterra,"May 11, 2018",5,5,4,5,3,5.0,,"Pros: Easy to use, easy to integrate onto website; good flexibility in design; customer service team is quick to help","Cons: Some limitations in the functionality, but Picatic may already be working to remedy these - front of mind is that with promo codes, we can't limit the number of tickets that can be purchased with that code, we can only limit the number of tickets that can be purchased per ticket type... would like more flexibility with codes and ticket types. I'd also like to be able to view full lists, which promo code was applied, and reorder the lists online rather than having to download each time.",,
I've used a variety of ticketing systems this is the most flexible while being easy to use.,Dave M.,Consultant,,Used the software for: 2+ years,NO,Source: Capterra,"May 11, 2018",5,5,5,4,5,10.0,,Pros: I run a series of festivals and always need different ticket pricing tiers and discounts. This system makes that really easy to do.,"Cons: Could be some better exporting of sales for accounting. The door reports are great, but I'd like to export out a summary of sales for reporting to stakeholders and export transactions to an accounting system.",Overall: I've sold a lot of tickets to events through this system. It is my go-to ticketing system these days.,
"I've enjoyed some of the feature as the ticket designer, but our customers have had many issues.",Sara P.,Director of Online Operations & Media,"Education Management, 1-10 employees",Used the software for: 1-2 years,NO,Source: Capterra,"May 13, 2018",3,2,2,4,3,3.0,,"Pros: I like the sleek, professional look of Picatic. I like that it easily integrates with our website. I've had helpful customer service.","Cons: I don't like that it makes me create the same survey every time I make a new ticket. I don't like that to pay with an invoice customers have to click ""OFFLINE"", which is very confusing and often unclear that this option will allow them to do an invoice. I don't like that I can't customize the email or the invoice that goes out to customers after they've bought a ticket. I don't like how much time I've spent manually putting in customer information because so many of them have had trouble using this product. :(",Overall: Using this product helped me learn what features I truly need and am looking for in a ticketing service so that I could make an informed decision on the next company we choose.,
Reliable platform for hosting events - looks great and gaining traction.,Bonnie F.,Chief Investment Innovator,,Used the software for: 2+ years,NO,Source: Capterra,"Jun 02, 2018",4,4,4,4,4,10.0,,Pros: Easy to use and looks great. Great user interface for both event creators and for event attendees. Happy to use a made-in-Canada solution for my local events.,Cons: Doesn't have the same level of adoption in US and UK (where I have hosted events before). My audience/attendees in those geographies are still more familiar with registering for events via Eventbrite.,"Overall: Easy to use for free and paid events, easy to manage RSVP list.",
Easy to Get Up and Running Quickly,Sabrina B.,Founder | Consultant,Human Resources,Used the software for: 2+ years,NO,Source: Capterra,"May 11, 2018",5,5,5,5,5,10.0,,Pros: Picatic is very user-friendly and easy to set up quickly. Its fees are less than similar sites. The customer service is very responsive and they have a great help section for when you get stuck.,Cons: The only issue I have had is with the map feature pulling the wrong address even if the address is entered correctly. This has caused some confusion with event attendees but nothing major.,,
Great design and functionality for event management,Verified Reviewer,Founder | Consultant,"Non-Profit Organization Management, Self-employed",Source: Capterra,NGC,Source: Capterra,"Jan 09, 2019",5,5,5,5,5,9.0,,Pros: I loved the easy interface and access to important information about the event and attendees. It took a few minutes to set up the event and start selling tickets. The layout looked great as well! Being able to link between our site and the event page was also very useful.,"Cons: We had a few issues with attendees unable to process payment for tickets, that may have been on the bank's side but still made selling tickets a bit more complicated. Support replied to requests in a timely fashion to help us deal with any issues though.",,
Always dependable and easy to set up.,Rosemary C.,Director Faculty of Dentistry,"Higher Education, 10,001+ employees",Used the software for: 2+ years,NO,Source: Capterra,"May 22, 2018",4,4,4,5,5,9.0,,Pros: The ability to track attendance and payments and to download lists for use at events. Ability to create and upload our invitations,Cons: Hard to understand what was collected and then paid to us -v-s what comes from stripe. Would like to see the difference between what was stated to be the final amount to pay out and what goes to stripe to pay out.,Overall: Ease of use and ability to track events and budget.,
A good ticket system that will be excellent with time,Sam L.,Director,"Design, 1-10 employees",Used the software for: 2+ years,NO,Source: Capterra,"May 14, 2018",5,4,4,4,3,8.0,,"Pros: Integration into other website is good. Prefer the look and feel a lot more than Eventbrite. Also, it feels a lot more white label in its design.","Cons: Lack of customisation is very limiting. Colours, labels, buttons, etc. They really have room to improve in customisaton. Also, I find it very annoying that they don't have support 24/7/365",Overall: Go implementation for WordPress and one off events.,
Utilizing Picatic as a non-event service,B W.,Director,,,NO,Source: Capterra,"Apr 10, 2015",5,4,4,5,3,8.0,"Comments: Robbie has been great in working with me to use the service for our business card ordering model. Overall it is great. Sometimes it gets confusing when you update things and without knowing, I have to figure out how to find the things I am looking for. Entrance list for example keeps getting re-organized so I have to search around to figure out where it is located etc.",,,,
Easy to use ticket management software!,Barrie T.,Marketing Coordinator,,Used the software for: 1-2 years,NO,Source: Capterra,"May 14, 2018",4,4,3,5,3,8.0,,Pros: I love the easy to use features and the ability to customize each event to our branding. Customer Service response time is fast with excellent follow-up from our representative. Our issues were handled with high priority and quickly resolved.,"Cons: I would love to have more editing capabilities and more diverse survey options. It would be beneficial to be able to assign more than one survey to a category. Right now, only one survey can be assigned to a group.",,
I absolutely love picatic. I've been using them for a few years and have absolutely no issues.,Danielle M.,Owner,,Used the software for: 2+ years,NO,Source: Capterra,"May 11, 2018",5,5,5,5,5,10.0,,Pros: Their customer support is amazing. They are quick to respond and the software is easy to use for both the creator and purchaser. Thank you!,Cons: There are no cons. It's very informative and easy to use. The system is very clear and concise. The money gets transferred on time and I cannot say enough good things about the customer support.,,
I've used Picatic for Innovation Island's event registration platform for years.,Chelsea P.,General Manager,,Used the software for: 2+ years,NO,Source: Capterra,"May 11, 2018",4,4,4,4,4,9.0,,Pros: I mostly like how user-friendly this software is. It is so simple to build a registration page for events. I also like the mobile app for registrations.,Cons: Hard to say...I think mobile capability could be improved. I remember not being able to add walk-in registrants to the mobile platform the last time I used the app for an event.,,
An excellent product for simple events.,Lynda T.,"Director, Lecturer and Business Owner",,Used the software for: 1-2 years,NO,Source: Capterra,"May 11, 2018",4,5,3,5,4,9.0,,Pros: Very easy to use and set-up. Visually attractive and delegates found it easy to navigate to make bookings,"Cons: No option to provide partial refunds through Picatic in the case of a cancellation fee being deducted. A place is not reserved until the purchase is complete. This caused us problems with a fast-selling event in that delegates had the ticket but by the time they completed checkout, the ticket had gone to someone else who could type faster.",,
Great service that I have used for 3+ events,Verified Reviewer,"Director, Lecturer and Business Owner","Internet, 11-50 employees",Source: Capterra,NO,Source: Capterra,"May 15, 2018",5,5,5,5,5,10.0,,Pros: The interface is really user-friendly and makes throwing an event really simple. We can literally get an event up and running within 30 minutes,"Cons: We have had a few small tech issues with the service, but luckily the customer support has been really helpful in fixing any issues.",,
Great platform,Titus F.,Founding Partner,,Used the software for: 2+ years,NO,Source: Capterra,"May 13, 2018",5,5,5,5,5,10.0,,Pros: The ability to add surveys to ticket types so that we can create the right attendee experience. We have used these surveys to provide the right type of swag bag for our conferences.,Cons: The functionality of the Android app could be improved so that its a more useful tool for my volunteers checking people in at the door,,
"Excellent customer service, and site is generally easy to use.",Jan S.,Executive Director,,Used the software for: 2+ years,NO,Source: Capterra,"May 16, 2018",5,5,5,5,5,10.0,,"Pros: Can be free to me, and is reasonably easy to use. It gives folks an easy online sign up option for events, whether free of for an entrance fee.",Cons: Some of our attendees have had trouble with the credit card process for some reason. although they were quite open to feedback about the potential problem on the site.,,
"Easy to use, great UX and good price",Jeff G.,CEO,,Used the software for: 2+ years,NO,Source: Capterra,"May 11, 2018",5,4,4,4,4,9.0,,"Pros: I like that the platform gives you a landing page to basically direct all traffic to, versus having to ""house it"" on my existing site.","Cons: I haven't found any significant dislikes with the software after a few years of using it, it has consistently met my expectations.",,
We are satisfied with the service that is provided to us via picatic,Adam S.,Management,,Used the software for: 2+ years,NO,Source: Capterra,"Jul 18, 2018",5,5,5,5,5,10.0,,"Pros: We like the ease of use, and the interface is great feature. Stripe payments us a nice feature as well.","Cons: The lack of a sold out function, if we could have sold out header come up on the site after the tickets are sold out.",,
Easy event and ticketing platform.,Kevin W.,Co-Executive Director,,Used the software for: 2+ years,NO,Source: Capterra,"May 11, 2018",5,4,5,5,5,10.0,,"Pros: Picatic is extremely simple to use, thr payment is quick and directly deposited, and lots of stats are tracked .","Cons: This may not be entirely correct, but in the past, once an event is started, changes can't be made. Luckily support is quick to help.",,
Picatic has given me the ability to have my attendees register right from our website.,Joan S.,Owner,,,NO,Source: Capterra,"Jan 07, 2016",4,4,5,4,5,10.0,"Comments: The leaning curve was a little difficult when I first started but now I feel comfortable. I just started using the Pro features and so far I like them.

The one thing I discussed with Robbie was the issue of offering Early Purchase discounts and his suggestion was to create multiple pages so that when the deadline for one was over the new one would be in effect. Other than that I really have not had problems with your products.

I have noticed that you now have a setup to offer clients your own processing of credit cards. One of the reasons I choose Strip was the instant payments into my account. My small business does not have sufficient cash flow to pay vendors upfront, if I have to wait for the money until after the event is over. I feel this may be an issue with small companies like my self.

I teach continuing education classes and adding classes to your list of options for what the event is doing would be a nice little addition.",,,,
"Very easy to ser up, people recognize the brand and buy tickets and made donations easily",Maru A.,Director,,Used the software for: 2+ years,NO,Source: Capterra,"May 22, 2018",5,5,5,5,5,10.0,,"Pros: Once you set up your event , the advertising is very easy because the target can see where to get the tickets .","Cons: So far we didn't find any problem with the software, we have been using this software for 6 years and never have a problem.",,
Great for event management and centralizes multiple aspects of event in one place,Verified Reviewer,Director,11-50 employees,Source: Capterra,NGC,Source: Capterra,"Jun 01, 2018",5,5,5,5,5,10.0,,"Pros: - Amazing for ticket management because I can monitor promo code use, entrance lists and create attendee reports

- Creates a shareable link which makes it easy to send to potential attendees

- Very user friendly and easy to navigate

-","Cons: - I don't like that I feel i need to charge more for tickets

- Would like to have more than one administrator for events instead of having to share a log in

- I wish they had a searchable database

- I wish there was a 'email all attendees' option",,
"We really like picatic, it is user friendly and customer friendly",Jessica G.,Office Manager,"Financial Services, 51-200 employees",Used the software for: 2+ years,NO,Source: Capterra,"May 11, 2018",5,5,5,5,5,9.0,,Pros: the design is beautiful and has a professional look. It is easy to set up and has all the features we need.,Cons: sometimes the QR codes are difficult to pull up on an android device; however this has not been a huge issue,,
Use picatic heavily for regular classes I run.,Verified Reviewer,Office Manager,"Telecommunications, 1001-5000 employees",Source: Capterra,NO,Source: Capterra,"May 11, 2018",5,4,5,5,5,10.0,,"Pros: Saves me time. It is easy to duplicate past events, maintain all the settings and create a new event. Easy to pull reports to create a mailing list and the payment integration is flawless.","Cons: due to me always duplicating past events to save time, the current config of the multi-day event is somewhat cumbersome. It would be nice to be able to multi-select and delete dates in this setting. A small annoyance for an otherwise great platform.","Overall: It's time savings. It's well laid out, and just functions properly. I want to be able to quickly create an event, and sell tickets. Picatic allows me to do this in minutes and I can focus my time and effort on advertising and getting sales instead of just setting up a page.",
"I enjoyed the sleek layout, easy interface, and great customer support.",Verified Reviewer,Office Manager,Higher Education,Source: Capterra,NO,Source: Capterra,"May 11, 2018",4,5,4,5,4,9.0,,"Pros: I liked their visually appealing layout, easy-to-use interface, great customer support, and the check-in system.",Cons: Integration with Facebook wasn't available at the time. Hope it is now. The biggest reason i would choose Picatic over Eventbrite is the sleek layout. I wish there could be more options availble to adjust the page layout.,,
Very good,Karen F.,Minister,,,NO,Source: Capterra,"Feb 02, 2016",4,4,4,5,4,9.0,"Comments: Great product.

For the most part, easy to learn and use.

Customer service is excellent.

A couple of pointers would have made for a better experience first time through:

- before I can click on ""live"" let me know what i *can't* change once its live i.e. web address

- more clarity about pricing ... i felt that i had to do some searching to figure out what my ticket price would be, and whether I needed pro or not, and what I would need to purchase (in addition to picatic) to be able to charge for events.

One very minor bugs:

- in the event information panel, when I click on country, and then move my cursor to the next line, the country changes. This has happened with each of the four events I've made. I've discovered the workaround is to fill in the city first, then the country then the province i.e. not the order you've got them on the page.

-",,,,
"Picatic is easy to use and costs are lower for non profit organizations, which is a huge plus.",Warren M.,Direct Marketing Associate,11-50 employees,Used the software for: 2+ years,NO,Source: Capterra,"May 11, 2018",5,4,5,5,5,8.0,,Pros: The software is very easy to use and there are some fail safes in place in the event you make an error. I like the simple step by step process that you get walked through when you create an event. The analytics after an event goes live is also very valuable as it gives insight to the success of the event and how to improve it.,"Cons: You cannot re-open a closed event. Even if the event was closed in error, you have to get Picatic's admins to re-open it.",Overall: Easy and friendly to use.,
I had a great experience,Joseph G.,Owner / CEO,,,NO,Source: Capterra,"Jan 11, 2016",5,5,5,5,5,8.0,Comments: I liked my experience with Picatic... Unfortunately I did not advertise my page well because I had to use my website page because it has the price in Canadian and US $ at the same time.,,,,
All I needed,Hans S.,Executive Coach,,Used the software for: 1-2 years,NO,Source: Capterra,"May 12, 2018",4,4,4,5,5,8.0,,Pros: The design of the event page looks very neat and stylish. No need to create my own events landing page. It's very quick it easy to create a good events landing page.,"Cons: The user interface is a bit fiddly and I would like to see more option to make the events page bespoke, by moving features around on the events page.",,
Has been great so far!,Santiago O.,"Operations & Partner Relations Lead, Account Manager","Hospitality, 11-50 employees",Used the software for: 1-2 years,NO,Source: Capterra,"May 11, 2018",4,4,4,4,4,8.0,,"Pros: We use Picatic for our quarterly panel talks. I like the platform for its ease of use, ability to customize, integrations, and the fact that I can send out emails to invitees directly from the platform.",Cons: The discovery feature is not the best. It's hard for people to find our event directly from the platform.,,
Relatively smooth and seamless.,Verified Reviewer,"Operations & Partner Relations Lead, Account Manager","Management Consulting, 11-50 employees",Source: Capterra,NO,Source: Capterra,"May 13, 2018",5,5,5,5,3,7.0,,Pros: The aesthetics for ticket buyers and mobile integration is well done. The overall design is intuitive and simple to use.,"Cons: percentage lost from ticket sakes. Also, there are some options that are too many clicks away and take away from the simplicity from the rest of the user experience.",Overall: Simplicity and ease of use.,
Great! Makes events easy!,Verified Reviewer,"Operations & Partner Relations Lead, Account Manager",11-50 employees,Source: Capterra,NO,Source: Capterra,"May 11, 2018",5,5,5,4,5,9.0,,Pros: We can check people in as they arrive to the events and track how many people are coming for fire code. Also helps to promote events to other audiences.,Cons: Nothing! I like it a lot better than other apps I have used. It's user-friendly and great to use.,Overall: Making our meetup events and registration way easier to use,
"Everything has been good with the software, easy to set up and manage.",Jarred C.,Interior Designer,"Architecture & Planning, 11-50 employees",Used the software for: Less than 6 months,NO,Source: Capterra,"May 14, 2018",5,4,4,4,4,9.0,,Pros: It has been easy to set up our event and manage the sales. There has been no lag or issues between people submitting inquiries online and our ability to communicate with them.,"Cons: I know that this would be in the preferences, but the daily sales reports have come in a couple of times as two reports for the day. I could probably shut them off, just slightly a hassle to clear them from my inbox.",Overall: Transparency and ease of use.,
"just fine, but not overly advanced",Sean B.,"Director, IFP Design Group",,Used the software for: 1-2 years,NO,Source: Capterra,"May 11, 2018",4,4,3,3,3,7.0,,"Pros: It's simple to set up and use, even for the novice. I don't have 65 other characters to put into this space. Sorry.","Cons: Limited functionality, but works well and serves the purpose for a novice. I don't have 25 other characters to put into this space. Sorry.",,
Always flawless,Janice D.,Office Manager,,Used the software for: 1-2 years,NO,Source: Capterra,"May 11, 2018",5,5,5,5,5,10.0,,Pros: The results/look of the event page looks amazing! I like how you can make the web page address customizable.,Cons: The spacing challenges when putting in content on the page. I do not have anything else to state. I can image that Picatic has so much potential so I look forward to what lies ahead.,,
"Good software, good layout",zareen r.,Marketing Coordinator,,Used the software for: 1-2 years,NO,Source: Capterra,"May 10, 2018",5,4,3,3,5,10.0,,"Pros: Professional nicely made page, easy payment option, quick update of changes . Tickets arrive nicely in email.","Cons: No human interaction/chat bot of no use due to time difference, Change of dates of event not easy to make. Not much customization.",,
Great,Ratchadej W.,It Officer,,Used the software for: 1-2 years,NO,Source: Capterra,"May 11, 2018",5,5,4,4,5,10.0,,Pros: The best part of Picatic is that you are able to do almost everything. Scan in the phone and add the date of what your costumer would like to attend. And there is much more,Cons: The payment method is not covered all the countries. But well most of them are covered. That's good enough.,,
Helpful for tracking events,Christopher T.,Writer,"Writing and Editing, Self-employed",Used the software for: 1-2 years,NGC,Source: Capterra,"Apr 11, 2019",5,5,4,4,5,9.0,,"Pros: Picatic is good--it'll allow you to track events, what you've signed up for, and it has an ability to add the invitation or RSVP onto your Wallet on your phone. It's easy to keep the events organized with Picatic, especially when someone has multiple events to get to each week.","Cons: The main problem I would see with Picatic is that their ""add"" to the Wallet in your phone doesn't have much information. It just has the basic details, rather than adding the event organizer or anything else.",Overall: Good and useful.,
"Easy, attractive, well-designed event solution",Laura G.,Owner,,Used the software for: 1-2 years,NO,Source: Capterra,"May 11, 2018",5,4,5,5,5,9.0,,Pros: It looks professional and easy very simple for my clients to use. It's well worth the fees if you need an external event host.,Cons: A little hard to navigate on the backend. I usually must click around three or four times to find the info I want when managing the event.,,
VEC: used picatic for 2 paid and 2 free event,Pietra B.,Sustainable Community Development,,,NO,Source: Capterra,"Oct 28, 2015",4,4,5,5,5,9.0,"Comments: PROS:

super easy to use and manage

amazing customer service

great built-in features to help you build a better registration page, communicate clearly with attendees, and create a hierarchy of information",,,,
I have been using picatic for a few years now for fundraising events.,Paulina B.,marketing director,,Used the software for: 1-2 years,NO,Source: Capterra,"May 11, 2018",5,4,4,5,5,9.0,,"Pros: Picatic is easy to use, user intuitive and has excellent customer support. Would highly recommend for event planners as it provides a comprehensive report.","Cons: One time a feature disappeared. However, when I reached out o customer service it was fixed right away.",,
One of the keys to the success of the Stanstead House Concerts Network - SHCN,Hal N.,Chief Concert Host,,,NO,Source: Capterra,"Nov 30, 2015",5,5,4,5,5,9.0,"Comments: We began leveraging the power of Picatic about halfway through the 2015 Season of the Stanstead House Concerts Network. My only regret is that we should have started earlier. The team at Picatic is responsive - even when dealing with a small family music project like ours. They have answered our questions and resolved any issues - almost all of them due to operator-error (mine) with patience and understanding. Working with Picatic allows us to focus on actually hosting concerts rather than having to deal with all of the minutia related to ticket sales. The unique url links are excellent for promoting our events on social media - and our audience members report the purchasing process is quick, easy and secure. Quite frankly, Picatic has been one of the keys to our success.",,,,
"Simple, beautiful event ticketing platform",Jenn M.,Owner and Head Artist,,Used the software for: 1-2 years,NO,Source: Capterra,"May 11, 2018",5,5,5,5,5,9.0,,"Pros: I love the professional look I can give my events, all the way down to purchasing your tickets. It makes me feel more credible.","Cons: I wish it integrated with square payments, because stripe takes a week to be deposited into my account. Square is only a day or two.",,
"I enjoy usng Picatic, would recommend to to anyone, love the Picatic is a Canadian company!",Marie Helene S.,Business Transition Specialist,Management Consulting,Used the software for: 1-2 years,NO,Source: Capterra,"May 11, 2018",5,5,4,4,5,10.0,,Pros: Easy to use and support is there when you need it. Easy to edit and adjust event info as necessary.,Cons: some additional features would be helpful in terms of sharing the event on to other social media platforms.,Overall: Events that I have posted have been well received and attended.,
I've run about a dozen events with Picatic and am extremely happy.,Michael P.,Business Owner,"Writing and Editing, 1-10 employees",Used the software for: 1-2 years,NO,Source: Capterra,"May 12, 2018",5,5,5,5,4,9.0,,"Pros: Gorgeous event pages, incredibly easy to use interface. Everything is highly customizable. In particular I like the ""multi-day events"" feature that we use for hosting the same event each month. I get a response from the support team within 24 hours and they are eager to help.","Cons: The fees work out to about 7% which eats into our profits. But, it means we don't have to set up our own website to sell tickets.",Overall: We've run about a dozen events and grossed in the 5 figures. Our customers seem to love our offerings because our conversion rate is over 6%,
Great platform for events.,Jessie-Lynn M.,Owner,,Used the software for: 6-12 months,NO,Source: Capterra,"May 15, 2018",5,5,4,4,4,8.0,,Pros: I like this software because it is fairly easy to use. I also find it's easy for clients to register.,"Cons: For me, I would like the multiple week formats to be a bit easier to do. I found it a bit of an issue and had to re-enter a few times. It's not that big of a deal. It may have been me at the time I was creating the event. I was too rushed.",,
The platform has been a great addition to our events.,Marjorie S.,Director,"Hospitality, 11-50 employees",Used the software for: 6-12 months,NO,Source: Capterra,"May 11, 2018",4,4,4,4,4,8.0,,Pros: The sponsor feature is nice. I like that the branding appears to be more like my company rather than Picatic.,"Cons: I don't like that we can't call someone.

I wish there were a few more features or enhancements that I enjoyed from Event Brite.","Overall: I have recommended this software to my entire team, by the way!",
use for a variety of free and paid events. Was very easy to figure out,Colleen Y.,President,,Used the software for: 2+ years,NO,Source: Capterra,"May 11, 2018",5,5,4,4,4,8.0,,Pros: easy of use and tracking. Ability to print off entrance list. Surveys (great for capturing dietary restrictions for dinner events). Comp ticket feature makes it very easy to send tickets to sponsors.,"Cons: not very flexible for sponsors - can't scale logos or designate categories such as Gold, Silver, Bronze",,
Great program to simple events.,Verified Reviewer,President,"Hospitality, 11-50 employees",Source: Capterra,NO,Source: Capterra,"May 11, 2018",4,4,3,5,5,10.0,,Pros: The program is very easy to add information and and having a standard template makes it consistent to attendees. Anytime I have a question I use the chat box and ALWAYS get an answer in just a few hours- that's amazing!,Cons: I'd like to have more functionally to choice what credit card processor we use. If a company is purchasing a table of 10 (for a different cost than 10 individual tickets) for the system to ask for each attendees name without having to create a survey. If you create a survey it take manual work to see on the entrance list who else is coming as we need names of attendees not just the ticket for entry.,,
Love it,Jen F.,RVP sales and mentoring,"Retail, 10,001+ employees",Used the software for: 1-2 years,NGC,Source: Capterra,"Nov 07, 2018",5,5,5,5,5,10.0,,Pros: The low fees. Simplicity of the program.,Cons: I don't really have any recommendations. The program works for the need we have and it is reliable.,Overall: Great.,
"It's an absolutely fantastic tool. Seamless, cool looking, great support.",Dean S.,Management Consultant - Business Model Transformation,"Management Consulting, 1001-5000 employees",Used the software for: 2+ years,NO,Source: Capterra,"May 11, 2018",5,5,5,5,5,10.0,,"Pros: The ease of use, nice clean look of the pages and support is always available when you need it. Users have always loved it and feedback has been it's simple.","Cons: Could do with some slight optimization for mobile. For example, when building a page on an iphone it's not as easy as desktop.",,
