title,name,position,industry,usage,paid_status,source,date,total,ease,feature,support,value,recommend,comments,pros,cons,overall,recommendations to other buyers
Good!,Malou B.,Student,"Medical Practice, 5001-10,000 employees",Used the software for: 6-12 months,NO,Source: Capterra,"Mar 20, 2019",4,4,3,4,3,6.0,,"Pros: It is easy to use, but with a lot opportunities in the software",Cons: I would like to use it in Dutch. I like that it is in ny own language,"Overall: Fast, easy. No irritations",
"Easy to use, looks customer-friendly",Thuur G.,Uitzendkracht,11-50 employees,Review is based on a free trial,NO,Source: Capterra,"Jul 13, 2018",4,5,4,5,5,8.0,,"Pros: Overview is very important I think. Additionally, I like the colors as well. Bottom line, great software to use for payments and such",Cons: There were not many disadvantages about this software. But if I need to name one: I think the speed of the software can be improved. It took some time before I got what I needed,,
"Easy as 1, 2, 3",Verified Reviewer,Uitzendkracht,"Medical Devices, 11-50 employees",Source: Capterra,NO,Source: Capterra,"Oct 03, 2018",4,4,4,5,4,8.0,,"Pros: You can buy tickets within two minutes, knowing it's safe and you can be sure of receiving the tickets.",Cons: You receive the tickets from Eventix. I bought Some tickets long before the actual event. When I had to find back the e-mail I had some trouble finding it because I thought the sender would be something with the name of the organisation giving the event. So you have to remember Eventix.,,
Eventix Review,Aron S.,Graphic Designer,"Design, 11-50 employees",Used the software for: 1-2 years,NO,Source: Capterra,"Feb 23, 2019",4,5,4,4,5,8.0,,"Pros: It is easy to use, all clear. When there is a problem (which never really happens) there is an easy to use customer service which will help you immediatly.",Cons: There are not really any 'cons'. Maybe just the overall app/site in multiple languages.,"Overall: My overall experience is very good, I never had any problems and my tickets were always easy to find and always worked.",
Perfect Service,Colet P.,Trainee CRM Consultant,"Computer Software, 501-1000 employees",Used the software for: 2+ years,NO,Source: Capterra,"Jan 15, 2019",5,5,5,5,5,10.0,,"Pros: Very fast, and the service was so easy to use. Easy steps to follow, nice way of working, keep up the good work !","Cons: No comment, only that the system has problems with me saving this form without text in this field ;)",,
easy in use,Lieke F.,Communication student,"Online Media, Self-employed",Review is based on a free trial,NO,Source: Capterra,"Mar 27, 2019",4,5,4,4,5,9.0,,Pros: It was a very easy way to buy your tickets for a festival. You have enough different options to pay and it works very easily! I think i had bought my tickets in less than a minute and that's definitely because of it's easy use. I would recommend my friends or other company's/festivals to use eventix!,"Cons: The only tip I have is to give your costumers the opportunity to download their tickets to their wallet (if they have an iphone), because that makes it more simple to download it en have it on your phone ready to use at the festival.",Overall: My overall experience was very great and it gave me a good feeling about purchasing with your website. It wat very quick and It gave me a secure feeling while buying.,
Fast and easy to use,Esther v.,Consultant,"Financial Services, 51-200 employees",Used the software for: 2+ years,NO,Source: Capterra,"Mar 19, 2019",5,5,5,4,5,10.0,,"Pros: It's fast and easy to use, links from website to my bank work clear and fast","Cons: On my mobile (Galaxy S9 with Android Pie) the interface could have looked a bit better, outlining of tick boxes isn't consistent.",,
Great software!,Petya M.,web site developement and design,"Design, 1-10 employees",Used the software for: 1-2 years,NGC,Source: Capterra,"Sep 24, 2018",5,5,5,5,5,10.0,,"Pros: I can buy tickets for any event listed in Eventix. This is very useful, as Facebook shows me just some of the events I like. I believe that it is very useful to promote any events , too.","Cons: No cons, I am a user and I am satisfied.",Overall: I find the events I prefer and I buy tickets. The price is good and payment options are a lot.,
Top,Riemke I.,Student,"Arts and Crafts, Self-employed",Used the software for: 2+ years,NO,Source: Capterra,"Mar 22, 2019",5,5,5,5,5,10.0,,Pros: Super easy. I had the tickets fast. Payment went quickly.,Cons: Only paying with Ideal is free... Paypall is easier to use but that was extra.,Overall: I had the tickets super fast. Easy to use.,
Super event management system,Chad M.,Teacher,"Education Management, 201-500 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Feb 16, 2018",5,5,5,5,5,9.0,,Pros: Great features for end users to be able to schedule and find information quickly about events as they happen. App is fantastic.,,Overall: Great software solution for hosting and attending events.,
Lay out and contrast,Loes S.,Engineer,"Civil Engineering, 5001-10,000 employees",Used the software for: 2+ years,NO,Source: Capterra,"Mar 09, 2019",5,5,5,5,5,7.0,,Pros: Easy/understandable lay out,Cons: Light contrast on white background and light grey letters makes it hard to read in bright daylight,,
okay,Verified Reviewer,Engineer,"Logistics and Supply Chain, 10,001+ employees",Source: Capterra,NO,Source: Capterra,"Sep 30, 2018",4,4,4,4,4,8.0,,Pros: Almost everything works fine. It works as expected and that's how it is meant to be.,Cons: When i want to order two or more events i have to complete them seperately,,
Very good webshop,Bjorn v.,Vitality Event Manager High Tech Campus,"Sports, Self-employed",Used the software for: 2+ years,NO,Source: Capterra,"Jan 04, 2019",5,5,5,5,5,10.0,,Pros: Eventix is easy to use and has low extra costs,Cons: There is noting that I don't like about eventix,Overall: I also use eventix for my own events because it's a very good webshop and easy to use.,
Eventix review,Emma G.,Student,"Leisure, Travel & Tourism, Self-employed",Used the software for: 2+ years,NO,Source: Capterra,"Jul 02, 2019",4,4,5,5,5,10.0,,Pros: Quick and easy. Also international friendly!,"Cons: Nothing, everything is very clear and understandable","Overall: Great experience, my friends and I use it very often for festival tickets",
Love it!,Yannick B.,Drummer,"Music, Self-employed",Review is based on a free trial,NO,Source: Capterra,"Nov 26, 2018",4,3,4,4,4,8.0,,Pros: It is really easy to use. Ordering tickets is really nice through Eventix.,Cons: The lay-out is not really beautiful. In my opinion they can make more out of it.,Overall: I love it. As a ticketbuyer as well as an band who can monitor their sales in real time!,
Eventix review,Verified Reviewer,Drummer,"Music, 1001-5000 employees",Source: Capterra,NO,Source: Capterra,"Feb 03, 2019",4,4,4,4,3,8.0,,"Pros: Easy to use, i like the overall look and the short time it takes","Cons: There is not a thing I would chainge, i can't think of something i would chainge.",,
Easy way for buying tickets,Max M.,Student,"Civil Engineering, Self-employed",Used the software for: 2+ years,NO,Source: Capterra,"Apr 17, 2019",4,5,4,5,4,8.0,,"Pros: The software looks professional, some other payment software looks kind of shady.","Cons: The Facebook login, in therms of privacy.",,
Easy use,Anneke V.,Nurse,"Medical Practice, 1001-5000 employees",Review is based on a free trial,NO,Source: Capterra,"Oct 12, 2018",5,5,5,5,5,10.0,,Pros: It was very easy and fast to purchuse a ticket. It was very clear which buttons I had to click and choose.,Cons: I had to click a couple times to complete the steps.,"Overall: It was easy, fast en clear how to purchase my ticket.",
Very easy and quick,Jeroen G.,Online marketeer,"Accounting, Self-employed",Used the software for: 2+ years,NO,Source: Capterra,"Nov 11, 2018",5,5,5,5,5,9.0,,"Pros: Easy to use, no errors or whatsoever. Fast and secure.",Cons: No cons so far. Maybe the overal interface can look a bit more modern.,,
Easy way to buy tickets,Verified Reviewer,Online marketeer,"Events Services, 11-50 employees",Source: Capterra,NO,Source: Capterra,"Aug 25, 2018",5,5,4,5,3,10.0,,"Pros: It's an easy way to buy tickets for the event you want to visit. And I like the use of colours, it looks fresh!",Cons: It may be the language option. I would prevere Dutch.,Overall: It is a nice experience to use Eventix to buy tickets for The festivals I like. The use of colour and easy working program put me in the right mood!,
Eventix,Kay v.,Server,"Restaurants, 11-50 employees",Used the software for: 2+ years,NO,Source: Capterra,"Feb 01, 2019",5,4,4,4,5,8.0,,"Pros: Easy use and easy overlooking, never any problems with ordering tickets.",Cons: No cons about the services or the ticket ordering,,
Order,Yash E.,Junior Financial Controller,"Accounting, 201-500 employees",Review is based on a free trial,NO,Source: Capterra,"Oct 27, 2018",5,4,3,5,4,9.0,,"Pros: It is a fast software and it is easy, if something is not clear, Than you can read an description and That is enough to Go further","Cons: It is easy and Everyone can use iT, even old people",Overall: I can go party now,
Good! Nothing more to say,Nigel S.,Radio DJ,"Events Services, 11-50 employees",Used the software for: 2+ years,NO,Source: Capterra,"Feb 05, 2019",5,5,5,5,5,9.0,,"Pros: Easy to use, very clear in prices and good transfer to bank.","Cons: Nothing, that's the great thing about the service.",Overall: Easy to use!,
Quick and easy,Bas C.,Technician,"Entertainment, 501-1000 employees",Used the software for: 2+ years,NO,Source: Capterra,"Jan 24, 2019",4,4,4,5,5,8.0,,Pros: It was Quick and it was easy. Easy payment,Cons: Option to select multiple tickets at once in stead of pushing +,,
works great,Quido d.,Producer,"Music, Self-employed",Used the software for: 2+ years,NO,Source: Capterra,"Jul 08, 2019",5,5,5,5,5,10.0,,Pros: i think this works great. easy layout. nothing to complain,Cons: what's not to like. it works great. no cons,,
Ease of use of Eventix,Verified Reviewer,Producer,"Individual & Family Services, Self-employed",Source: Capterra,NO,Source: Capterra,"Mar 18, 2019",5,5,5,5,4,8.0,,"Pros: I only have used Eventix when I order tickets for events by which the organization chooses to sell their tickets with this software . I used it a couple of times and I like the ease of use. It's very accessible, for example the fact that you can order the tickets from your mobile phone is a real benefit.","Cons: The only minor detail I didn't like about this software is the fact that I needed my card reader to complete the payment. I payed with my VISA card so it's possible that this is the responsibility of my bank, but that's the only little thing I could tell.",,
Easy,Anneke B.,Freelance Writer,"Arts and Crafts, 51-200 employees",Used the software for: 2+ years,NO,Source: Capterra,"Feb 26, 2019",5,4,4,5,4,10.0,,Pros: Easy way to order tickers. Site is clean and simple,Cons: Having to pay extra for certain paying methods,,
Ticketservice Eventix,Marcel M.,ticket buyer,"Music, Self-employed",Used the software for: 2+ years,NO,Source: Capterra,"Feb 06, 2019",5,4,4,5,4,8.0,,Pros: easy and quick ordering of tickets. Easy payment,Cons: extra costs for use of debet and credit cards,Overall: Good,
Easy way to buy tickets,Anneke M.,Zangdocente / Zangeres,"Music, Self-employed",Used the software for: 2+ years,NO,Source: Capterra,"Dec 26, 2018",5,4,4,4,4,8.0,,Pros: Very easy. You have your tickets immediately.,Cons: Extra costs for paying.,Overall: Very good,
Easy & Fast,Jahmaira T.,Jr. Advisor,"Fine Art, 1-10 employees",Used the software for: 6-12 months,NO,Source: Capterra,"Feb 06, 2019",5,5,5,5,4,8.0,,Pros: Very clear and straight to the point. Not too many steps to go through untill check out. Customer satisfaction is a big focus I can tell.,"Cons: Not much I can think of but I do always feel like the service costs are an additional ""surprise"" I sometimes have a hard time letting go off but nevetheless it's all good.",Overall: A few times now that I bought ticks through this platform and I generally feel very satisfied so thank you big time Eventix!,
Works well,Verified Reviewer,Jr. Advisor,"Health, Wellness and Fitness, 11-50 employees",Source: Capterra,NO,Source: Capterra,"May 14, 2019",4,4,4,4,4,8.0,,Pros: Works really well. Easy to use. Recommended.,Cons: None. Never any problems. Quick. Correct.,Overall: Good,
Excellent service.,Karin D.,Nurse,"Hospital & Health Care, 1001-5000 employees",Used the software for: 2+ years,NO,Source: Capterra,"Dec 03, 2018",5,5,5,5,5,9.0,,Pros: It is very easy to use and it goes very fast.,Cons: Nothing. Everything is very easy to use.,,
Buying tickets,Bert R.,Business Engineer,"Marketing and Advertising, 5001-10,000 employees",Review is based on a free trial,NO,Source: Capterra,"Dec 19, 2018",5,5,5,5,5,10.0,,"Pros: that it went very fast. No hassle, easy to use and correct.","Cons: all good. Nothing to complain about, maybe the service fee","Overall: one love for Eventix, keep it up brothers & sisters",
Review Eventix,Jari van den H.,Event organizer,"Events Services, 11-50 employees",Used the software for: 1-2 years,NO,Source: Capterra,"Aug 08, 2018",5,5,5,5,5,10.0,,Pros: It's clear to use. You know what to do and it keeps it simple for everybody.,"Cons: That's difficult to say, mayby it's an idea to connect Eventix with social media to see if your friends already bought tickets for the event.",Overall: Eventix is very easy to use.,
Very reliable website,Brecht v.,Projectmedewerker,"Marketing and Advertising, 501-1000 employees",Used the software for: 2+ years,NO,Source: Capterra,"Nov 14, 2018",5,5,5,5,5,10.0,,"Pros: When I see the logo of 'eventix', I know that it is save to order. I consider Eventix as an very reliable brand, because when I order tickets for an festival or party, Eventix is most of the time the intermediary. Also, the website is very easy to use.",Cons: I don't have cons; the website is very easy to use and I like to order at Eventix because I consider them as an reliable brand.,,
Easy and clear,Rachel P.,Allround employee,"Apparel & Fashion, 1-10 employees",Review is based on a free trial,NO,Source: Capterra,"May 24, 2019",4,4,3,4,4,7.0,,Pros: It works great and was very clear while using,Cons: Many steps and I tought more would be filled in automatically after connecting with Facebook,Overall: Positive and easy,
Easy to buy and partyyyy,Linde F.,PARTY STARTER,"Entertainment, Self-employed",Review is based on a free trial,NO,Source: Capterra,"Nov 24, 2018",4,5,5,4,3,9.0,,Pros: Sphere. Overall use pretty. Nice look. Definetly will die this app again.,Cons: The waiting cue for the loo was a bit too long.,Overall: Easy to buy tickets for my fav pary,
Great system for both organizers and customers,Maaike v.,Director,"Individual & Family Services, Self-employed",Used the software for: 6-12 months,NO,Source: Capterra,"Nov 23, 2018",5,5,4,5,5,9.0,,Pros: The easy to use and intuitive frontend of the store.,Cons: Not being able to customize the confirmation email,"Overall: The thing I love most about Eventix is their customer service. Always ready to think with you, even when you are asking for stuff that needs changes in the software. The contact also feels very personal.",
Simple and quick,Susan K.,Customer of tickets,"Events Services, 11-50 employees",Used the software for: 1-2 years,NO,Source: Capterra,"May 03, 2019",4,5,5,5,5,9.0,,Pros: The easy way to buy my tickets! It was easy and clear to me what to do and what I was buying.,"Cons: Perhaps the lay-out, it's a bit simple. It looks neat and clean, but perhaps a slight bit out-dated.",Overall: Perfect and functional!,
Happy customer´s review,Verified Reviewer,Customer of tickets,"Government Administration, 51-200 employees",Source: Capterra,NO,Source: Capterra,"Oct 04, 2018",4,3,3,3,4,7.0,,"Pros: I liked the most that it was fast, reliable and easy to use.",Cons: Could not see which exact seats were booked. Did not show in the software.,,
Eventix_Review,Lysanne S.,X,"Food & Beverages, 1001-5000 employees",Review is based on a free trial,NO,Source: Capterra,"Feb 25, 2019",5,5,5,5,5,10.0,,"Pros: Its easy to use! And very fast, it makes it very usefull","Cons: Nothing, perhaps that the questionsire afterwards in English is.",Overall: Perfectly fine,
EpicEventix,Sergio D.,Leader,"Consumer Electronics, 1001-5000 employees",Review is based on a free trial,NO,Source: Capterra,"Feb 15, 2019",5,5,5,3,5,9.0,,Pros: User interface is very nice and easy to use and understand.,Cons: Nothing negative about the way of users interface.,Overall: Exceed expectation.,
Tips and tops,Stephan B.,Review,"Sports, 1-10 employees",Review is based on a free trial,NO,Source: Capterra,"Dec 02, 2018",5,5,5,5,4,10.0,,Pros: It's quick and easy to use. The link works very well too,Cons: The transactions (instead of ideal) are very expensive,Overall: It's very good,
Good software,Razia N.,HR employee,"Banking, 10,001+ employees",Review is based on a free trial,NO,Source: Capterra,"Aug 30, 2018",5,5,5,5,5,8.0,,Pros: It was fast and verry easy to use this software,Cons: Nothing much it was a easy software to use,Overall: Just bought a ticket and it was easy,
Great customer service!,Frank V.,Accountmanager,"Automotive, 5001-10,000 employees",Used the software for: 1-2 years,NO,Source: Capterra,"Oct 27, 2018",4,4,4,4,5,9.0,,"Pros: Easy transaction, safe and fast checkout service.","Cons: No comment, everything works fine. Everything is situated at the right spot. You can easy find the things you need.",Overall: Easy transaction. Safe payment.,
Use of eventix,Manon v.,Support officer,"Transportation/Trucking/Railroad, 51-200 employees",Used the software for: 1-2 years,NO,Source: Capterra,"Jan 28, 2019",5,5,5,4,5,10.0,,Pros: Easy to use and very quick. No extra information which is not needed,Cons: The description during payment can be better. I prefer to see the name of the event during payment,Overall: It is very fast and easy,
Good,Quelita A.,barmedewerker,"Design, Self-employed",Review is based on a free trial,NO,Source: Capterra,"Oct 09, 2018",4,4,4,4,5,8.0,,"Pros: It's easy, and clean how to use it. It's a Nice service.","Cons: Erverithing was good for me, I liked the service.",Overall: Good,
Good product!,Verified Reviewer,barmedewerker,"Wine and Spirits, 11-50 employees",Source: Capterra,NO,Source: Capterra,"Jan 29, 2019",5,5,5,4,5,8.0,,Pros: I like the simplicity of the product. It is very easy to use.,Cons: Nothing so far. I havent experienced anything I do not like about thi product.,Overall: Eventix provides me with easy online bookings for events.,
Easiest,Tejo S.,Procurement manager,"Environmental Services, 5001-10,000 employees",Review is based on a free trial,NO,Source: Capterra,"Jan 25, 2019",5,5,5,5,5,9.0,,Pros: IT is a very easy and simple to use tool,"Cons: Nothing, again very swift and simple tool for ordering",Overall: Excellent,
Nice,Joost S.,Worker,"Accounting, 51-200 employees",Review is based on a free trial,NO,Source: Capterra,"Nov 15, 2018",4,4,4,4,4,10.0,,Pros: Easy working program to me i like it very much,Cons: Nothing bad to say about this programma to me,Overall: Good service,
Hands Up,Frédéric B.,Account Manager,"Retail, 201-500 employees",Used the software for: 1-2 years,NO,Source: Capterra,"Feb 02, 2019",5,5,5,5,5,10.0,,Pros: Easy to use and quick acces. QR-code for payment!,"Cons: In fact, I have none... Everything works as it should. Keep up the good work!",Overall: I only had good experiences with Eventix. Nice to have them close!,
Eventix review,Verified Reviewer,Account Manager,"Hospitality, Self-employed",Source: Capterra,NO,Source: Capterra,"Jan 29, 2019",5,5,5,5,5,8.0,,Pros: Easy to use and very fast. Clear guidance trough all of the purchase steps.,Cons: Maybe the presentation is a little bit boring. People like colour!,"Overall: I have experienced that Eventix is easy to use and has a clear procedure and it is clear what the next step in my purchase is. I like it that in the end there is an option to choose if the purchase didn't went wel. Overall, i'm very satisfied.",
Eventix Review,Evi B.,Student,"Health, Wellness and Fitness, Self-employed",Review is based on a free trial,NO,Source: Capterra,"Jan 10, 2019",4,5,5,4,4,9.0,,"Pros: Easy

Practical to use

No raboscanner needed",Cons: Honestly there is nothing in can think about,,
Easy to use,Denise P.,LEgal Assistant,"Legal Services, 11-50 employees",Used the software for: 1-2 years,NGC,Source: Capterra,"Feb 05, 2019",5,5,5,5,5,10.0,,Pros: I have used this to purchase tickets to events. Very well put together,Cons: Nothing. I will continue to use this. It is a great tool.,Overall: I like using this to purchase tickets.,
Good,Marc R.,Good,"Banking, Self-employed",Review is based on a free trial,NO,Source: Capterra,"Sep 06, 2018",4,4,4,4,4,8.0,,Pros: It was nice to work with this partnership,Cons: Nothing i think that everything was good,,
Always a good site,Willem-Jan B.,Drager,"Shipbuilding, 501-1000 employees",Used the software for: 1-2 years,NO,Source: Capterra,"Jan 08, 2019",4,4,5,3,4,9.0,,"Pros: It always works fast and easy, it looks very sorted","Cons: Sometimes when i click on open with facebook, it doesnt work",Overall: Very good,
Very easy to use,Nicole A.,General Managet,,Used the software for: 6-12 months,NO,Source: Capterra,"Jul 03, 2018",5,5,5,5,5,10.0,,Pros: The tool works very well. Not only is it Efficient and easy to use it is a site that is trustworthy too,Cons: Can't think of anything negative about this very helpful tool. I've tried it multiple times over the past months to purchase tickets and all went well,Overall: It allowed me to purchase tickets for my daughters musical show (7 years old),
Good,Eline L.,Penningmeester,"Accounting, 11-50 employees",Used the software for: 1-2 years,NO,Source: Capterra,"Jan 10, 2019",5,5,4,3,4,9.0,,Pros: Easy to use and a safe feeling. Fast response and tickets via email.,Cons: I liked the software and would recommend it to others.,Overall: Easy to use to order tickets.,
Got my tickets before I knew!,Verified Reviewer,Penningmeester,"Retail, 1001-5000 employees",Source: Capterra,NO,Source: Capterra,"Aug 02, 2018",5,5,5,5,4,9.0,,"Pros: Clear titles

Clear on what kind of tickets I was buying

Clear about the service fee",Cons: Why name the service fee? It's not interesting for us as consumers to know about service fee. We are only interested in the total Ticketprice. If you don't write it down seperately people won't be annoyed by it. Also don't show the early tickets if they are sold out. Same reasons as above. People won't get a negative feeling about buying less cheap tickets.,Overall: Everything was very clear! Thanks :),
Easy and user friendly,Sylvana H.,Copywriter,"Writing and Editing, Self-employed",Review is based on a free trial,NO,Source: Capterra,"May 27, 2019",5,5,5,5,4,9.0,,"Pros: I find it very satisfying that when you do not fill in the answers to the obligated questions correctly, the pop-ups aren't aggressively in your face, only just in the right corner of your screen.

Also the use of soft blue and grey colours does effect me positive.","Cons: Perhaps a simple tip from a copywriter: The font size is nice to read, however for some reason it's a bit shaky.","Overall: It was all quick (tickets were immediately in my e-mail inbox), easy and very user friendly.",
Tickets Soenda,Verified Reviewer,Copywriter,"Law Practice, 11-50 employees",Source: Capterra,NO,Source: Capterra,"Dec 20, 2018",4,5,4,4,5,10.0,,"Pros: Easy to use, No complications. Fast enough","Cons: How it looks like, the collors. It could be nicer","Overall: Good, No promlems",
"Good program, nice to use",Roel P.,-,"Accounting, 10,001+ employees",Review is based on a free trial,NO,Source: Capterra,"Nov 26, 2018",4,5,4,3,4,7.0,,"Pros: The software is very effective, liked the many options to pay for your order.","Cons: I wanted to buy tickets for 1 party in Groningen, instead I saw all the other parties in the netherlands from nachtcollege. I don't think someone needs to search for the right party in a list with other parties where he doesn't want to go to.","Overall: it's a good service, although many other options. I understand that it is a marketing trick, the people can see the other parties and may buy a ticket for that party to.",
Ticket in minutes,Eylish V.,Biomedical Science Student,"Events Services, Self-employed",Used the software for: 1-2 years,NO,Source: Capterra,"Feb 14, 2019",5,5,5,5,5,10.0,,Pros: It is extremely easy to use. There are no loading screens all the time you have your tickets in no time. Everything is structural and clear.,"Cons: I knew there was a option to buy consumption coins with your tickets, I did not find it right away but it t ook me 10 sec to find it. Yet it was the only ""bad"" experience.",Overall: At first I never trusted companies like these because they have control over my money but I have never had any problems with Eventix and my experiences were always perfect.,
Splendid!,Verified Reviewer,Biomedical Science Student,"Music, 1001-5000 employees",Source: Capterra,NO,Source: Capterra,"Aug 30, 2018",5,5,5,5,5,10.0,,"Pros: Easy to use, very fast and no expensive transfer costs!",Cons: Hmm not really a con for this one.. layout maybe a bit fresher but overall very nice.,,
Great service,Dennis D.,Advisor,"Insurance, 1001-5000 employees",Used the software for: 1-2 years,NO,Source: Capterra,"Jun 06, 2019",5,5,5,5,5,10.0,,Pros: It is easy and fast to buy the tickets!,Cons: That you have to pay service costs for every ticket.,Overall: The way you can buy the tickets is very easy and safe!,
Tickets!,Lennard A.,Shopcoworker,"Consumer Goods, 1-10 employees",Used the software for: 1-2 years,NO,Source: Capterra,"Jan 25, 2019",5,5,5,5,5,10.0,,Pros: It's fast and easy to use amd it didn't cause any problems!,Cons: I ain't got no complaints! Everything went great.,Overall: An fast and easy experience,
Eventix for all your Tickets,Sven v.,Student,"Sports, Self-employed",Review is based on a free trial,NO,Source: Capterra,"Oct 25, 2018",5,5,5,5,5,10.0,,Pros: The site is very easy to use and it's always clear what the following step is you have to make.,"Cons: Of course it's always lame when someone has no cons, but in this case, their really are none in my opinion.","Overall: Buying tickets for an event has 2 sides; it's a good thing, because you are planning on going to an event. On the other side it often costs a lot of money. Eventix is here for you to make the purchase process so clear as possible, so their are no unexpected costs or delays. They are doing a great job!",
Easy,Wendela G.,Policy advisor,"Health, Wellness and Fitness, 501-1000 employees",Used the software for: 1-2 years,NO,Source: Capterra,"Nov 03, 2018",5,5,5,5,5,10.0,,Pros: It is very easy in use and takes little time,Cons: Linking with Facebook didn't work on my phone,"Overall: Great tool, friendly and easy in use!",
Super chill and easy to use software!,Mila K.,Student,"Music, Self-employed",Used the software for: 6-12 months,NO,Source: Capterra,"May 01, 2019",5,5,4,4,4,7.0,,"Pros: It's really easy to use, almost all the techno events where I go to use this software. I think that says enough about the use and popularity of this software.",Cons: There's really nothing bad to say about the soft ware.,Overall: Super great!,
Top product,Niels R.,grower,"Farming, 501-1000 employees",Used the software for: 1-2 years,NO,Source: Capterra,"Jan 26, 2019",5,4,4,4,4,9.0,,Pros: Very easy program to use and very fast program,"Cons: Many clicks before finish, and questions about privacy",Overall: Top service!,
Very easy to use!,Jaap I.,Student,,Used the software for: 2+ years,NO,Source: Capterra,"Jul 04, 2018",5,5,5,4,4,9.0,,"Pros: I like that as a customer, I can order my tickets in under a minute! Its very easy to use and the steps let you know how far you progress in the process of ordering.",Cons: It doesnt remember my information. I have to fill in the same form every time with my information.,,
