title,name,position,industry,usage,paid_status,source,date,total,ease,feature,support,value,recommend,comments,pros,cons,overall,recommendations to other buyers
A great tool that saved us a lot of time and energy.,Samuila J.,Genaral manager,,,NGC,Source: Capterra,"Nov 14, 2015",5,5,5,5,5,10.0,"Comments: WEEMSS is a fascinating tool, which does not require special skills and equipment and is highly user-friendly and reliable. With WEEMSS software we managed to organize our event registration process and tickets sales in a smooth and efficient manner the software managed to support the intensive traffic and overload (the first 100 tickets have been sold in less than half an hour). The ticket sales process is practically fully automated and minimizes the efforts of the event organizers to a minimum. The software provides real-time comprehensive statistics and analytics, which gave us the possibility to adapt our promotional and marketing activities accordingly.",,,,
"Makes Business 1,000x Easier",Jessica W.,Business Owner,,Used the software for: Less than 6 months,NGC,Source: Capterra,"Feb 22, 2018",5,5,5,5,4,10.0,,"Pros: -Takes nearly all the hassle out of event registration/ticketing

-Easy to use/intuitive website and setup

-Fairly fast customer service help; chat usually available

-Easy to clone events

-Super customizable registrations

-Easy to scan entrants in on the Weemss app

-The most affordable platform I've found","Cons: -Invoice is in Euros, despite my settings being for USD; drives me a little crazy

Other than that, I don't really have any complaints.",Overall: Just makes life so much easier! I haven't found any software I'd like better for my event platform.,
Great for Growth,Rachael R.,Regional Ambassador,"Health, Wellness and Fitness, 11-50 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Feb 15, 2017",5,4,5,5,5,10.0,,"Pros: Easy to use and a great range of registration information could be added. I also appreciated the ability to set sale times to open and close without having to physically log on to ""turn the system on/off"".",Cons: It would be nice to receive notifications on a basis other than daily.,"Overall: My friends and I used this service for a small nonprofit. During ticketed events, we found Weems made it easy for us to set up, test, and track our sales. We were able to pull info directly from the system based upon the demographics/registration info we set up. The system was easy to use and gave us notifications and updates on how we were doing without having to log in. It was great.",
Easy to use and adaptable piece of software,Galin h.,,"Entertainment, 1-10 employees",Used the software for: 2+ years,NGC,Source: Capterra,"Feb 08, 2017",5,5,4,5,5,9.0,,Pros: Easy to use interface,Cons: price,"Overall: It was easy to setup initially apart from the payment gateways. Fr my business clone of events was important so happy this feature was introduced.

Selecting seas and rows was also important aspect.

The fees are a bit high and will be nice to be cheaper.",
Weemssuper,Tereza R.,free lancer,"Entertainment, Self-employed",Used the software for: 6-12 months,NGC,Source: Capterra,"Feb 08, 2017",5,5,4,5,5,10.0,,"Pros: Easy set-up, own set-up design of the webpage, flexibility, overal result, zero mistakes, great customer support","Cons: Some features need to be finished to perfection, but any coment I give to the team is considered and they are always trying to find the best solution for me or at least promis to work on it .....","Overall: I did quite a thorough search for a ticket selling app online and I came across 5 different apps but only Weemss had all the features I was looking for. We are using Weemss for one year now, selling concert tickets and I cannot praise it enough - the whole Weemss team is doing a great job, adding new features, investing in the system to make it better every day and their endless personal support with any type of question or problem is out of the way, THANK YOU. Keep up the good work.",Recommendations to other buyers: Maybe some short tutorial videos on how to set up your event with different features would be helpful for the beginners as the system offers so much but you have to look carefully to find it or you need try it first to see how it works.
Wonderful solution for Awards Management,John A.,CEO,"Photography, Self-employed",Used the software for: Less than 6 months,NGC,Source: Capterra,"Mar 24, 2017",5,4,4,5,5,10.0,,"Pros: Cost, ease of use and Awards Management features.",Cons: Not yet having the ability for the customer to upload their entries during the registration and payment process. It is currently can only be done via a link they receive via email after they have completed the payment.,"Overall: We run a monthly photo competition and were looking for a cost effective solution to help automate our processing and judging. This product is the best we could find on the market in both value and performance, their is nothing close to it.",
Excellent online ticketing system,Daniele B.,,,,NGC,Source: Capterra,"Feb 08, 2017",5,5,5,5,5,10.0,,"Pros: easy use, high customization, low fees",Cons: nothing,"Overall: I've tested several ticketing systems for online purchasing during past months and now I can say Weemss is about perfect. It's very easy to use and configure, very good stage design tool for creating all plants for all kind of pub/club/theatre.

I can create every price level for tickets and create coupon codes easily.

High customization for ticket design template (with QR code or barcode), email messages for buyers and onepage website for purchasing online with a seating chart updated in real time.

Easy integration with PayPal Business, very low fees.

Chat support is very good, always finding the right solution.

I'm very happy, it cares every detail!",
Very easy to use,Tia S.,Personal Stylist,"Design, 1-10 employees",Used the software for: 6-12 months,NO,Source: Capterra,"Dec 09, 2018",5,5,5,5,5,10.0,,"Pros: Great results with very little effort, whether you have or do not have advanced technical knowledge.

This software combines convenience and nice design.",Cons: I can not think of any. I am very happy with my overall experience with weemss.,,
My experience was smooth and overall perfect.,Stanislav A.,Mainframe (z/OS) 2nd Level Support Engineer,,Used the software for: 6-12 months,NGC,Source: Capterra,"Feb 22, 2018",5,5,5,5,5,10.0,,"Pros: Easy to use, great features, many available options, low price. Overall perfect user support and experience.",Cons: Unavailability to add more then one name to a ticket - as my event tickets are group it will be nice to be able to add more then one name ... or if it exists - to be easier to find as I was unable for the 2 events I organized.,,
We used this for local networking events and our awards submission process - very easy to use.,Carly S.,Director of Marketing,,Used the software for: Less than 6 months,NGC,Source: Capterra,"Oct 03, 2017",5,5,5,5,5,10.0,,Pros: It is very easy for people to register and make payments through the software. It is very user-friendly.,"Cons: We used this one time for awards entries and registrations. If we could export the entries into word or PDF docs, that would be helpful.",,
Good software for the money,Mihail I.,Head of Software Development,"Internet, 201-500 employees",Used the software for: 6-12 months,NGC,Source: Capterra,"Feb 15, 2017",4,4,4,5,5,8.0,,"Pros: Fast to setup, easy interface, accepts a lot of payment means. Very good and fast support.","Cons: Does not support conditional questions (like questions that depend on some criteria, like currently selected ticket category).

Also, when a question is deleted from a form, all the answers that were historically collected for this question in the past are also deleted.","Overall: Overall satisfied with the product, however certain key features regarding forms and conditional questions are missing (at least when I used the product 6 months ago).

I should say, though, that their support is excellent and they did all they could to help me find a workaround for my problem.",
smooth user interface,Anaïs B.,Dancer,"Performing Arts, Self-employed",Used the software for: Less than 6 months,NGC,Source: Capterra,"Feb 08, 2017",5,5,4,5,4,9.0,,Pros: The Interface,Cons: We need an Weems app for smartphone or tablet to be able to scan easily th ticket the D-DAY,"Overall: It's really smooth to navigate into the system, and make it easy to set the details of your event.

The customer support is super reactive, they answer to my questions almost immediately each time.

It's one of the rare ticketing system which accept to set your event in some forgotten currencies :) - Icelandic krona a for my part... +1 for that.",Recommendations to other buyers: Maybe the online store could be more attractive or it would be great to have different options of template.
With weemssI was able to fill my workshop in no time.,Janette Z.,Freelance Creative,"Arts and Crafts, 1-10 employees",Used the software for: Less than 6 months,NGC,Source: Capterra,"Feb 27, 2018",5,5,5,5,5,10.0,,"Pros: You can setup so many things, like promocodes, marketing tools, analytics and a beatiful event website. The possibilities are huge!",,"Overall: I get plenty of users, because they can buy tickets with just a click.",
Affordable tool to publish and manage events.,Verified Reviewer,Freelance Creative,11-50 employees,Source: Capterra,NGC,Source: Capterra,"Feb 26, 2018",5,4,4,5,5,8.0,,"Pros: Firstly, I really like the transparent charging model used by Weemss, it was clear what the costs where and the pricing is very competitive.","Cons: I wanted to embed a Youtube video in the description content for my event listings, however this was not possible, at least in December 2017.",Overall: hassle free management of my event ticketing,
Very useful,Olivier D.,Customer Service Executive,"Consumer Services, 10,001+ employees",Used the software for: Less than 6 months,NGC,Source: Capterra,"Feb 09, 2017",4,4,4,4,4,10.0,,Pros: Tools are easily available and easy to use,Cons: Te colors of de layoutand background too dark to me,Overall: This website is very helpul and easy to use. It is a big help organizing an event on a private level,Recommendations to other buyers: Add a link to Google Maps
Weemss Review,Ana Rita M.,Chair,,,NGC,Source: Capterra,"Feb 22, 2017",5,5,5,5,5,8.0,,Pros: Price and functionalities.,Cons: The user interface could be prettier. Does not offer a smartphone app.,"Overall: I'm a student and I'm chair of an association. I need to organize a lot of events for students, like study trips, workshops, talks, and so on. The association members don't need to pay anything, but the other students must pay. Weemss offers a lot of functionalities at a very nice price, which is perfect for us!",
Very user-friendly software for your events,Mira K.,Vice-Chairwoman,"Non-Profit Organization Management, 1-10 employees",Used the software for: 1-2 years,NGC,Source: Capterra,"Feb 11, 2017",5,5,5,4,4,9.0,,"Pros: very user friendly, nice design, public event page, discount options","Cons: free events attract processing fee, no discounts for NGOs.",Overall: We used weemss on multiple occasions and it worked very well without and problems. The automatic event page it produces is very convenient and the payment system works very well. Highly recommended for paid events.,
"Weems helps us gauge our audience as local musicians ahead of time, as opposed to door sales.",Wilson M.,Manager,,Used the software for: 1-2 years,NGC,Source: Capterra,"Oct 04, 2017",5,5,3,5,4,9.0,,Pros: Weems is very easy and practical to set up. The interface is very friendly and helps sort ticket sales a lot easier.,Cons: The only thing my organization was a bit surprised about was the service fee. However we do understand that is very necessary to keep the service running.,,
Great for students,Ana Rita M.,,,,NGC,Source: Capterra,"Apr 12, 2017",5,5,5,5,4,9.0,Comments: I was looking for a great way to sell free and paid tickets to students from my University when I found Weemss. The service was great and the price is amazing! It is free for free tickets and you only paid a small price for paid tickets. It is the best option for students!,,,,
"Easy, functionality rich and good price plans",Simon A.,Website Designer,,Used the software for: Less than 6 months,NGC,Source: Capterra,"Mar 08, 2018",4,4,3,4,4,9.0,,"Pros: The software itself is very easy to use, the interface is simple, smooth and still has many features and functionalities. The price plans is not to high and what you get is worth it.",Cons: The customization is limited on the landing page which is kind of a small letdown. Other than that I haven't found any major cons at this point yet.,,
"Useful and Practical, my first choice",Maya T.,Project officer,"Non-Profit Organization Management, 11-50 employees",Used the software for: 6-12 months,NGC,Source: Capterra,"Feb 21, 2017",5,5,5,5,5,9.0,,Pros: easy to use,Cons: no cons,"Overall: We chose Weemss for our national flagship innitiative National Contest Innovative Enterprise of the Year 2016 and National Innovation Forum. Weemss was our first choice as it offered very user-friendly support 24/7 and expertise, wide range of features and the last, but not the least, great opportunity for better communication and outreach. Thank you!","Recommendations to other buyers: if it is possible, to be free for NGOs and free events"
Awesome Service!,Kristen B.,,,,NGC,Source: Capterra,"Feb 15, 2017",4,5,5,4,5,9.0,,Pros: Everything but the fact that you do not have an app!,Cons: No app!!!!!!!!,Overall: I love Weemss. I have an annual conference and we have used Weemss every year. We look forward to next year and years to come!,Recommendations to other buyers: We need an app ASAP!
The smarter way to sell more tickets,Iva N.,,,,NGC,Source: Capterra,"Jul 27, 2015",5,5,5,5,5,9.0,"Comments: This software is really cool - easy to use for both planners and event registrants, great support, smart and intuitive! Saves so much time and hustle, clearly developers know what event planners need. My only recommendation is to apply a reserved seating option.",,,,
Great value ticketing system,Lewis O.,Sales,,,NGC,Source: Capterra,"Feb 08, 2017",4,4,4,4,4,8.0,,"Pros: Easy to use

Good value",Cons: Awards package is less cost-effective than ticketing,Overall: The ticketing system is very easy to set up and is a much more cost-effective option than many competitors. Highly recommended.,
It's is easy to use but not agil to handle,Osman C.,Service Manager,"Computer Software, 201-500 employees",Used the software for: 6-12 months,NGC,Source: Capterra,"Feb 15, 2017",4,4,3,3,3,7.0,,"Pros: Design

Usability","Cons: Mailchimp

Receipt is not at the end of the event","Overall: Hi,

your Software has a good usability but i cannot implement the link into mailchimp. An error will occured. So the reason, why we are using weemss for our free events are the simple design.",
Pretty good overall but had some frustrations along the way,Claire D.,Strageist,,Used the software for: Less than 6 months,NGC,Source: Capterra,"Mar 01, 2018",4,4,3,2,3,6.0,,"Pros: The interface is relatively easy to use. Some of the category building was tedious and repetitive, some automation would be helpful.","Cons: The exporting experience. It was frustrating when it came to exporting the work. Also, the response time from tech support was difficult with the time difference.",Overall: Ease of use. Low commitment. But expensive.,
Easy to use and time-saving software,Georgi K.,Event Organizer,"Sports, 1-10 employees",Used the software for: Less than 6 months,VRI,Source: Capterra,"Dec 10, 2018",5,5,5,5,5,10.0,,Pros: Easy to use software with a very well-organized dashboard and simple processes of creating and managing our events.,"Cons: I cannot find any cons at the moment, I am more than happy with everything.","Overall: Saves a lot of time to manage the whole event, attendees, payments, communication and basicaly everything.",
Very easy to use!,Geoff S.,Owner,"Mental Health Care, Self-employed",Used the software for: 6-12 months,NGC,Source: Capterra,"Feb 23, 2018",5,5,5,5,5,10.0,,"Pros: I love how it easy it is to use. The setup was easy, and it just works! I like how it tracks registrations so effortlessly",Cons: I wish it had more customizations for both the webpage and the emails that get sent out. I also wish there were more options for fields on the registration form.,,
Good and useful system,Alexander Z.,,,,NGC,Source: Capterra,"Feb 15, 2017",5,4,4,5,5,10.0,Comments: We are using Weemss for our free partner events. The site give us more visibility and it's easy for our partners and customers to use it.This platform increased our attendance.,,,,
Easy to Use,Jane R.,,,,NGC,Source: Capterra,"Feb 08, 2017",5,5,5,5,5,10.0,"Comments: The system was so easy to use. We have used WEEMS for all of our events and it was easy to set up the website, registration, and keep track of ticket sales.",,,,
Great event management solution for your events,Juraj H.,Marketing Manager,"Education Management, 11-50 employees",Used the software for: Less than 6 months,NGC,Source: Capterra,"Aug 11, 2016",5,5,5,5,5,8.0,"Comments: Weemss is a great event management solution for those organizing their first event, but it will also impress seasoned event organizers with all the features and tools it has available. The software is easy to use, there are hundreds of features and tools available, there are integrations for loads of online apps - which helps us coordinate everything, and best of all they have warm and friendly customer service.",,,,
One of the best,Alexander N.,CEO,"Information Technology and Services, 1-10 employees",Used the software for: 1-2 years,NGC,Source: Capterra,"Feb 09, 2017",5,5,4,5,4,10.0,,"Pros: fast, easy, smart",,Overall: I use this system twice and I will use it again because they are very easy and fast. I recommend it :),
Time saving tool if you manage customer or client events,Verified Reviewer,CEO,11-50 employees,Source: Capterra,NGC,Source: Capterra,"May 14, 2018",3,4,3,3,4,10.0,,"Pros: It's very easy to set up and create a new event, manage registrations and also collect ticket fees if you're charging for this event. The interface is easy to pick and find your way around. It only took about 15 minutes of being shown around the platform before I was able to get up and running with it myself. Saved a lot of time and manual effort for small events.",Cons: I can't tell you anything I don't like about using Weemss at the moment as this is the first tool of this kind I've used.,,
Super easy to navigate and create events!,Linda B.,Executive Director/Food Safety Consultant,,Used the software for: Less than 6 months,NGC,Source: Capterra,"Feb 22, 2018",5,5,5,5,5,10.0,,Pros: Weemus gave me the ability to streamline my event sales. I really love how the events display online.,Cons: I'd like to download ticket specifications as a second sheet on the registration spreadsheet. It would make it easier for my administrative team to organize our internal registration forms for the day of the event.,Overall: So far so good. I'm a new administrator and I've felt comfortable with the program. The customer service is exemplary - a very quick response time regarding questions I've had.,
"Versatile, but not flexible",Momchil P.,,,,NGC,Source: Capterra,"Feb 08, 2017",2,1,1,2,5,10.0,"Comments: Weemss has an exceptional up time. Works well for our club, but it's not very flexible with the payments gateways. Options for donations is desperately needed.",,,,
Excellent solution for any event,Ely D.,creative director,"Animation, 1-10 employees",Used the software for: Less than 6 months,NGC,Source: Capterra,"Feb 08, 2017",5,4,5,5,4,10.0,,"Pros: custom set up of Auditorium,","Cons: expensive, rate of comission","Overall: In my opinion weems was the best solution for my event, it offers all the characteristics that I needed for the sale of tickets.

The perfect option is that you can set up an auditorium with your seats.

That was the main characteristic to to use weems. I am happy","Recommendations to other buyers: i d like others sizes for the ticket print, maybe options for personalizar the page and loyout, colors that i need (css configuración)"
"Bit clunky and frustrating to begin, but infinitely improved my life in the long run, once I got it!",Natalie B.,Facilitator,,Used the software for: Less than 6 months,NO,Source: Capterra,"Oct 11, 2017",3,3,3,3,3,8.0,,Pros: Weemss makes it so easy to collect payments and all the registration information required. Has saved me hours of admin time.,"Cons: I would like to be able to change the view option on the registration page, ie. choose ticket category rather than date.

I would also like to be able to see the registration details all on one page rather than have to click on each individually. Also an option to email the whole group in one go would be great.",Overall: Time saving.,
I've had very fluid experiences. Everything has worked as promised!,Neale B.,Healing Practitioner,,Used the software for: Less than 6 months,NGC,Source: Capterra,"Feb 23, 2018",5,5,5,5,3,8.0,,Pros: I like the ease of use and the flexibility. It is really easy to read and you just fill in each box the way you want. It makes things super efficient.,Cons: I don't have something at this time. Probably being able to change the default dollar value of payments so it saves this for future events.,,
"Easy to use software, with great features. I used it for a corporate event.",Maria Z.,Marketing Specialist,,Used the software for: Less than 6 months,NGC,Source: Capterra,"Oct 11, 2017",5,5,5,5,5,8.0,,"Pros: The best thing is that it is very easy to use and after the event you have a great list of all the people, who attended.",Cons: It charges on certain periods (e.g. once per month). I prefer to be charged once after the end of the event.,,
Very useful,Ana Rita M.,MSc Student,"Computer Software, 1-10 employees",Used the software for: Less than 6 months,NGC,Source: Capterra,"Feb 08, 2017",4,4,5,5,5,9.0,,Pros: All the features and low cost,Cons: Interface,Overall: Very useful when planning events. I specially like the options for tickets. Includes a lot of great features.,
