title,name,position,industry,usage,paid_status,source,date,total,ease,feature,support,value,recommend,comments,pros,cons,overall,recommendations to other buyers
"Easy, efficient and inexpensive!",Ellie S.,Director of Visitor Services,,,NO,Source: Capterra,"Jun 24, 2015",5,5,5,5,4,9.0,"Comments: We used to spend countless hours chasing tickets and providing maintenance for our ticket printers. As a service provider, when it came time to determine what system to use for printing tickets and tracking customer support issues, I knew there were a lot of choices. I looked into ticketing systems I have used in the past that require a lot of support and local maintenance and found a few light weight systems that I could install myself. Since coming on board in 2008, Tix.com has been n amazing support system for our company.

These days, I try modeling our own support after Tix. com's. The service is great, the product is awesome, and they have an extensive help center to help answer any questions. The ticketing service itself is intuitive and easy to use. Would definitely recommend it!. It's very convenient and we now have the right tool to support our guests.",,,,
Tix.com the service to use,Dustin P.,Media Relations,11-50 employees,Used the software for: 1-2 years,NO,Source: Capterra,"Jun 22, 2016",5,5,5,5,5,10.0,,Pros: Everything all in one place and easy to access.,,"Overall: Interface is easy to use, customer service is quick to respond and handle problems. Steve Moore, our rep is always super helpful.",
Great customer service and support!,Cindy H.,,,,NO,Source: Capterra,"Feb 10, 2016",4,3,5,5,5,10.0,"Comments: The software itself is not something easy to learn on your own. There are a lot of minor but important steps that you have to really know when you are setting up an event prior to activating to the public. The menu selection, description, and navigation is not clear cut and I find myself jumping around to find things. There are also a lot of menu selections that can be consolidated. We are probably only using 15% of the functions that you offer and the rest are repetitive. I am a software developer myself so I have a slight idea on what I am talking about :)",,,,
Great experience with Tix,Krista S.,Special Events Coordinator,,,NO,Source: Capterra,"Feb 11, 2016",5,4,5,5,5,10.0,"Comments: Greatly appreciate the wonderful customer service with Iris, she always worked hard to meet our needs with our events and went above and beyond in the way that she helped and always gave assistance quickly. She was always easy to get a hold of and offered detailed help both to assist and enable to do it oneself. This was a much better experience when we were switched to be under her care and management.

I find the layout of Tix to be difficult to learn from the back end, and still find myself searching for certain functions even after using it for two events now. This could be more user friendly/intuitive for those who aren't used to these type of systems.

Love all the different options with Tix, with so many variables for surveys, donations, coupon codes, etc. There is so much you can do with your event which is very helpful for complex events.

Overall very happy with Tix and glad we chose to go with them again for our second event.",,,,
We love Tix! user-friendly and great support staff!,Tim F.,Director,"Arts and Crafts, 11-50 employees",Used the software for: Less than 6 months,NO,Source: Capterra,"Nov 14, 2016",5,5,5,5,5,10.0,,Pros: Easy to use...easy to understand.,"Cons: None, honestly.",Overall: We at the Miami Childrens Theater were looking for new ticket software company and were recommended Tix by another group. We are glad we signed up! Easy to use with a clear interface.,Recommendations to other buyers: Really like the support staff . I am not the most tech savvy person in the world and they explianed things very clearly. Once I learned the system - I would now say it's a breeze.
Tix online ticketing solution should be your first and last stop in ticket sales.,Jon H.,Producer,,,NO,Source: Capterra,"Sep 23, 2015",4,5,5,5,5,10.0,"Comments: System administration is easy

User interface is clean and intuitive

Box Office and Online sales process is a piece of cake

Customer support is top notch

Reporting is extensive

Fees are extremely reasonable",,,,
Its a learning curve,Robyn F.,Special Events Coordinator,,,NO,Source: Capterra,"Mar 19, 2015",4,3,5,5,5,10.0,"Comments: Although there are a lot of components to setting up ticket sales of multiple types, at multiple price points and with multiple distribution options, I wish the Tix system was a little more user friendly. I'm a reader and generally very adapt with new software and I struggled to navigate the system for the first time. I required a lot of customer support, which was excellent, its just a burden to ask 50 questions to accomplish one task. It might have been nice to see a tutorial video to lessen the excessive amount of hand holding for newbies. Now that I understand the system, it's a piece of cake, the beginning was rough. Our service rep was very helpful, thorough and attentive, I appreciate his help more than I can say!",,,,
I always get the answer and instruction that I need from a friendly staff.,Pamela J.,Operations Manager,"Entertainment, 51-200 employees",Used the software for: 2+ years,NO,Source: Capterra,"Sep 29, 2017",5,5,5,5,5,10.0,,"Pros: The software is straight forward in it's set up. To set up an event, one simply clicks through the pages inserting production information and then it's finished. If there are modification, that is easily done by clicking on ""modify event"". An instruction video along with tabs and menus walk one through the steps and tech support always has a real person available, not automation.","Cons: Our company is in North Carolina and Tix.com is in California. The time difference is the only issue, but even with that, there is an emergency number so support is always available.","Overall: Simplicity of use, affordable price and consistent tech support.",
Perfect solution for our community theater,Evan F.,Treasurer,"Non-Profit Organization Management, 1-10 employees",Used the software for: 2+ years,NO,Source: Capterra,"Jun 13, 2016",5,5,5,5,5,10.0,,"Pros: Extremely easy to use. We do a lot of the same type of shows, so having features that allow us an easy way to setup 6 performances is a real benefit.","Cons: Nothing. We haven't had any complaints at all. I would say the cost, but in the end it costs us about what the credit card swipe fees would cost.",Overall: We are a community theater that puts on 3 or so shows a year. Tix.com is easy to use and has support that gets directly back to you and help you!,
NMTA Annual Event Tix Review,Jacob O.,Account Manager,1-10 employees,Used the software for: Less than 6 months,NO,Source: Capterra,"Jun 30, 2016",5,5,4,5,5,10.0,,"Pros: Cost, ability to customize seating arrangements, ability to pass cost along to end user. Customer service was great!",Cons: Our only issue was checking in our guests at the event in a timely manner. This is largely a planning issue on our part. We didn't make proper use of the bar code on the tickets.,Overall: This is the first time I have used a program like this. I had looked for one in the past for another business I am involved in but the costs were too high. This product is very affordable for smaller productions and events such as ours. Iris was super helpful in the process and was always very prompt in attending to our questions and concerns.,
Tix Review,Michael D.,President,,,NO,Source: Capterra,"Mar 22, 2015",5,4,4,4,5,10.0,"Comments: Overall Tix.com has done a great job for my company. Patti has been outstanding and always eager to help with any issue that may arise. I would like to see more youtube videos how to operate analytic for Tix. I don't use the analytics that often and could refer to a youtube video to refresh my memory. The report I use most often is pulling concert attendees and inserting their email address into MailChimp.

Also wish there was a way customers could download dates to their calendar when purchasing tickets.",,,,
"Tix gives us real-time event information, and an easy online ticketing solution for our patrons.",Sherry I.,Development Coordinator,,,NO,Source: Capterra,"Feb 24, 2016",5,5,4,5,5,10.0,"Comments: We chose to partner with tix.com two years ago, and we are so glad we did. Our office had been keeping track of ticket sales and patrons on an Excel spreadsheet. Unfortunately, it was too easy to make an error, which resulted in multiple patrons having the same seat. Being a community college foundation, Tix offered the affordable solution we were looking for, and also offered the option to have reserved seats. Tix makes selling tickets through the box office so easy, and patrons can receive a purchase confirmation and their tickets via email. Tix goes above and beyond to provide excellent customer service! In the future, I hope Tix will consider providing a quick reference guide for their end users. Overall, our experience with Tix has exceptional.",,,,
Tix: Great service!,David S.,Managing Director,"Non-Profit Organization Management, 1-10 employees",Used the software for: Less than 6 months,NO,Source: Capterra,"Jul 29, 2016",5,5,5,5,5,10.0,"Comments: Very happy with Tix. Our account manager, Steve, is incredibly helpful - and very patient. Our company has not had a comprehensive ticketing system before so it's been a steep learning curve. Steve has guided us step by step. He has helped us to tailor the system to our needs, and even has had his programmers customize elements.",,,,
A great product.,Robert M.,,,,NO,Source: Capterra,"May 26, 2015",5,5,5,5,5,10.0,Comments: The only complaint I have had is from my customers is they find the task of recovering thier password to be too difficult. I understand the method that is being used and the reason for having it done in a more secured fashion.,,,,
Customer Service ROCKS!,Terri S.,Co-Owner,,,NO,Source: Capterra,"Jun 02, 2016",4,3,5,5,5,10.0,"Comments: My husband and I have been producing an event for over 15 years and have always conducted business via telephone, mail, spreadsheets, etc and never anything online. We finally decided it was time and hopefully alleviate some of the headaches with such an antiquated process.",,,,
Excellent ticketing software for setting up events and managing ticket sales,Judith M.,Producer,,,NO,Source: Capterra,"Oct 27, 2015",5,5,5,5,5,10.0,"Comments: Once you gain familiarity with the software, it is easy to set up events on your own and manage the entire ticket process. I have been using the software for the past three years for the Westside Ballet of Santa Monica's two annual productions. It is very easy to use as an event manager and the customer service response when I have questions is prompt and helpful. The ticket production is efficient. There is helpful information on the site that allows you to figure out how to do many transactions.

The only negatives that we receive from customers buying tickets is that sometimes, there are difficulties with credit card processing or they have problems entering account information.",,,,
This has made running a theater and selling tickets on-line so much easier!,Sebastian F.,Owner and Operator,,,NO,Source: Capterra,"May 02, 2016",5,4,5,5,5,10.0,Comments: Tix has been a great addition to my business. I was searching for a company that would allow me to use my own credit card processing while still allowing me to have all the benefits of a ticketing software. Once I got the hang of the software it has been really easy to use and if I ever have a problem or issue I can call or e-mail my account rep and he helps me fix the situation. I have been extremely happy with this software and I really like the fact I can make adjustments or changes to a show or production on the fly with a computer or a smart phone.,,,,
New Depot Players Love Tix,Terry M.,Treasurer,,,NO,Source: Capterra,"May 19, 2016",5,5,5,5,5,10.0,Comments: We are a small community theater group and we are always looking for ways to boost our attendance and make it easy for our patrons to see our shows. Tix provides one of the easiest interfaces for ticket purchases we've seen. It is easy to set up and the support has been outstanding. Our account manager make sure we are up and ready for each show. Every issue we've had has been managed and corrected within minutes of being advised. An excellent product and service. Highly recommend to any group looking for convenience and fast service!,,,,
Customer service is stellar. We couldn't be happier,Cheryl E.,Vice-President,,Used the software for: Less than 6 months,NO,Source: Capterra,"Apr 05, 2018",5,5,5,5,5,10.0,,"Pros: Easy to use, navigate, personalize and access. Makes accounting and customer tracking so easy. Reports are easy to access and save, and multiple formatting makes it possible to integrate organizational files.","Cons: There's very little negative I can say about Tix. Beginners might find the wide variety of choices a little intimidating at first, but video tutorials are easy to access and understand, and learning the software goes pretty quickly.",,
We are extremely pleased with our Tix.com experience!,Dr. Joan O.,President and Executive Director,,,NO,Source: Capterra,"Apr 27, 2016",5,5,5,5,5,10.0,"Comments: This is our second year using Tix.com for online ticketing and membership donations, and we are absolutely thrilled with it. I only wish we had done it sooner. It has cut down on the voicemail messages and return phone calls at our Box Office. Our patrons are delighted that they can easily access it and order tickets or renew their memberships at any time convenient for them without going through the Box Office. Whenever we have a question or need assistance, a quick phone call or email to Steve Moore at Tix.com is answered promptly. It is a pleasure dealing with Tix.com.",,,,
User-friendly software for both the buyer and backroom administrator.,Mary H.,Office Manager,,,NO,Source: Capterra,"Apr 26, 2016",5,5,5,5,5,10.0,"Comments: I hadn't used ticketing software as an admin before, so needed guidance from Silvia, our Tix rep, on a fairly regular basis until I became familiar with it. She walked me through every step of the way, and now I can navigate it with ease--transactions, refunds, exchanges, reports--and need to request her assistance only on occasion. She's always quick to help and a wealth of information. Turnaround time for new seating maps, special accounts and web coordination has been super. We also have some reports and accounting information tailored to our needs (a seasonal festival), which has been great.",,,,
Great Program-Great Staff,Jacqui P.,Director of Operations,,,NO,Source: Capterra,"Feb 24, 2016",5,5,5,5,5,10.0,"Comments: We have been using Tix for over 3 years now and couldn't be more pleased. Our business is extremely flexible with our customers and we often have exceptions and changes we need to make in terms of the tickets our customers are buying from the website. The staff at Tix is always really helpful and easy to work with. They also respond extremely fast and regardless of how many times we reach out to them, they are always pleasant and extremely helpful. Their prompt service in return allows us to provide fast service to our customers and we appreciate that. Thanks for all you do!",,,,
Tix is a powerful system that does an excellent job of managing ticket sales,Trey F.,Chairman,,,NO,Source: Capterra,"May 10, 2016",5,5,5,5,5,10.0,"Comments: Pros: many options, excellent customer service representatives, robust reporting system, competitive pricing, very reliable

Cons: requires login for customers",,,,
Fantastic Ticketing Services and Personnel!,Stace G.,Director,,,NO,Source: Capterra,"Mar 02, 2016",5,5,5,5,5,10.0,"Comments: I love tix.com! The website is a pleasure, and the customer service is second-to-none. My representative, Steve Moore, has been nothing short of a God-send. He is extremely competent and professional, but, perhaps more importantly, he is patient, and he never loses his cool--even when I barrage him with 5 phone calls in a row with the question I forgot to ask on the previous phone call. Tix.com is the best ticketing service I've ever used, and Mr. Moore is an exceptional asset to the company!",,,,
"Tix staff is remarkable. The product is complete and simple to use, easy to master.",Kathryn M.,Spring Event Director,,,NO,Source: Capterra,"May 03, 2016",5,5,5,5,5,10.0,Comments: Customer support set up our event quickly and answered any and all questions. The software has many options and seems to be very complete. The online help tools can walk you through any situation with easy to follow directions. Price was well below other options we researched as well. Certain to use again.,,,,
Our non-profit children's theater just started using .tix and are thrilled with our experience.,Shanda B.,Owner/Program Manager,,,NO,Source: Capterra,"Apr 25, 2016",5,5,5,5,5,10.0,"Comments: As we introduced a new ticketing system to our customers, my staff, volunteers and I had a great experience. From starting with set up of our own seating chart to merchant services to advanced purchases for our parents, .tix guided us through making sure we understood it all. Come show time our ticket booth was calm and smoother than it ever had been before!",,,,
The Clermont Performing Arts Center is a multiple theater venue that operates fantastically with TIX,CHRISTOPHER D.,Events Manager,,,NO,Source: Capterra,"Feb 25, 2016",4,4,5,5,5,10.0,Comments: The customer service has always been fantastic. The agent assigned to our account always goes above and beyond to ensure that our expectations are exceeded and in a timely manner.,,,,
Great Customer Service!,Joslyn H.,Director of Business & Audience Services,,,NO,Source: Capterra,"Jan 06, 2015",5,4,5,5,5,10.0,"Comments: We have been using TIX, Inc. since 2006. Sergio and Robert worked diligently to set us up and to make adjustments to their product to meet our needs. Silvia is also excellent to work with and, as our organization is somewhat ""out of the box"", they all make our requests seem perfectly routine. The turn-around time is spot on. The program is rarely out of service and is frequently being improved. I have recommended this service to many other organizations and will continue to do so. Great job, TIX!",,,,
Dependable Technology and Great Customer Support,Brian F.,Production Business Manager,"Performing Arts, 201-500 employees",Used the software for: 2+ years,NO,Source: Capterra,"Jan 13, 2017",5,5,5,5,5,10.0,,"Pros: Cost, Support, Ease of use, dependability",Cons: Older User Interface,"Overall: I looked at many systems - some more flashy but as an experienced software executive I know that there is more than just flash when it comes to software. I needed ease of use, dependability, scalability, performance and excellent performance all at a good price. Tix has delivered all of that and more. I have recommended the software to others who are equally as happy with the results!",
Oconee Performing Arts Society,Christine S.,Marketing & Education Coordinator,,,NO,Source: Capterra,"Mar 19, 2015",5,5,5,5,5,10.0,Comments: love this product! Very easy to learn program and great assistance available when needed. We have a few program/report updates that we would like to see in the future that would make 'tracking ticket sales' more accurate for us but still very satisfied with Tix!,,,,
Thank you,Emmett D.,Director,,,NO,Source: Capterra,"Mar 14, 2016",5,4,5,5,5,10.0,"Comments: From the my first experience with tix, I have been beyond pleased. The customer service is excellent, and I am particularly impressed with how easy our rep, Iris, is to get a hold of, and how patient she is. I have never had an issue that couldn't be resolved. Our ticket sales have increased since we switched to this service, and we will continue to use it and recommend it to our colleagues. The website itself is easy to use.",,,,
"Customer Service, etc.",Angela J.,Director of Box Office Operations,,,NO,Source: Capterra,"Feb 25, 2015",5,5,5,5,5,10.0,Comments: I love this product that Tix.com has. I've been using it since 2007 when I began this position here at Lynn University. I love to have control more and more of the program. It is user friendly for me and my whole staff. I have to train students and they are wonderful following my direction. The program is easy to learn and execute. The staff at Tix are always very helpful and patient with the explanation of problems that come up.,,,,
TIX ticketing system,Joe S.,Board Member/Events/Ticketing,,,NO,Source: Capterra,"Aug 18, 2015",5,5,5,5,5,10.0,Comments: As the administrator of the TIX ticketing system it has been my experince that with the ease of use and the level of customer service they provide we rate the product with 5 stars! As I bring on new ticket agents to use the system it is very user friendly and easy to learn in less than 5 minutes. Making changes to the system to modify events is easy and the reports that are provided give as much or little detail information as needed. When we had any issue at all the customer service staff was able to resolve in a timely manner without any delays. I would recommend this ticket system over others for both the ease of use and the customer service.,,,,
On Line ticket sales,Kevin L.,owner,,,NO,Source: Capterra,"May 27, 2015",5,5,5,5,5,10.0,"Comments: Just completed our third year with this group and it is un-questionable the best thing we could have done to assist with our ticket day horrow show! We are just a very small dance studio with a pretty good following, so much that people were spending a week in our parking lot waiting for a tickets to go on sale which created a lot of stress and complaints. It was literally a day from hell that we hated! Now, we simply sit back and watch. Our usuallly four (4) hour process is over in 40 minutes and we never leave the home! Plus, we have seen a surge in ticket sales. So simple for everyone. I really can not stress enough how easy this process is!!",,,,
"Friendly software, quick and easy",Gloria L.,Production Chair,,,NO,Source: Capterra,"Oct 29, 2015",5,5,5,5,5,10.0,"Comments: Generally the software is easy to use and provide detail information .

However, sometimes the spreadsheets are too wide for viewing on smaller monitors without scrolling.",,,,
We started using TIX in 2005 - and have used it for our large concert events every year since.,Fred J.,Part-Owner/General Manager,,,NO,Source: Capterra,"May 21, 2015",5,5,5,5,5,10.0,"Comments: We use TIX to sell e-tickets that our customers can print on their own printers following their on-line purchases. Our customers like being able to purchase/print their own tickets 24 hours a day. The Reports sections provides us complete details of all purchases. We have never experienced an error in the sales of our tickets; the bar-code scanning provides us additional information/control. When we have questions, the staff at TIX has always responded promptly and courteously! The fees charged by TIX are reasonable and fully-explained. We have always recommended TIX without reservation to anyone that asks us.",,,,
TIX.COM is the best !,Bob H.,Executive Director,"Leisure, Travel & Tourism, 1-10 employees",Used the software for: 2+ years,NO,Source: Capterra,"Jun 14, 2016",5,5,5,5,5,10.0,,Pros: ease of set up and maintainence,,Overall: Mostly thanks to Steve Moore the help and support for tix.com has been top notch...he's smart and doesn't seem to mind that I'm not !,
Pretty good and fairly easy to use. Customer service is amazing!,Tim W.,Event Coordinator,,,NO,Source: Capterra,"Sep 08, 2015",4,4,5,5,5,10.0,"Comments: The system is pretty easy to use and navigate. I struggle to find certain things that I only need to change or update occasionally, like updating ticket quantities. Whenever i get stuck, my contact Adam Hettinger ALWAYS helped me figure things out.",,,,
We find TIX to be super to work with!,Alan S.,Executive Director,,,NO,Source: Capterra,"Mar 28, 2016",5,5,5,5,5,10.0,Comments: We have worked with Tix software for many years and find them to be very responsive to requests for service. They have helped us with special situations and been generous with their time and expertise in support of the service they provide. We would recommend Tix to others as its been an easy system for us to use and we are happy with them.,,,,
Box Office Manager,Meagan G.,Box Office Manager,,,NO,Source: Capterra,"Oct 10, 2015",4,4,5,5,5,10.0,"Comments: In the 13 month I have used tix.com, I have seen some great improvements, and I cannot say enough about the staff at customer service, they are always helpful and willing to go the extra mile to make sure I understand things. One thing I would LOVE to see is more tutorial videos to use in training new staff. You have videos for the stuff I need like event management, creating productions and etc, but it would be nice to have a ""general"" video on tix on things like how to take an order, changing customer information, adding to an order, and other basic ticket sales tasks needed on the program.",,,,
AWESOME SERVICE!!,Lari Y.,Director,,,NO,Source: Capterra,"Dec 13, 2014",5,5,5,5,5,10.0,Comments: The Tix service is very user friendly for our box office team and our patrons. Their customer service is STELLAR and they are always available to help us even when it delves deep into our own operations beyond their control - they hang in there with us until it is all working for us. And they check in afterward to make sure we are all o.k. I'm very impressed with Tix and recommend it to all my colleagues in the arts.,,,,
Excellent individualized customer service,Amy M.,,"Non-Profit Organization Management, 1-10 employees",Used the software for: 2+ years,NO,Source: Capterra,"Jul 05, 2016",4,4,4,5,3,9.0,Comments: Steve Moore has always been very helpful in setting up for our ballet production! The customer support is excellent.,,,,
Mind Blown.,Rachel P.,,,,NO,Source: Capterra,"Apr 01, 2016",5,5,4,5,3,9.0,"Comments: Tix is too good to be true, yet it is all TRUE. Not only did it save us money, but it has made our day to day tasks much easier. The management platform is very user friendly and has everything you need to track sales, communicate with customers, and report on your events. Customer service and technical support are top notch! Our Tix representative has been great to work with throughout the set up process and since the basic setup the Tix team has been gracious with their time to help us personalize membership discounts. We're not giving them five stars, they've earned them!",,,,
Excellent product - Great Service,Brian F.,Production Business Manager,,,NO,Source: Capterra,"Jan 18, 2016",5,5,4,5,3,9.0,Comments: I have been very impressed with the ease of use of the product and my sales executive Steve Moore and the service people including Luke have been amazing to work with. They are very responsive and I like the program and service so much I have recommended it to other schools and arts programs.,,,,
I love Tix.com,Tracy F.,Co-Founder and Executive Director,,,NO,Source: Capterra,"Oct 09, 2015",5,5,4,5,3,9.0,"Comments: Truly...when we opened the theatre, we had no idea what we might want to do for ticketing. Finding tix.com was one of the luckiest things that happened to us during that start up time. We are approached by so many other vendors trying to steal us away and I will not even remotely entertain the idea. From the very moment we signed on, our rep Steve has been so incredibly helpful. The program is easy, it is affordable and we never have a problem with any aspect of Tix.com. Not one staff member every complains. Not one customer ever complains. We love Tix.com!",,,,
Wonderful box office software!,Tricia H.,Director & Producer,,,NO,Source: Capterra,"Nov 10, 2015",5,5,4,5,3,9.0,"Comments: Tix is a very user friendly and effective box office software. I have been using it for almost 8 years and am still finding out all of the things it can do. But no matter how good the software is, the customer service is better. The staff at Tix are easily reached, very fast at providing support and always go above and beyond to help in any way.",,,,
Easy to start someone selling. Easy to make changes.,Greg A.,,,,NO,Source: Capterra,"Dec 12, 2015",5,5,4,5,3,9.0,"Comments: Customer service has been excellent for general questions and helping with our venue set up and ticketing needs, some complex and time critical. Training new ticket sellers for standard sales is quick. Daily management has been easy. Tix has been positive about receiving requests for additional features.",,,,
Solid Ticketing Software,A. W.,Producer,,,NO,Source: Capterra,"Dec 31, 2014",4,5,4,5,3,9.0,"Comments: Great ease of use and ability to display and access the relevant customer information needed. We've been using it for over 10 years and have no regrets. Also, has very good customer service and mostly quick response times.",,,,
It has been a great experience overall!!!,ANGEL A.,Executive director,,,NO,Source: Capterra,"Nov 16, 2015",5,5,4,5,3,9.0,"Comments: I have used many other ticket selling software and all have been very different. Tix has a simple and easy to use layout that makes it quick for potential clients to navigate and your staff to understand. Staff has been very a patient and friendly. Including the technitions, which is rare. They could make the visual affects look more ""modern"", but I am glad they make it simple and fast to load on phones.",,,,
Tix review,Mandi S.,Visitor Services Manager,1-10 employees,Used the software for: 2+ years,NO,Source: Capterra,"Sep 01, 2016",5,5,5,5,5,10.0,Comments: The customer service is great. Any time that we have needed help our customer service person has been right on top of things. Software is very easy to use.,,,,
Overall,Nancy O.,Manager,,,NO,Source: Capterra,"Mar 26, 2015",5,5,5,5,5,10.0,"Comments: Over the years, the exceptional services offered and prompt responses to queries by TIX employees have continued to be impressive. Enhancement features are always being considered & put into place to improve the ease & quality of patron purchasing pleasure. Can't say enough great things about this organization!",,,,
